Scotland's Census 2022 - National Records of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table UV602 - Economic activity of Household Reference Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Household Reference Persons aged 16 and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All Household Reference Persons aged 16 and over,Economically Active (full-time students) - Total,Economically Active (full-time students) - Employee - Total,Economically Active (full-time students) - Employee - Part-time,Economically Active (full-time students) - Employee - Full-time,Economically Active (full-time students) - Self-employed with employees - Total,Economically Active (full-time students) - Self-employed with employees - Part-time,Economically Active (full-time students) - Self-employed with employees - Full-time,Economically Active (full-time students) - Self-employed without employees - Total,Economically Active (full-time students) - Self-employed without employees - Part-time,Economically Active (full-time students) - Self-employed without employees - Full-time,Economically Active (full-time students) - Unemployed - Available for work,Economically Active Full-time student - Total,Economically Active Full-time student - Employee - Total,Economically Active Full-time student - Employee - Part-time,Economically Active full-time student - Employee - Full-time,Economically Active Full-time student - Self-employed with employees - Total,Economically Active Full-time student - Self-employed with employees - Part-time,Economically Active Full-time student - Self-employed with employees - Full-time,Economically Active Full-time student - Self-employed without employees - Total,Economically Active Full-time student - Self-employed without employees - Part-time,Economically Active Full-time student - Self-employed without employees - Full-time,Economically Active Full-time student - Unemployed - Available for work,Economically inactive - Total,Economically inactive - Retired,Economically inactive - Student,Economically inactive - Looking after home/ family,Economically inactive - Long term sick or disabled,Economically inactive - Other
S00154938,57,29,26,7,19,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,29,16,2,3,8,-
S00154939,73,50,35,5,30,4,-,4,10,4,6,1,1,-,-,-,1,-,1,-,-,-,-,22,21,-,-,-,2
S00154940,59,33,29,2,27,-,-,-,2,1,2,1,-,-,-,-,-,-,-,-,-,-,-,26,24,-,1,-,-
S00154941,54,23,22,6,16,-,-,-,3,-,3,-,2,-,-,-,-,-,-,-,-,-,2,28,8,-,1,14,3
S00154942,45,20,22,6,13,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,19,-,4,-,1
S00154943,43,26,26,4,18,3,2,1,6,1,3,-,-,-,-,-,-,-,-,-,-,-,-,15,11,1,1,-,2
S00154944,50,17,11,3,10,1,-,1,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,33,29,-,-,7,1
S00154945,39,23,19,3,16,2,-,2,3,3,1,-,-,-,2,1,-,-,-,-,-,-,-,14,12,-,-,2,-
S00154946,40,16,15,1,14,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,28,19,1,2,4,-
S00154947,48,23,20,3,17,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,25,22,-,-,3,-
S00154948,47,34,28,5,23,-,-,-,4,3,2,2,-,-,-,-,-,-,-,-,-,-,-,9,13,2,-,-,-
S00154949,44,29,26,6,20,-,-,-,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,18,9,-,1,1,3
S00154950,50,31,25,5,23,2,-,2,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,19,19,-,-,-,-
S00154951,69,42,36,5,31,3,-,3,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,29,24,-,1,1,1
S00154952,36,22,20,5,18,-,-,-,5,-,5,2,-,-,-,-,-,-,-,-,-,-,-,14,2,-,3,5,4
S00154953,59,36,31,8,23,-,-,-,4,2,2,1,-,-,-,-,-,-,-,-,-,-,-,23,5,-,4,9,5
S00154954,26,14,12,2,7,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,15,7,-,2,5,1
S00154955,66,34,27,7,20,1,-,1,4,3,-,2,-,-,-,-,-,-,-,-,-,-,-,32,26,-,-,4,2
S00154956,56,31,24,6,23,2,-,2,4,-,4,1,1,1,1,-,-,-,-,-,-,-,-,24,23,-,-,1,-
S00154957,66,36,26,6,17,-,-,-,12,6,4,2,-,-,-,-,-,-,-,-,-,-,-,30,6,3,4,12,6
S00154958,45,23,23,6,19,-,-,-,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,19,11,-,1,5,2
S00154959,65,36,33,3,30,-,-,-,3,1,2,-,1,1,1,-,-,-,-,-,-,-,-,28,21,-,-,7,-
S00154960,77,34,29,8,18,2,1,1,6,5,1,-,-,-,-,-,-,-,-,-,-,-,-,43,33,-,-,8,3
S00154961,52,24,17,4,14,-,-,-,5,-,5,2,-,-,-,-,-,-,-,-,-,-,-,28,21,-,2,3,1
S00154962,49,27,27,4,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,18,-,1,3,-
S00154963,40,27,22,5,17,-,-,-,2,1,1,3,-,-,-,-,-,-,-,-,-,-,-,13,6,-,2,4,1
S00154964,51,35,29,6,23,-,-,-,5,1,1,3,-,-,-,-,-,-,-,-,-,-,-,16,7,-,-,6,1
S00154965,45,35,28,5,28,-,-,-,3,1,3,1,-,-,-,-,-,-,-,-,-,-,-,10,9,2,-,-,-
S00154966,42,24,22,5,13,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,18,7,-,5,5,-
S00154967,40,18,15,3,13,-,-,-,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,22,11,-,4,2,-
S00154968,79,43,36,1,32,-,-,-,7,-,7,1,-,-,-,-,-,-,-,-,-,-,-,36,25,1,2,6,2
S00154969,70,51,47,2,45,-,-,-,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,22,18,1,-,-,-
S00154970,42,15,14,3,11,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,27,23,-,2,2,2
S00154971,57,34,26,7,19,2,-,2,5,-,5,3,-,-,-,-,-,-,-,-,-,-,-,23,15,1,2,4,1
S00154972,39,16,10,-,10,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,25,16,-,3,4,1
S00154973,41,25,21,6,12,2,2,-,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,16,7,-,3,4,2
S00154974,71,44,36,7,33,1,-,1,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,27,17,-,1,6,2
S00154975,50,31,21,3,18,-,-,-,7,4,2,3,-,-,-,-,-,-,-,-,-,-,-,18,14,-,-,3,1
S00154976,48,46,36,2,34,4,-,4,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-
S00154977,46,26,21,6,15,2,-,2,2,-,2,1,3,3,3,-,-,-,-,-,-,-,-,21,14,-,-,5,1
S00154978,49,25,22,2,20,-,-,-,2,1,1,1,1,1,-,1,-,-,-,-,-,-,-,23,23,-,-,-,-
S00154979,44,30,17,4,13,3,1,1,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,18,14,-,-,3,-
S00154980,46,24,20,2,18,-,-,-,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-,21,17,-,-,2,3
S00154981,54,41,33,5,30,1,-,1,6,-,6,1,-,-,-,-,-,-,-,-,-,-,-,19,9,-,4,3,-
S00154982,54,25,22,1,21,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,29,25,-,2,-,-
S00154983,37,14,14,4,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,12,-,3,4,2
S00154984,34,13,14,4,13,-,-,-,4,-,4,-,1,1,1,-,-,-,-,-,-,-,-,17,9,-,3,3,2
S00154985,36,26,20,3,17,-,-,-,2,2,3,1,-,-,-,-,-,-,-,-,-,-,-,10,8,-,-,1,1
S00154986,43,37,32,2,29,3,-,3,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,2,2,-
S00154987,53,29,28,4,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,19,-,1,4,-
S00154988,60,23,19,2,17,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,37,34,-,1,-,2
S00154989,42,37,31,7,24,1,-,1,3,1,2,1,-,-,-,-,-,-,-,-,-,-,-,6,4,1,-,-,2
S00154990,49,30,20,7,14,1,-,1,9,2,7,-,1,1,1,-,-,-,-,-,-,-,-,18,11,-,1,5,1
S00154991,81,39,40,5,31,-,-,-,3,1,2,1,-,-,-,-,-,-,-,-,-,-,-,41,28,-,4,7,1
S00154992,46,25,17,1,16,1,-,1,5,-,5,2,-,-,-,-,-,-,-,-,-,-,-,17,7,-,1,6,3
S00154993,78,47,40,8,36,2,-,2,5,2,2,1,-,-,-,-,-,-,-,-,-,-,-,35,26,-,1,6,3
S00154994,60,26,25,5,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,27,-,4,5,2
S00154995,72,44,37,10,31,1,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,22,12,-,2,8,4
S00154996,85,13,11,9,4,-,-,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,73,72,-,-,1,-
S00154997,52,28,26,6,19,-,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-,-,25,23,-,-,-,-
S00154998,45,32,25,3,23,4,-,4,6,2,3,-,-,-,-,-,-,-,-,-,-,-,-,14,9,-,-,4,2
S00154999,61,40,35,12,21,-,-,-,5,2,3,-,-,-,-,-,-,-,-,-,-,-,-,21,22,-,2,-,-
S00155000,70,39,33,5,31,1,-,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,30,29,-,-,2,1
S00155001,34,14,11,4,9,-,-,-,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,20,9,2,4,7,-
S00155002,58,33,28,7,20,-,-,-,4,4,2,1,-,-,-,-,-,-,-,-,-,-,-,25,16,-,2,7,-
S00155003,64,43,36,6,30,-,-,-,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,23,20,1,-,2,-
S00155004,58,33,30,1,29,1,-,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,25,25,-,-,-,-
S00155005,56,22,20,2,18,-,-,-,2,-,2,2,1,1,1,-,-,-,-,-,-,-,-,31,14,3,-,4,8
S00155006,45,25,22,5,17,1,-,1,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,20,19,-,-,-,-
S00155007,57,28,27,3,24,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,29,14,4,2,9,-
S00155008,110,81,76,9,67,1,-,1,3,-,3,-,3,3,2,1,-,-,-,-,-,-,-,26,22,-,-,4,-
S00155009,38,18,19,-,19,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,20,12,-,3,4,1
S00155010,46,21,17,3,14,-,-,-,4,-,4,-,3,2,2,-,-,-,-,-,-,-,2,22,22,-,-,-,-
S00155011,62,58,53,7,45,2,-,2,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00155012,58,33,27,7,20,1,-,1,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,27,17,-,-,8,2
S00155013,32,22,19,5,14,2,-,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,10,8,-,-,2,-
S00155014,41,24,18,2,14,-,-,-,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,13,15,-,1,-,-
S00155015,43,19,16,1,15,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,25,-,2,2,-
S00155016,39,22,19,7,13,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,17,10,-,2,5,1
S00155017,44,31,29,3,26,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,-,-,-
S00155018,58,52,48,3,45,-,-,-,4,2,3,-,-,-,-,-,-,-,-,-,-,-,-,9,6,-,3,1,-
S00155019,37,34,30,4,28,2,-,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-
S00155020,38,34,27,-,26,-,-,-,6,-,6,-,4,1,1,-,-,-,-,2,2,-,-,5,4,1,-,-,-
S00155021,72,46,42,5,37,-,-,-,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,24,15,-,-,5,4
S00155022,62,55,50,5,45,-,-,-,4,2,3,-,-,-,-,-,-,-,-,-,-,-,-,8,7,1,-,-,-
S00155023,53,28,23,4,22,1,-,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,25,17,-,3,5,-
S00155024,60,50,38,-,40,-,-,-,8,-,8,-,1,1,-,1,-,-,-,-,-,-,-,9,11,-,-,-,1
S00155025,35,20,14,3,11,1,-,1,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,15,10,-,4,2,1
S00155026,57,49,43,4,39,1,-,1,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,8,7,-,-,-,2
S00155027,50,28,19,5,14,2,-,2,5,-,3,2,-,-,-,-,-,-,-,-,-,-,-,21,13,1,3,3,-
S00155028,61,39,37,7,26,-,-,-,6,1,5,-,3,3,3,-,-,-,-,-,-,-,-,19,6,-,5,7,1
S00155029,37,18,17,4,9,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,19,14,-,2,4,-
S00155030,72,62,55,6,50,1,-,1,6,1,2,-,-,-,-,-,-,-,-,-,-,-,-,12,8,-,-,-,-
S00155031,55,37,36,5,31,-,-,-,2,2,-,-,2,2,2,-,-,-,-,-,-,-,-,21,18,-,1,1,-
S00155032,68,36,26,6,19,1,-,1,10,-,10,2,-,-,-,-,-,-,-,-,-,-,-,29,26,1,-,-,-
S00155033,59,40,34,8,26,3,-,3,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,19,14,1,-,-,-
S00155034,51,32,27,4,23,-,-,-,4,1,4,2,-,-,-,-,-,-,-,-,-,-,-,20,15,2,1,-,1
S00155035,48,27,21,3,19,1,-,1,3,-,4,-,-,-,-,-,-,-,-,-,-,-,-,21,21,-,-,-,-
S00155036,47,38,35,-,35,-,-,-,2,1,1,4,2,2,-,2,-,-,-,-,-,-,-,11,5,4,-,3,-
S00155037,67,49,44,3,39,1,-,1,2,-,2,1,1,1,1,-,-,-,-,-,-,-,-,16,10,-,4,4,-
S00155038,62,41,37,4,31,-,-,-,2,2,-,2,2,2,-,2,-,-,-,-,-,-,-,20,19,1,-,-,-
S00155039,67,59,49,1,48,4,-,4,7,2,5,-,-,-,-,-,-,-,-,-,-,-,-,8,6,-,3,-,-
S00155040,42,25,22,4,18,1,-,1,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,17,14,-,1,3,-
S00155041,82,46,35,5,34,1,-,1,8,3,5,-,-,-,-,-,-,-,-,-,-,-,-,39,20,-,2,10,4
S00155042,58,43,26,8,18,3,1,-,9,2,8,-,-,-,-,-,-,-,-,-,-,-,-,22,16,2,1,1,3
S00155043,33,36,31,-,31,-,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00155044,46,24,21,3,17,-,-,-,4,-,1,2,-,-,-,-,-,-,-,-,-,-,-,22,12,-,2,6,-
S00155045,33,17,15,1,12,1,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,15,11,-,1,3,-
S00155046,62,58,48,7,41,8,1,4,2,1,1,3,-,-,-,-,-,-,-,-,-,-,-,4,2,-,1,1,-
S00155047,75,41,37,10,30,-,-,-,2,-,2,4,3,3,4,1,-,-,-,-,-,-,-,31,13,-,7,9,2
S00155048,42,33,30,5,23,-,-,-,5,3,2,-,1,1,1,-,-,-,-,-,-,-,-,8,8,-,-,-,-
S00155049,50,50,43,4,35,1,-,1,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00155050,60,42,33,4,31,-,-,-,5,1,2,1,-,-,-,-,-,-,-,-,-,-,-,24,21,-,-,-,1
S00155051,49,21,21,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,-,-,-,-
S00155052,55,27,25,2,23,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,25,26,-,-,1,-
S00155053,66,54,48,7,41,1,-,1,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,12,9,-,1,2,-
S00155054,88,48,42,1,39,-,-,-,5,-,5,1,-,-,-,-,-,-,-,-,-,-,-,40,34,-,-,3,3
S00155055,54,47,44,6,38,1,-,1,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,7,6,-,-,1,-
S00155056,43,31,25,4,21,-,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,-,-,-
S00155057,49,26,21,7,14,-,-,-,5,1,4,-,1,1,1,-,-,-,-,-,-,-,-,22,19,-,-,3,-
S00155058,52,31,30,1,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,21,-,1,2,-
S00155059,40,10,8,5,3,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,30,17,2,4,7,-
S00155060,60,53,46,2,41,1,-,1,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,7,3,-,-,-,1
S00155061,46,21,17,1,16,1,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,25,19,-,3,3,1
S00155062,46,28,25,1,24,-,-,-,3,-,3,-,2,2,2,-,-,-,-,-,-,-,-,17,17,-,-,-,-
S00155063,38,30,23,1,20,-,-,-,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,12,9,-,-,2,-
S00155064,63,45,37,7,30,2,1,-,4,2,3,-,-,-,-,-,-,-,-,-,-,-,-,14,8,-,3,6,1
S00155065,44,27,20,2,18,1,-,1,5,3,3,1,-,-,-,-,-,-,-,-,-,-,-,17,12,-,2,3,-
S00155066,45,19,16,2,14,1,-,1,2,-,2,1,1,1,-,1,-,-,-,-,-,-,-,25,23,-,-,1,-
S00155067,56,30,26,5,16,-,-,-,4,2,2,1,2,2,2,-,-,-,-,-,-,-,-,27,22,-,-,4,-
S00155068,63,55,49,1,48,-,-,-,8,2,4,-,-,-,-,-,-,-,-,-,-,-,-,5,4,1,-,-,-
S00155069,55,27,22,3,19,-,-,-,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-,28,26,-,-,3,1
S00155070,48,26,19,2,19,2,-,2,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,22,16,-,1,4,-
S00155071,76,46,39,4,34,2,-,2,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,30,13,-,-,13,3
S00155072,45,23,20,1,21,-,-,-,1,-,1,1,2,-,-,-,-,-,-,2,2,-,-,24,24,-,-,-,-
S00155073,32,30,22,2,23,1,-,1,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-
S00155074,54,23,20,4,16,-,-,-,1,1,-,1,1,1,-,1,-,-,-,-,-,-,-,30,19,-,3,8,-
S00155075,41,38,35,4,29,2,2,-,1,-,1,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00155076,50,31,24,3,22,-,-,-,4,-,3,-,-,-,-,-,-,-,-,-,-,-,-,21,19,1,-,1,-
S00155077,68,56,48,2,46,4,2,4,5,-,5,-,1,-,-,-,-,-,-,-,-,-,1,11,8,-,3,-,1
S00155078,64,38,35,9,26,-,-,-,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,26,12,1,-,6,4
S00155079,37,27,24,4,20,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,10,4,-,-,4,1
S00155080,63,27,24,5,19,1,1,-,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,33,32,-,-,1,-
S00155081,73,45,42,4,36,-,-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,26,24,-,3,-,-
S00155082,41,22,19,3,16,1,-,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,19,11,-,-,9,-
S00155083,49,33,29,2,30,-,-,-,4,-,4,-,1,1,-,1,-,-,-,-,-,-,-,15,15,-,-,-,-
S00155084,30,18,12,3,9,1,-,1,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,12,10,-,-,2,-
S00155085,41,26,21,3,18,1,-,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,15,4,-,1,8,2
S00155086,63,31,26,7,23,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,32,30,-,1,-,1
S00155087,93,84,75,2,73,-,-,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-
S00155088,48,20,19,3,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,25,1,-,-,1
S00155089,51,31,25,2,23,4,-,4,2,2,-,3,-,-,-,-,-,-,-,-,-,-,-,13,13,-,1,2,2
S00155090,54,47,38,6,34,2,-,2,6,3,5,-,-,-,-,-,-,-,-,-,-,-,-,7,6,-,1,-,-
S00155091,28,15,14,3,9,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,2,-,-
S00155092,70,40,34,8,26,3,1,-,3,-,3,-,2,2,2,-,-,-,-,-,-,-,-,28,14,-,6,8,-
S00155093,70,39,29,8,21,2,-,2,5,-,5,3,-,-,-,-,-,-,-,-,-,-,-,31,9,-,7,14,1
S00155094,36,33,27,2,22,2,-,2,6,1,4,-,1,1,-,1,-,-,-,-,-,-,-,2,2,-,-,-,-
S00155095,76,38,25,3,23,3,-,3,7,-,5,2,1,1,2,1,-,-,-,-,-,-,-,36,25,-,-,8,3
S00155096,48,37,32,5,27,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,13,2,1,-,5,5
S00155097,48,41,38,3,38,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-
S00155098,48,26,23,4,16,-,-,-,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,22,21,-,-,-,1
S00155099,71,46,43,7,33,4,-,4,3,2,1,1,2,2,2,-,-,-,-,-,-,-,-,23,19,-,-,3,1
S00155100,69,46,38,5,33,3,-,3,6,1,5,-,-,-,-,-,-,-,-,-,-,-,-,23,20,-,2,1,-
S00155101,75,69,63,5,60,-,-,-,5,-,5,1,-,-,-,-,-,-,-,-,-,-,-,3,4,-,1,2,-
S00155102,71,28,24,3,21,-,-,-,2,1,1,2,-,-,-,-,-,-,-,-,-,-,-,43,24,-,1,12,6
S00155103,65,33,25,5,18,1,-,1,4,1,3,1,-,-,-,-,-,-,-,-,-,-,-,32,15,-,2,8,3
S00155104,55,30,27,6,21,-,-,-,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,25,12,-,5,7,1
S00155105,38,23,20,4,12,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,15,14,-,1,-,-
S00155106,41,28,21,4,16,2,-,2,2,1,1,3,2,2,-,2,-,-,-,-,-,-,-,16,1,-,4,4,-
S00155107,42,22,20,6,11,1,-,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,20,19,-,1,-,-
S00155108,42,36,28,-,26,2,2,1,6,4,2,-,-,-,-,-,-,-,-,-,-,-,-,6,5,-,1,-,-
S00155109,64,34,30,5,25,-,-,-,3,2,3,1,-,-,-,-,-,-,-,-,-,-,-,30,20,-,4,4,2
S00155110,47,22,20,3,19,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,25,10,-,5,8,1
S00155111,34,19,18,8,10,-,-,-,-,-,-,2,3,2,2,-,-,-,-,2,-,2,-,13,5,1,1,4,-
S00155112,59,47,38,10,28,-,-,-,6,2,4,-,1,1,-,1,-,-,-,-,-,-,-,15,12,-,-,5,-
S00155113,28,19,14,-,14,1,-,1,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,9,8,-,-,1,-
S00155114,54,39,32,3,29,-,-,-,4,1,3,3,-,-,-,-,-,-,-,-,-,-,-,15,13,-,-,-,2
S00155115,44,22,19,2,17,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,22,21,-,1,-,-
S00155116,53,30,27,5,22,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,29,6,2,9,9,-
S00155117,29,19,19,5,14,2,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,9,4,-,-,3,2
S00155118,55,34,25,10,18,2,-,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,20,19,-,-,-,1
S00155119,69,40,32,8,28,1,-,1,9,-,5,-,-,-,-,-,-,-,-,-,-,-,-,30,23,-,2,5,-
S00155120,69,35,27,3,24,-,-,-,4,2,2,4,4,4,-,4,-,-,-,-,-,-,-,32,20,-,2,8,2
S00155121,61,56,43,6,37,1,-,1,10,4,6,2,-,-,-,-,-,-,-,-,-,-,-,5,3,-,-,1,1
S00155122,79,32,29,7,20,-,-,-,4,3,1,3,1,1,1,-,-,-,-,-,-,-,-,45,31,-,-,8,5
S00155123,51,26,25,1,24,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,25,22,-,1,-,3
S00155124,40,28,21,4,17,1,-,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,15,1,1,6,2,2
S00155125,55,26,21,3,20,1,-,1,4,-,4,-,1,1,-,1,-,-,-,-,-,-,-,28,28,-,-,-,-
S00155126,41,22,17,1,16,1,-,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,19,17,-,1,1,-
S00155127,59,21,20,6,14,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,38,25,1,-,9,4
S00155128,42,26,18,-,17,1,-,1,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-,-,-,-
S00155129,56,42,34,7,27,2,-,2,5,2,3,1,-,-,-,-,-,-,-,-,-,-,-,14,10,-,2,2,1
S00155130,36,11,10,1,4,1,-,1,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,25,24,-,-,-,2
S00155131,31,19,16,1,15,1,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,-,-,-
S00155132,65,34,27,6,21,-,-,-,5,-,5,-,1,1,-,1,-,-,-,-,-,-,-,30,21,-,4,3,2
S00155133,48,31,30,5,25,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,14,16,-,-,-,1
S00155134,53,29,31,5,25,-,-,-,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,20,14,1,2,2,2
S00155135,45,30,30,7,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,11,-,-,1,1
S00155136,88,64,57,5,52,-,-,-,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,24,21,-,-,3,-
S00155137,45,21,17,6,12,-,-,-,2,2,1,4,-,-,-,-,-,-,-,-,-,-,-,27,10,-,-,10,4
S00155138,72,45,38,3,36,1,-,1,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,33,21,-,-,6,3
S00155139,60,27,23,4,19,2,-,2,2,-,2,-,1,1,1,-,-,-,-,-,-,-,-,33,30,-,1,3,2
S00155140,76,36,31,3,28,-,-,-,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,40,31,-,2,2,1
S00155141,75,25,20,3,18,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,50,37,-,-,10,3
S00155142,55,35,33,3,24,1,-,1,5,-,4,-,2,-,-,-,-,-,-,-,-,-,-,16,13,-,-,4,1
S00155143,82,45,44,9,33,-,-,-,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,36,25,-,4,4,1
S00155144,53,19,17,6,7,1,-,1,-,-,-,2,1,-,-,-,-,-,-,-,-,-,1,33,32,-,-,-,1
S00155145,45,22,20,7,13,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,-,-,-,-
S00155146,48,23,18,4,14,1,-,1,3,2,1,1,-,-,-,-,-,-,-,-,-,-,-,25,18,-,1,4,2
S00155147,74,40,29,10,22,1,-,1,2,2,7,3,-,-,-,-,-,-,-,-,-,-,-,33,19,-,2,7,5
