Scotland's Census 2022 - National Records of Scotland
Table UV205 - Religion
All people

,"All people","Church of Scotland","Roman Catholic","Other Christian","Buddhist","Hindu","Jewish","Muslim","Sikh","Pagan","Other religion","No religion","Religion not stated"
"S00165036",105,29,9,-,-,-,-,-,-,1,-,60,5
"S00165037",127,23,11,2,-,-,-,2,-,-,-,78,10
"S00165038",94,10,11,-,-,-,-,-,-,-,-,71,-
"S00165039",128,29,16,5,-,-,-,-,-,-,-,68,9
"S00165040",149,20,19,1,-,-,-,2,-,-,1,88,18
"S00165041",169,37,9,-,1,-,-,2,-,-,-,116,6
"S00165042",81,19,11,3,1,-,-,-,-,-,-,44,2
"S00165043",154,43,14,5,1,-,-,-,-,-,-,74,14
"S00165044",73,13,9,-,-,-,-,2,-,-,-,45,3
"S00165045",61,16,6,-,-,3,-,3,-,-,-,32,1
"S00165046",189,32,13,6,6,-,-,5,-,-,-,113,13
"S00165047",160,36,11,17,-,-,-,1,-,2,-,85,9
"S00165048",70,19,3,-,-,-,-,-,-,-,-,38,10
"S00165049",116,18,5,6,-,-,-,-,-,-,-,86,1
"S00165050",133,43,10,4,-,1,-,-,-,-,-,67,8
"S00165051",93,6,8,3,-,-,2,-,-,1,-,65,5
"S00165052",91,32,4,1,-,-,-,5,-,-,-,41,10
"S00165053",93,28,7,-,-,-,-,-,-,2,-,54,5
"S00165054",133,24,7,5,5,-,-,-,-,-,-,88,4
"S00165055",71,23,4,-,4,-,-,4,-,-,-,32,1
"S00165056",93,21,12,8,1,-,-,-,-,-,-,46,7
"S00165057",127,16,19,12,-,-,-,-,-,2,-,74,2
"S00165058",178,35,12,1,-,-,-,-,-,-,-,126,4
"S00165059",255,33,15,2,-,3,-,4,-,1,-,174,19
"S00165060",90,19,5,2,-,-,-,-,-,-,-,61,4
"S00165061",123,29,10,7,-,-,-,-,-,-,-,72,2
"S00165062",126,40,13,3,-,-,-,1,-,2,-,65,2
"S00165063",99,25,8,-,-,-,-,-,-,2,-,61,1
"S00165064",84,19,14,1,-,-,-,-,-,-,-,50,-
"S00165065",104,18,3,4,-,-,-,-,-,-,2,76,2
"S00165066",124,32,11,11,-,4,-,5,-,-,-,61,2
"S00165067",108,17,6,5,-,-,-,-,-,-,-,77,4
"S00165068",103,18,15,1,1,-,-,4,-,-,2,54,6
"S00165069",158,24,5,7,1,-,-,3,-,-,-,105,9
"S00165070",137,32,13,6,1,4,-,-,-,-,-,72,9
"S00165071",145,34,5,8,1,-,-,-,-,-,1,88,11
"S00165072",179,51,19,10,-,-,-,-,-,-,-,77,18
"S00165073",129,39,13,11,-,-,-,-,-,-,-,67,3
"S00165074",213,33,30,4,-,-,-,7,-,1,-,124,12
"S00165075",110,26,10,8,-,-,-,3,-,-,-,61,4
"S00165076",88,14,6,7,-,-,-,3,-,-,-,60,-
"S00165077",117,10,11,-,-,-,-,-,-,-,-,87,2
"S00165078",127,37,9,2,-,-,-,-,-,2,-,80,3
"S00165079",105,15,15,5,-,-,-,-,-,-,-,68,2
"S00165080",120,18,9,3,-,-,-,-,-,-,6,77,7
"S00165081",189,39,20,8,-,-,-,5,-,-,-,100,13
"S00165082",149,33,11,14,-,1,-,2,-,-,-,81,2
"S00165083",62,14,18,-,-,-,-,-,-,-,-,30,-
"S00165084",149,22,18,8,-,-,1,4,8,-,-,84,6
"S00165085",86,17,10,3,-,-,-,-,1,-,-,50,5
"S00165086",103,6,19,2,-,-,-,-,-,1,-,64,11
"S00165087",97,8,15,1,-,-,-,-,-,-,-,65,4
"S00165088",168,44,21,8,-,-,-,5,-,1,-,82,7
"S00165089",183,57,6,13,-,-,-,-,-,1,-,91,16
"S00165090",101,17,14,4,-,-,-,9,-,-,-,50,6
"S00165091",114,9,10,5,1,-,-,7,-,-,1,77,4
"S00165092",197,42,22,1,1,-,-,5,-,-,-,109,19
"S00165093",157,25,17,6,-,-,-,-,-,-,-,94,14
"S00165094",67,13,11,1,-,-,-,-,-,-,-,34,9
"S00165095",207,45,31,6,-,-,-,5,-,-,-,108,12
"S00165096",115,14,21,-,-,3,-,-,-,-,-,76,7
"S00165097",152,34,15,4,-,-,-,-,-,-,-,86,11
"S00165098",123,21,21,7,-,-,-,-,-,-,-,63,15
"S00165099",75,8,11,4,-,-,-,-,-,-,-,47,5
"S00165100",179,19,15,8,-,7,-,6,-,-,-,118,6
"S00165101",129,25,-,-,-,-,-,-,-,3,-,93,6
"S00165102",231,17,21,6,2,-,-,9,4,-,-,167,3
"S00165103",85,13,7,8,-,-,-,-,-,4,-,52,3
"S00165104",80,19,4,-,-,-,-,-,-,-,3,47,5
"S00165105",77,17,6,-,-,-,-,-,-,2,-,46,6
"S00165106",82,17,7,4,1,-,-,-,-,-,1,49,3
"S00165107",153,25,18,13,-,-,-,5,-,2,-,85,2
"S00165108",82,6,24,-,-,-,-,-,-,-,-,44,7
"S00165109",127,21,11,10,-,-,-,-,-,1,-,71,11
"S00165110",112,26,10,4,-,-,1,5,-,-,-,54,14
"S00165111",116,11,10,4,1,-,-,-,-,1,-,81,4
"S00165112",95,8,8,-,-,-,-,-,-,2,-,69,9
"S00165113",106,8,4,-,1,-,-,-,-,-,-,88,3
"S00165114",116,36,14,-,-,-,-,-,-,-,-,64,-
"S00165115",64,16,9,-,-,2,-,2,-,-,-,34,1
"S00165116",85,16,9,1,1,-,-,-,-,1,-,54,3
"S00165117",111,4,15,2,-,-,-,-,-,-,-,82,9
"S00165118",73,16,12,-,-,-,-,-,-,-,1,44,-
"S00165119",207,42,7,11,-,7,-,7,-,1,-,121,8
"S00165120",130,5,20,-,-,-,-,-,-,2,-,96,10
"S00165121",159,26,16,6,-,2,-,-,-,-,-,105,4
"S00165122",135,29,26,6,-,-,-,-,-,2,-,66,7
"S00165123",107,19,7,3,-,-,-,8,-,-,-,51,19
"S00165124",98,13,15,2,-,-,-,-,-,-,-,61,4
"S00165125",149,44,14,13,2,-,-,1,-,-,1,61,11
"S00165126",176,21,19,10,-,11,-,32,-,-,-,83,7
"S00165127",71,11,2,4,-,-,-,-,-,-,-,54,6
"S00165128",108,15,15,1,-,-,-,-,-,-,-,64,14
"S00165129",164,17,13,3,-,-,-,-,-,-,-,121,10
"S00165130",72,20,1,-,-,-,-,-,-,-,-,46,2
"S00165131",138,7,11,-,-,-,-,-,-,-,-,103,18
"S00165132",75,10,12,5,1,-,-,-,-,-,-,42,4
"S00165133",85,13,14,1,-,-,-,-,-,-,1,54,4
"S00165134",89,28,10,3,-,1,-,-,-,-,-,44,3
"S00165135",103,11,9,4,-,-,-,5,-,-,-,71,2
"S00165136",94,19,9,-,-,-,-,-,-,-,-,61,7
"S00165137",145,38,5,1,-,-,-,3,-,-,-,97,1
"S00165138",181,56,6,9,-,-,-,-,-,-,-,105,7
"S00165139",107,13,17,1,-,-,-,-,-,-,-,65,14
"S00165140",71,12,8,3,-,-,2,-,-,-,-,43,3
"S00165141",152,36,7,5,-,-,-,7,-,-,-,91,4
"S00165142",111,11,3,3,-,-,-,5,-,-,1,78,7
"S00165143",144,20,6,3,-,-,-,6,-,1,-,99,14
"S00165144",82,15,8,4,-,-,-,-,-,-,-,46,5
"S00165145",115,18,7,3,-,-,-,-,-,-,-,83,4
"S00165146",119,28,19,14,1,-,-,8,-,-,-,49,2
"S00165147",96,11,4,2,-,-,-,-,-,-,1,70,8
"S00165148",77,31,5,-,-,-,-,-,-,-,-,38,3
"S00165149",145,33,15,10,-,-,-,-,-,-,-,87,-
"S00165150",149,19,15,-,-,-,-,-,-,3,-,100,13
"S00165151",97,19,11,1,-,-,-,4,-,-,-,57,4
"S00165152",123,21,10,3,1,-,-,-,-,2,-,75,11
"S00165153",71,14,10,7,-,-,-,-,-,1,2,35,2
"S00165154",156,12,7,6,-,-,-,-,-,-,-,116,13
"S00165155",118,36,7,-,-,-,-,1,-,-,-,65,7
"S00165156",74,18,8,-,-,-,-,-,-,-,2,45,4
"S00165157",106,30,4,3,-,-,-,2,-,-,1,58,11
"S00165158",159,27,15,5,-,-,-,4,-,-,-,93,12
"S00165159",164,29,32,1,-,-,-,-,-,-,-,98,4
"S00165160",110,31,5,4,-,-,-,1,-,-,1,68,1
"S00165161",111,38,13,1,-,-,-,-,-,-,-,60,-
"S00165162",111,19,14,2,-,-,-,3,-,-,-,67,2
"S00165163",111,20,5,1,-,-,-,21,-,-,-,63,2
"S00165164",107,35,6,7,-,-,-,-,-,-,-,59,3
"S00165165",88,19,10,6,-,-,1,2,-,2,-,41,8
"S00165166",120,20,20,-,1,-,-,-,-,-,-,77,1
"S00165167",121,17,10,1,-,-,-,-,-,-,-,85,5
"S00165168",77,23,-,12,-,-,-,-,-,1,-,44,5
"S00165169",85,18,6,-,-,-,-,-,-,-,-,60,3
"S00165170",118,23,25,4,-,-,-,3,-,1,-,58,6
"S00165171",109,21,6,2,-,-,1,-,-,-,-,75,6
"S00165172",100,21,3,1,-,-,-,-,-,-,-,64,8
"S00165173",102,26,11,2,-,-,-,-,-,-,-,58,5
"S00165174",137,32,9,2,-,-,-,-,-,2,-,94,2
"S00165175",127,15,23,2,-,-,-,-,-,-,-,81,6
"S00165176",126,28,20,3,-,-,-,-,-,-,-,74,5
"S00165177",73,19,4,3,-,-,-,-,-,-,-,45,2
"S00165178",116,9,17,5,-,-,-,-,-,2,-,72,13
"S00165179",157,43,11,2,-,-,-,2,-,-,-,94,5
"S00165180",111,13,4,2,-,-,-,-,-,1,-,83,6
"S00165181",106,18,14,6,-,-,-,-,-,1,-,65,2
"S00165182",103,11,5,5,-,-,-,-,-,-,-,75,8
"S00165183",111,17,14,2,-,-,-,-,-,-,-,73,5
"S00165184",152,17,11,3,-,-,-,10,-,-,1,105,4
"S00165185",100,16,9,-,-,-,-,6,-,2,-,61,9
"S00165186",120,25,3,12,-,-,-,-,-,-,-,72,7
"S00165187",92,25,7,-,-,-,-,-,-,3,-,60,-
"S00165188",78,20,2,-,-,-,-,-,-,3,-,44,8
"S00165189",150,45,24,7,-,-,-,1,-,-,-,64,8
"S00165190",124,22,3,6,-,-,-,10,-,-,-,69,7
"S00165191",89,12,2,6,-,-,-,-,-,-,-,65,5
"S00165192",139,37,13,10,-,-,-,-,-,1,-,67,11
"S00165193",125,24,20,2,-,5,-,-,1,-,1,69,4
"S00165194",148,9,11,-,-,-,-,4,-,-,-,113,9
"S00165195",100,32,4,1,1,-,-,-,-,-,-,61,1
"S00165196",105,28,12,3,-,-,-,-,-,-,-,46,10
"S00165197",73,19,6,-,-,-,-,1,-,-,-,44,3
"S00165198",138,20,10,-,-,-,-,-,-,-,-,96,8
"S00165199",120,26,9,3,-,-,-,-,-,-,-,75,11
"S00165200",92,16,1,2,-,-,-,-,-,-,-,65,5
"S00165201",135,25,5,7,-,-,-,-,-,-,-,93,5
"S00165202",143,32,11,5,-,-,-,5,-,-,-,85,6
"S00165203",106,31,10,-,-,-,-,-,-,-,1,57,7
"S00165204",122,33,12,-,-,-,-,2,-,1,-,65,9
"S00165205",183,41,18,4,-,3,-,11,-,-,-,100,7
"S00165206",163,31,17,1,-,-,-,1,-,-,1,99,12
"S00165207",119,12,19,6,-,-,-,10,-,-,1,71,1
"S00165208",230,18,23,3,-,-,-,-,-,-,-,176,7
"S00165209",152,14,12,12,-,-,-,5,-,-,-,104,5
"S00165210",97,16,5,6,-,-,1,-,-,-,2,62,3
"S00165211",161,21,7,2,1,-,-,-,-,-,-,120,8
"S00165212",143,40,10,5,-,-,-,-,-,-,-,81,9
"S00165213",147,29,9,3,-,-,-,6,-,-,-,82,17
"S00165214",104,17,17,-,-,-,-,-,-,3,-,57,6
"S00165215",97,22,3,2,-,-,-,-,-,-,-,68,4
"S00165216",185,25,22,12,-,-,-,-,-,-,-,118,8
"S00165217",76,15,10,2,2,-,-,-,-,-,-,47,1
"S00165218",77,13,4,-,-,-,-,-,-,-,-,57,2
"S00165219",175,26,6,7,-,-,-,1,-,-,-,122,12
"S00165220",167,22,17,6,2,8,-,3,-,-,-,109,5
"S00165221",128,22,10,3,-,-,-,2,-,-,-,83,11
"S00165222",145,25,8,3,-,-,-,-,-,-,-,94,18
"S00165223",91,10,12,2,-,-,-,-,-,-,-,63,4
"S00165224",99,30,7,3,-,-,-,6,-,-,-,53,1
"S00165225",212,30,20,8,1,-,-,-,-,-,2,144,7
"S00165226",114,24,17,6,2,-,-,-,-,-,-,62,8
"S00165227",103,24,13,-,-,-,-,-,-,1,-,60,6
"S00165228",95,19,13,-,-,-,-,5,-,-,-,52,6
"S00165229",108,32,7,7,-,-,-,-,-,-,1,57,6
"S00165230",78,25,11,3,-,4,-,-,-,-,-,33,-
"S00165231",174,19,12,8,1,-,-,-,-,-,1,129,4
"S00165232",104,19,1,2,-,-,-,-,-,-,-,77,5
"S00165233",203,23,17,9,-,-,-,6,-,-,-,147,3
"S00165234",86,6,5,-,-,-,-,-,-,-,-,70,5
"S00165235",106,21,9,3,-,-,-,-,-,-,-,66,7
"S00165236",111,22,6,5,-,-,-,-,-,-,-,81,3
"S00165237",76,27,8,1,-,-,-,-,-,-,-,37,3
"S00165238",89,18,3,7,-,-,-,3,-,-,-,53,4
"S00165239",158,29,10,9,1,-,-,-,-,2,-,104,11
"S00165240",110,10,7,1,-,-,-,-,-,-,-,90,2
"S00165241",100,23,9,5,-,-,-,-,-,-,-,58,11
"S00165242",105,15,7,2,-,-,-,1,-,2,-,74,10
"S00165243",136,17,13,4,-,4,-,-,-,-,-,91,7
"S00165244",130,25,8,3,-,-,-,-,-,-,-,82,16
"S00165245",75,22,6,3,-,-,-,-,-,-,-,42,-
"S00165246",159,38,10,5,-,-,-,-,-,-,-,97,10
"S00165247",152,19,10,4,-,1,-,-,-,-,1,118,7
"S00165248",104,11,6,3,1,-,-,3,-,2,-,71,11
"S00165249",81,10,5,1,-,-,2,-,-,1,-,58,4
"S00165250",84,14,9,3,-,-,-,-,-,-,-,57,5
"S00165251",132,10,19,6,-,4,-,16,-,-,-,70,7
"S00165252",94,29,7,4,-,-,-,-,-,-,-,48,5
"S00165253",134,31,10,5,-,-,-,-,-,-,-,67,20
"S00165254",114,23,23,7,-,-,-,6,-,-,1,53,2
"S00165255",129,30,25,8,-,-,-,-,-,-,-,61,4
"S00165256",125,29,6,8,-,-,-,-,-,2,-,81,-
"S00165257",192,34,15,20,-,-,-,2,-,-,-,107,10
"S00165258",109,23,9,2,-,6,-,-,-,-,-,56,13
"S00165259",95,18,8,5,-,-,-,-,-,-,-,60,1
"S00165260",165,17,11,4,-,-,-,17,-,-,1,107,8
"S00165261",152,27,27,1,-,1,-,-,-,-,-,88,9
"S00165262",211,35,13,7,3,-,-,13,-,-,-,137,4
"S00165263",64,26,3,2,-,-,-,-,-,-,-,34,-
"S00165264",92,15,7,-,-,-,-,1,-,-,-,63,2
"S00165265",120,33,11,7,-,-,-,-,-,4,1,61,12
"S00165266",137,22,19,16,-,-,-,-,-,-,-,78,5
"S00165267",91,7,12,10,1,-,-,-,-,-,-,56,5
"S00165268",129,25,18,1,-,-,-,-,-,-,-,77,11
"S00165269",211,25,13,15,1,6,-,12,-,2,1,136,-
"S00165270",152,7,14,6,-,-,-,11,-,-,1,114,2
"S00165271",106,21,7,5,1,-,-,-,-,-,-,68,4
"S00165272",100,16,6,-,-,-,-,-,-,-,-,75,1
"S00165273",107,22,11,4,-,-,1,-,-,-,-,64,6
"S00165274",124,23,14,-,-,-,-,5,-,-,-,78,4
"S00165275",158,29,7,6,-,-,-,-,-,-,-,111,7
"S00165276",124,23,4,-,-,-,-,2,-,-,1,80,19
"S00165277",91,17,9,-,1,-,-,-,-,-,-,60,4
"S00165278",123,14,11,4,-,2,-,-,-,2,-,79,13
"S00165279",144,28,6,13,-,-,-,5,-,2,-,87,3
"S00165280",86,15,4,4,1,4,-,-,-,-,-,58,5
"S00165281",83,25,3,-,-,-,-,-,-,-,-,52,3
"S00165282",157,30,20,-,-,-,-,4,-,-,-,102,3
"S00165283",127,30,11,10,-,-,-,-,-,-,-,75,1
"S00165284",98,23,17,5,-,-,-,-,-,1,-,56,5
"S00165285",145,18,7,1,-,-,-,-,-,1,-,102,14
"S00165286",110,20,3,4,-,-,-,-,-,-,-,73,8
"S00165287",82,12,5,2,-,-,-,-,-,-,-,61,1
"S00165288",69,15,6,1,-,-,-,-,-,-,-,44,4
"S00165289",108,25,6,1,-,-,-,-,-,-,-,68,7
"S00165290",163,14,18,6,-,-,-,-,-,-,-,119,6
"S00165291",176,30,13,14,-,3,-,2,-,-,-,104,11
"S00165292",78,21,2,-,-,-,-,-,-,-,-,50,5
"S00165293",225,46,12,10,-,7,-,5,-,-,-,132,11
"S00165294",138,20,2,20,-,-,-,-,-,-,-,90,6
"S00165295",191,12,34,-,-,-,-,4,-,-,-,126,11
"S00165296",115,28,6,3,-,-,-,3,-,-,-,69,7
"S00165297",110,33,16,10,-,-,1,-,-,-,-,54,-
"S00165298",77,18,7,6,-,-,-,-,-,-,-,50,-
"S00165299",181,48,9,5,-,-,-,-,-,-,-,105,14
"S00165300",148,51,10,11,-,-,-,-,-,-,1,71,5
"S00165301",91,27,13,1,-,-,-,-,-,-,-,42,6
"S00165302",116,25,8,7,-,-,-,3,-,-,-,67,6
"S00165303",179,11,4,3,2,-,-,10,-,2,-,136,5
"S00165304",63,14,1,2,-,-,-,1,-,-,-,45,-
"S00165305",142,21,8,8,-,-,-,-,-,2,-,96,8
"S00165306",88,18,7,15,-,-,-,-,-,-,-,46,4
"S00165307",161,29,13,5,-,-,-,8,-,-,-,99,5
"S00165308",97,32,3,6,-,-,1,-,-,-,-,54,7
"S00165309",134,18,7,17,-,-,-,-,-,-,1,76,11
"S00165310",92,21,4,2,1,-,-,5,-,2,-,53,3
"S00165311",110,34,12,5,-,-,-,-,-,-,-,57,1
"S00165312",84,28,6,2,1,-,-,-,-,-,-,38,9
"S00165313",97,21,12,5,-,-,-,-,-,-,-,58,1
"S00165314",76,27,4,5,-,-,-,-,-,-,1,40,3
"S00165315",100,17,7,-,-,-,-,-,-,-,-,67,8
"S00165316",173,45,23,17,-,-,-,-,-,1,-,78,7
"S00165317",95,19,10,1,-,-,-,-,-,-,-,61,2
"S00165318",123,27,3,5,-,-,-,-,-,-,-,85,2
"S00165319",197,52,9,12,4,-,-,-,-,-,1,99,22
"S00165320",126,27,-,13,-,-,-,-,-,-,-,72,12
"S00165321",134,33,10,5,-,-,-,2,-,-,-,75,14
"S00165322",99,31,5,1,3,-,-,-,-,-,-,53,4
"S00165323",116,40,4,7,1,-,-,-,-,-,2,55,5
"S00165324",171,22,12,16,1,-,-,-,-,-,-,112,4
"S00165325",123,17,6,14,-,-,-,6,-,1,-,70,11
"S00165326",153,23,5,5,-,-,-,1,-,1,-,101,16
"S00165327",94,15,22,3,-,-,-,-,-,-,-,47,10
"S00165328",172,24,6,-,-,-,-,1,-,-,-,131,9
"S00165329",222,39,12,22,-,-,-,-,-,-,2,133,15
"S00165330",126,39,14,5,-,-,-,-,-,-,-,63,9
"S00165331",128,22,25,4,-,-,-,-,-,1,-,70,5
"S00165332",129,23,15,-,-,-,-,-,-,-,-,84,1
"S00165333",226,23,16,16,1,-,-,-,-,-,-,166,4
"S00165334",184,34,24,4,1,4,-,-,-,-,-,100,17
"S00165335",96,27,12,3,-,-,-,-,-,2,-,43,12
"S00165336",235,28,25,5,-,-,-,-,-,2,-,167,11
"S00165337",101,16,7,-,-,-,-,-,-,-,-,75,2
"S00165338",225,30,16,8,-,-,1,-,-,-,3,162,5
"S00165339",175,14,19,7,-,-,1,3,-,-,-,125,5
"S00165340",70,19,4,-,-,-,-,-,-,-,-,32,12
"S00165341",162,26,15,4,-,-,-,-,-,-,-,105,12
"S00165342",182,23,21,4,-,-,-,-,-,2,-,125,8
"S00165343",94,17,10,3,-,-,-,-,-,-,-,56,6
"S00165344",104,30,3,6,-,-,-,-,-,-,-,64,1
"S00165345",234,17,21,35,-,1,-,-,-,1,-,152,7
"S00165346",117,17,16,2,-,-,-,2,-,-,-,66,10
"S00165347",89,12,7,9,1,-,-,-,-,5,-,49,6
"S00165348",246,13,11,30,-,-,-,11,-,2,-,174,1
"S00165349",102,7,5,-,-,-,-,1,-,-,1,86,-
"S00165350",114,34,17,2,-,-,-,-,-,-,-,52,10
"S00165351",137,12,4,-,1,-,-,-,-,-,-,110,7
"S00165352",164,23,10,-,-,-,-,3,-,-,-,113,11
"S00165353",195,30,6,10,-,-,-,-,-,1,1,130,17
"S00165354",151,32,28,15,-,-,-,-,-,-,-,67,9
"S00165355",137,12,7,1,-,-,-,-,3,3,-,97,18
"S00165356",96,21,10,-,-,-,-,-,-,-,-,62,4
"S00165357",122,22,5,6,-,-,-,-,-,-,-,88,1
"S00165358",91,19,7,9,-,-,-,1,-,1,-,53,6
"S00165359",168,36,18,10,-,-,-,10,-,-,-,81,12
"S00165360",142,23,5,18,1,-,-,-,-,-,-,83,12
"S00165361",110,20,8,6,-,-,-,-,-,-,-,71,3
"S00165362",223,27,21,2,-,-,-,-,-,-,-,169,5
"S00165363",167,41,19,7,-,-,1,7,-,1,1,84,5
"S00165364",206,31,13,4,-,-,-,4,-,-,-,152,-
"S00165365",171,55,11,2,-,-,-,-,-,1,-,83,14
"S00165366",128,23,7,11,1,-,-,-,-,2,-,81,4
"S00165367",229,39,9,5,-,-,-,7,-,-,-,152,16
"S00165368",95,-,11,-,-,-,-,4,-,-,1,82,-
"S00165369",136,37,9,8,1,-,-,-,-,-,1,77,3
"S00165370",148,35,11,4,-,-,-,-,-,-,-,84,11
"S00165371",67,9,5,-,-,-,-,-,-,-,-,50,3
"S00165372",98,15,3,-,-,-,-,-,-,-,3,76,2
"S00165373",143,29,21,6,-,-,-,-,-,-,-,79,9
"S00165374",139,16,8,2,1,-,-,7,-,-,-,104,4
"S00165375",87,13,7,-,-,-,1,-,-,3,-,61,3
"S00165376",139,42,6,2,1,-,-,6,-,-,-,77,3
"S00165377",149,25,12,14,-,2,-,3,-,1,-,89,4
"S00165378",64,25,3,5,-,-,-,-,-,-,-,26,5
"S00165379",213,31,8,16,-,-,-,-,-,2,1,142,15
"S00165380",82,30,6,2,-,-,-,-,-,-,-,38,-
"S00165381",84,26,4,5,-,-,-,-,-,-,-,43,6
"S00165382",111,20,4,2,-,-,-,-,-,-,-,76,11
"S00165383",112,40,6,4,-,1,-,-,-,-,1,57,3
"S00165384",403,81,29,53,-,-,-,-,-,-,5,224,9
"S00165385",206,75,17,-,2,-,-,4,-,-,4,99,6
"S00165386",156,29,12,7,-,-,-,-,-,1,-,91,15
"S00165387",115,22,11,4,-,-,-,-,-,-,2,71,6
"S00165388",80,17,13,1,-,-,1,-,-,2,-,51,3
"S00165389",140,31,8,4,-,-,-,-,-,-,-,88,10
"S00165390",163,24,7,3,-,-,-,-,-,-,-,121,12
"S00165391",164,16,17,7,-,-,-,-,-,-,-,121,3
"S00165392",132,12,16,5,-,-,-,-,-,-,-,96,8
"S00165393",113,29,8,1,-,1,-,-,-,-,1,65,2
"S00165394",124,11,9,8,-,-,-,1,-,-,-,90,5
"S00165395",140,9,7,-,4,-,-,-,-,-,-,118,-
"S00165396",107,24,14,1,-,-,-,-,-,-,-,62,8
"S00165397",140,42,17,-,-,-,-,-,-,1,-,73,10
"S00165398",72,9,3,1,-,-,-,-,-,-,-,55,3
"S00165399",102,9,-,5,-,-,-,-,-,-,1,81,3
"S00165400",101,35,1,7,-,-,-,-,-,-,-,40,10
"S00165401",166,26,11,8,-,-,-,-,-,3,-,110,10
"S00165402",203,23,16,13,-,-,-,6,-,-,1,140,6
"S00165403",183,24,8,4,-,-,-,7,-,-,-,140,-
"S00165404",125,12,15,5,-,-,-,-,-,-,-,93,3
"S00165405",190,41,11,9,1,-,-,-,-,-,-,115,12
"S00165406",102,26,3,5,-,-,-,-,-,-,-,67,5
"S00165407",151,35,12,4,-,-,2,-,3,-,-,90,7
"S00165408",126,13,2,6,1,-,-,-,-,1,2,90,8
"S00165409",186,47,12,9,-,-,-,-,-,-,-,85,30
"S00165410",169,36,18,10,-,2,-,-,-,2,-,94,7
"S00165411",201,48,5,6,-,-,-,-,-,-,1,137,3
"S00165412",138,37,12,10,-,-,-,-,-,-,-,72,7
"S00165413",140,37,9,4,-,-,-,-,-,-,-,90,-
"S00165414",64,3,8,1,-,-,-,-,-,-,1,48,3
"S00165415",240,37,17,5,2,-,-,8,-,-,-,154,18
"S00165416",129,7,13,5,-,-,-,-,-,2,-,103,5
"S00165417",133,32,12,5,1,-,-,-,-,-,-,74,6
"S00165418",95,26,5,9,-,-,-,-,-,3,-,52,5
"S00165419",98,21,5,3,-,-,-,-,-,-,-,61,6
"S00165420",77,16,2,1,-,-,-,-,-,-,2,44,13
"S00165421",143,22,14,3,-,-,-,-,-,1,-,97,6
"S00165422",143,15,6,1,1,-,-,-,-,-,-,114,6
"S00165423",147,19,21,6,-,-,1,-,-,1,-,92,7
"S00165424",141,41,21,4,-,-,-,1,-,-,-,71,2
"S00165425",128,47,7,12,-,-,-,-,-,1,-,61,8
"S00165426",124,17,6,2,-,-,-,4,-,-,-,90,4
"S00165427",64,8,6,9,2,-,-,-,-,-,-,40,-
"S00165428",76,29,9,-,-,-,-,-,-,-,-,30,8
"S00165429",86,25,-,10,-,-,-,-,-,-,-,49,6
"S00165430",158,54,7,10,1,-,-,-,-,-,-,78,8
"S00165431",142,34,3,3,-,-,-,-,-,-,-,100,2
"S00165432",123,25,14,1,-,-,-,2,-,2,-,68,11
"S00165433",111,29,15,2,-,-,-,1,-,1,-,59,5
"S00165434",201,35,16,5,3,-,-,-,-,-,-,130,12
"S00165435",145,31,8,5,-,-,-,-,-,1,-,90,10
"S00165436",72,16,5,4,-,-,-,6,-,-,-,37,4
"S00165437",149,32,5,6,-,-,-,-,-,-,-,102,4
"S00165438",208,23,20,2,-,-,-,-,-,1,-,142,14
"S00165439",166,34,11,2,1,-,-,-,-,-,-,107,11
"S00165440",82,21,11,5,-,-,-,-,-,1,-,42,2
"S00165441",109,17,1,13,-,-,-,-,-,-,-,70,9
"S00165442",73,20,11,-,-,-,-,-,-,-,-,35,4
"S00165443",76,15,8,1,-,-,-,-,-,1,-,45,7
"S00165444",79,17,5,-,-,-,-,-,-,-,-,55,4
"S00165445",142,28,8,2,-,-,-,-,-,1,-,93,13
"S00165446",152,28,7,5,-,3,-,-,-,-,-,102,5
"S00165447",117,15,3,4,-,-,-,-,-,3,-,81,13
"S00165448",161,38,18,5,-,-,-,2,-,-,1,88,9
"S00165449",173,36,16,5,-,-,-,-,-,3,-,104,6
"S00165450",131,12,5,10,-,-,-,-,-,3,-,99,3
"S00165451",123,27,5,6,-,-,1,-,-,-,2,65,15
"S00165452",83,28,6,7,-,-,-,-,-,-,-,42,-
"S00165453",122,39,6,1,-,-,-,2,-,-,-,72,-
"S00165454",77,16,6,-,-,-,-,-,-,-,-,47,4
"S00165455",88,15,7,4,-,2,-,-,-,-,-,55,3
"S00165456",83,12,6,-,-,-,-,4,-,-,2,53,6
"S00165457",114,24,9,4,-,-,-,4,-,-,-,72,3
"S00165458",82,23,4,3,-,-,-,-,-,-,-,42,7
"S00165459",101,21,11,4,-,-,-,-,-,-,-,59,6
"S00165460",68,12,2,2,-,-,-,-,-,-,-,53,-
"S00165461",92,17,8,1,-,-,-,-,-,-,-,62,4
"S00165462",142,30,7,3,-,-,-,-,-,1,-,96,6
"S00165463",103,23,4,5,-,-,-,7,-,2,-,60,3
"S00165464",115,16,7,4,-,-,-,-,1,-,-,72,14
"S00165465",90,22,4,7,-,-,1,-,-,-,-,52,2
"S00165466",173,33,5,6,-,-,-,6,-,-,-,116,4
"S00165467",151,28,11,7,-,-,-,-,-,-,-,97,9
"S00165468",97,16,3,8,-,-,1,-,-,-,-,66,3
"S00165469",73,10,10,-,-,-,-,-,-,1,-,53,-
