Scotland's Census 2022 - National Records of Scotland
Table UV211 - British Sign Language (BSL) skills
All people aged 3 and over

,"All people aged 3 and over","BSL User","Not a BSL user"
"S00142831",177,10,167
"S00142832",132,12,118
"S00142833",128,6,122
"S00142834",82,-,82
"S00142835",127,4,123
"S00142836",127,1,126
"S00142837",105,4,101
"S00142838",84,2,82
"S00142839",135,2,132
"S00142840",85,4,84
"S00142841",99,2,97
"S00142842",96,-,95
"S00142843",66,4,62
"S00142844",107,2,104
"S00142845",95,5,91
"S00142846",94,1,88
"S00142847",98,2,97
"S00142848",85,1,84
"S00142849",99,1,98
"S00142850",78,2,76
"S00142851",105,5,102
"S00142852",108,3,105
"S00142853",104,2,101
"S00142854",76,3,76
"S00142855",95,1,94
"S00142856",142,-,140
"S00142857",124,2,121
"S00142858",65,1,64
"S00142859",153,8,145
"S00142860",96,1,95
"S00142861",61,-,61
"S00142862",87,-,87
"S00142863",100,9,92
"S00142864",94,-,94
"S00142865",68,-,70
"S00142866",113,6,107
"S00142867",79,6,73
"S00142868",92,-,92
"S00142869",78,-,78
"S00142870",110,2,107
"S00142871",137,5,132
"S00142872",118,1,117
"S00142873",110,4,107
"S00142874",65,2,63
"S00142875",75,1,74
"S00142876",131,3,126
"S00142877",87,3,83
"S00142878",119,-,119
"S00142879",125,2,123
"S00142880",74,1,72
"S00142881",116,1,115
"S00142882",60,2,59
"S00142883",73,4,69
"S00142884",116,-,116
"S00142885",132,2,130
"S00142886",99,2,98
"S00142887",101,-,104
"S00142888",166,9,157
"S00142889",103,3,99
"S00142890",407,4,403
"S00142891",82,2,84
"S00142892",89,1,84
"S00142893",164,3,161
"S00142894",131,10,121
"S00142895",69,-,69
"S00142896",105,2,103
"S00142897",103,-,103
"S00142898",145,2,144
"S00142899",128,-,128
"S00142900",87,6,81
"S00142901",100,1,99
"S00142902",122,4,117
"S00142903",124,-,123
"S00142904",94,1,93
"S00142905",74,-,74
"S00142906",97,-,97
"S00142907",97,2,95
"S00142908",88,2,87
"S00142909",161,1,161
"S00142910",103,4,100
"S00142911",127,2,125
"S00142912",113,1,112
"S00142913",114,4,112
"S00142914",97,1,96
"S00142915",91,-,91
"S00142916",82,1,81
"S00142917",87,4,85
"S00142918",92,1,90
"S00142919",86,3,83
"S00142920",89,4,89
"S00142921",120,1,122
"S00142922",73,1,72
"S00142923",96,4,88
"S00142924",88,6,84
"S00142925",89,3,86
"S00142926",125,2,125
"S00142927",91,1,90
"S00142928",116,1,115
"S00142929",72,-,72
"S00142930",224,12,215
"S00142931",92,4,90
"S00142932",97,1,95
"S00142933",107,3,105
"S00142934",111,1,110
"S00142935",98,2,96
"S00142936",118,-,118
"S00142937",146,-,146
"S00142938",82,2,83
"S00142939",90,2,85
"S00142940",87,3,84
"S00142941",82,1,81
"S00142942",166,-,165
"S00142943",251,9,242
"S00142944",73,2,71
"S00142945",63,-,63
"S00142946",126,4,122
"S00142947",87,-,87
"S00142948",146,8,138
"S00142949",70,2,68
"S00142950",94,-,94
"S00142951",68,-,68
"S00142952",73,-,73
"S00142953",83,2,82
"S00142954",119,3,115
"S00142955",144,-,144
"S00142956",156,5,148
"S00142957",78,-,78
"S00142958",67,1,66
"S00142959",90,-,90
"S00142960",154,3,151
"S00142961",83,4,81
"S00142962",62,6,56
"S00142963",91,-,93
"S00142964",76,2,74
"S00142965",91,1,94
"S00142966",83,1,81
"S00142967",82,2,77
"S00142968",154,3,151
"S00142969",111,11,102
"S00142970",121,-,121
"S00142971",93,2,90
"S00142972",72,2,74
"S00142973",237,3,234
"S00142974",141,6,132
"S00142975",78,-,78
"S00142976",92,2,90
"S00142977",104,1,103
"S00142978",96,-,96
"S00142979",96,2,94
"S00142980",85,1,82
"S00142981",136,-,139
"S00142982",100,2,99
"S00142983",102,4,98
"S00142984",125,2,121
"S00142985",154,7,148
"S00142986",95,5,90
"S00142987",64,1,63
"S00142988",94,4,90
"S00142989",61,1,60
"S00142990",137,5,132
"S00142991",72,2,70
"S00142992",113,2,111
"S00142993",172,5,167
"S00142994",131,3,128
"S00142995",79,1,78
"S00142996",155,2,153
"S00142997",143,2,141
"S00142998",76,1,74
"S00142999",109,2,107
"S00143000",98,1,97
"S00143001",104,3,101
"S00143002",115,1,114
"S00143003",102,1,101
"S00143004",142,3,139
"S00143005",103,1,101
"S00143006",144,3,138
"S00143007",106,1,108
"S00143008",120,4,116
"S00143009",62,1,61
"S00143010",110,-,110
"S00143011",124,-,124
"S00143012",119,-,119
"S00143013",113,4,107
"S00143014",129,4,127
"S00143015",135,4,131
"S00143016",74,2,71
"S00143017",119,-,119
"S00143018",64,-,64
"S00143019",129,-,129
"S00143020",110,-,110
"S00143021",83,3,81
"S00143022",103,2,101
"S00143023",82,-,82
"S00143024",110,3,108
"S00143025",141,1,140
"S00143026",63,3,60
"S00143027",126,2,125
"S00143028",151,4,147
"S00143029",90,-,90
"S00143030",128,-,128
"S00143031",83,-,83
"S00143032",120,5,115
"S00143033",133,-,133
"S00143034",150,1,149
"S00143035",147,2,145
"S00143036",80,2,78
"S00143037",87,2,85
"S00143038",128,2,127
"S00143039",98,-,98
"S00143040",102,-,101
"S00143041",119,2,119
"S00143042",124,1,123
"S00143043",87,1,85
"S00143044",117,2,117
"S00143045",103,3,100
"S00143046",146,2,144
"S00143047",106,1,102
"S00143048",71,1,70
"S00143049",93,-,93
"S00143050",103,3,99
"S00143051",124,2,123
"S00143052",125,6,119
"S00143053",90,3,87
"S00143054",89,1,87
"S00143055",114,4,110
"S00143056",113,5,108
"S00143057",104,1,103
"S00143058",108,4,102
"S00143059",61,4,57
"S00143060",97,3,95
"S00143061",103,3,100
"S00143062",97,2,95
"S00143063",61,-,61
"S00143064",86,1,82
"S00143065",127,1,126
"S00143066",119,4,115
"S00143067",176,-,176
"S00143068",73,-,71
"S00143069",115,2,113
"S00143070",112,-,112
"S00143071",123,2,124
"S00143072",116,-,116
"S00143073",128,-,128
"S00143074",131,-,131
"S00143075",68,5,60
"S00143076",111,1,108
"S00143077",107,1,105
"S00143078",70,3,67
"S00143079",831,22,809
"S00143080",116,3,113
"S00143081",108,4,107
"S00143082",138,-,138
"S00143083",106,-,106
"S00143084",103,2,101
"S00143085",78,2,76
"S00143086",64,1,63
"S00143087",128,-,129
"S00143088",89,5,85
"S00143089",105,1,104
"S00143090",62,-,62
"S00143091",80,2,78
"S00143092",141,-,140
"S00143093",119,3,113
"S00143094",108,5,103
"S00143095",143,6,138
"S00143096",73,1,72
"S00143097",276,3,272
"S00143098",133,-,133
"S00143099",83,1,78
"S00143100",93,6,87
"S00143101",82,-,81
"S00143102",149,2,147
"S00143103",149,-,144
"S00143104",114,1,111
"S00143105",144,2,143
"S00143106",100,-,100
"S00143107",212,3,209
"S00143108",74,2,72
"S00143109",147,7,138
"S00143110",64,2,63
"S00143111",73,4,69
"S00143112",78,1,77
"S00143113",150,4,149
"S00143114",103,1,100
"S00143115",104,4,102
"S00143116",87,4,83
"S00143117",83,2,81
"S00143118",257,5,254
"S00143119",103,-,98
"S00143120",90,1,89
"S00143121",110,2,108
"S00143122",133,6,127
"S00143123",185,1,182
"S00143124",129,2,126
"S00143125",175,2,174
"S00143126",118,2,116
"S00143127",123,4,119
"S00143128",109,2,106
"S00143129",187,2,185
"S00143130",72,3,69
"S00143131",96,3,93
"S00143132",88,1,87
"S00143133",115,-,115
"S00143134",139,8,131
"S00143135",87,-,87
"S00143136",83,-,83
"S00143137",165,-,165
"S00143138",98,-,97
"S00143139",69,-,69
"S00143140",117,1,116
"S00143141",101,-,101
"S00143142",99,1,99
"S00143143",106,2,104
"S00143144",109,-,107
"S00143145",123,1,119
"S00143146",91,-,90
"S00143147",88,1,87
"S00143148",90,-,90
"S00143149",136,1,135
"S00143150",86,1,85
"S00143151",88,2,87
"S00143152",123,5,118
"S00143153",81,3,78
"S00143154",61,2,59
"S00143155",115,2,110
"S00143156",90,2,88
"S00143157",179,1,178
"S00143158",146,3,143
"S00143159",87,2,87
"S00143160",383,13,369
"S00143161",73,-,73
"S00143162",77,2,75
"S00143163",503,10,493
"S00143164",167,7,156
"S00143165",72,3,69
"S00143166",65,-,60
"S00143167",71,-,71
"S00143168",141,3,144
"S00143169",95,-,95
"S00143170",164,4,160
"S00143171",92,-,92
"S00143172",98,3,96
"S00143173",78,2,76
"S00143174",97,-,97
"S00143175",140,4,136
"S00143176",123,1,123
"S00143177",165,1,164
"S00143178",160,1,159
"S00143179",96,-,96
"S00143180",105,1,104
"S00143181",109,2,108
"S00143182",114,-,114
"S00143183",115,-,115
"S00143184",111,2,110
"S00143185",66,-,66
"S00143186",126,2,130
"S00143187",124,-,124
"S00143188",70,-,70
"S00143189",123,3,120
"S00143190",131,3,128
"S00143191",99,2,100
"S00143192",107,3,104
"S00143193",111,-,111
"S00143194",118,3,115
"S00143195",365,7,362
"S00143196",110,2,109
"S00143197",219,1,216
"S00143198",56,1,55
"S00143199",177,5,172
"S00143200",195,7,188
"S00143201",250,5,245
"S00143202",68,4,64
"S00143203",115,2,114
"S00143204",352,8,345
"S00143205",164,-,163
"S00143206",121,3,114
"S00143207",149,4,145
"S00143208",102,1,102
"S00143209",75,-,75
"S00143210",95,3,95
"S00143211",106,-,106
"S00143212",123,1,122
"S00143213",128,3,122
"S00143214",178,4,175
"S00143215",164,1,161
"S00143216",105,1,104
"S00143217",93,-,93
"S00143218",90,3,87
"S00143219",127,1,126
"S00143220",107,2,105
"S00143221",123,-,123
"S00143222",104,1,100
"S00143223",109,-,109
"S00143224",144,4,142
"S00143225",110,1,104
"S00143226",100,-,100
"S00143227",66,1,65
"S00143228",72,1,72
"S00143229",420,10,410
"S00143230",98,4,94
"S00143231",115,1,110
"S00143232",109,8,102
"S00143233",165,1,162
"S00143234",225,8,217
"S00143235",78,-,78
"S00143236",100,-,99
"S00143237",115,2,111
"S00143238",99,-,99
"S00143239",148,1,147
"S00143240",121,3,118
"S00143241",131,2,127
"S00143242",195,2,196
"S00143243",159,2,157
"S00143244",90,8,84
"S00143245",104,-,104
"S00143246",83,-,83
"S00143247",69,3,67
"S00143248",120,1,117
"S00143249",122,-,122
"S00143250",199,4,198
"S00143251",173,-,173
"S00143252",90,3,84
"S00143253",121,1,118
"S00143254",216,2,214
"S00143255",108,1,107
"S00143256",97,7,90
"S00143257",158,3,155
"S00143258",124,6,118
"S00143259",163,4,161
"S00143260",130,5,125
"S00143261",62,-,62
"S00143262",91,6,83
"S00143263",87,-,88
"S00143264",95,-,95
"S00143265",154,5,149
"S00143266",93,2,91
"S00143267",186,8,178
"S00143268",93,-,91
"S00143269",93,4,89
"S00143270",151,3,148
"S00143271",123,1,123
"S00143272",67,2,66
"S00143273",109,1,108
"S00143274",70,-,70
"S00143275",141,-,140
"S00143276",83,-,83
"S00143277",87,-,87
"S00143278",112,-,112
"S00143279",62,2,56
"S00143280",63,5,58
"S00143281",90,2,85
"S00143282",107,3,107
"S00143283",94,-,94
"S00143284",83,1,82
"S00143285",162,1,161
"S00143286",102,-,103
"S00143287",105,3,103
"S00143288",100,2,99
"S00143289",168,4,161
"S00143290",76,-,75
"S00143291",89,1,88
"S00143292",75,-,74
"S00143293",76,2,74
"S00143294",92,1,91
"S00143295",98,-,98
"S00143296",89,3,87
"S00143297",80,2,79
"S00143298",229,5,225
"S00143299",84,1,83
"S00143300",89,1,88
"S00143301",135,6,129
"S00143302",322,6,316
"S00143303",108,-,108
"S00143304",129,-,129
"S00143305",80,-,80
"S00143306",159,4,156
"S00143307",107,1,106
"S00143308",94,2,92
"S00143309",112,4,117
"S00143310",80,2,79
"S00143311",107,-,106
"S00143312",200,3,197
"S00143313",89,-,89
"S00143314",78,-,77
"S00143315",97,-,96
"S00143316",109,1,108
"S00143317",116,-,116
"S00143318",83,3,76
"S00143319",76,2,74
"S00143320",80,-,80
"S00143321",188,2,186
"S00143322",113,4,109
"S00143323",88,4,84
"S00143324",191,3,188
"S00143325",90,-,90
"S00143326",104,1,103
"S00143327",84,1,83
"S00143328",68,-,68
"S00143329",100,2,98
"S00143330",66,-,65
"S00143331",118,5,115
"S00143332",136,4,132
"S00143333",126,-,126
"S00143334",75,3,72
"S00143335",117,-,115
"S00143336",107,2,106
"S00143337",121,3,121
"S00143338",108,1,107
"S00143339",143,2,139
"S00143340",109,2,108
"S00143341",114,4,106
"S00143342",167,1,166
"S00143343",115,2,113
"S00143344",114,-,113
"S00143345",125,3,122
"S00143346",407,7,400
"S00143347",129,1,128
"S00143348",124,2,121
"S00143349",112,2,110
"S00143350",101,4,101
"S00143351",78,1,77
"S00143352",173,5,168
"S00143353",83,3,80
"S00143354",71,1,69
"S00143355",82,-,82
"S00143356",100,4,98
"S00143357",95,3,92
"S00143358",86,-,86
"S00143359",96,3,93
"S00143360",80,1,79
"S00143361",180,-,180
"S00143362",65,-,65
"S00143363",69,-,69
"S00143364",100,2,98
"S00143365",129,1,128
"S00143366",117,1,119
"S00143367",124,4,120
"S00143368",388,17,366
"S00143369",133,1,128
"S00143370",107,2,108
"S00143371",80,4,78
"S00143372",75,1,74
"S00143373",140,1,139
"S00143374",136,2,134
"S00143375",115,-,115
"S00143376",118,4,114
"S00143377",137,6,133
"S00143378",67,-,67
"S00143379",84,3,81
"S00143380",107,1,106
"S00143381",78,3,75
"S00143382",78,1,74
"S00143383",66,-,66
"S00143384",73,1,71
"S00143385",165,13,152
"S00143386",105,2,104
"S00143387",99,-,99
"S00143388",118,4,113
"S00143389",86,3,83
"S00143390",99,2,96
"S00143391",112,3,107
"S00143392",428,16,412
"S00143393",106,4,102
"S00143394",116,5,113
"S00143395",78,2,77
"S00143396",125,1,124
"S00143397",149,1,148
"S00143398",155,4,151
"S00143399",128,2,126
"S00143400",114,3,111
"S00143401",94,1,93
"S00143402",117,6,112
"S00143403",173,3,170
"S00143404",101,5,100
"S00143405",114,2,117
"S00143406",74,-,74
"S00143407",102,-,102
"S00143408",129,1,128
"S00143409",97,-,102
"S00143410",90,-,88
"S00143411",122,-,122
"S00143412",60,2,54
"S00143413",93,-,93
"S00143414",109,-,109
"S00143415",72,3,70
"S00143416",109,5,104
"S00143417",141,2,142
"S00143418",136,2,135
"S00143419",93,-,93
"S00143420",115,8,107
"S00143421",106,1,105
"S00143422",135,2,133
"S00143423",79,1,78
"S00143424",134,-,134
"S00143425",143,4,139
"S00143426",92,2,91
"S00143427",92,4,89
"S00143428",81,3,78
"S00143429",164,4,160
"S00143430",68,1,71
"S00143431",86,3,83
"S00143432",125,1,124
"S00143433",108,5,99
"S00143434",98,1,97
"S00143435",81,-,81
"S00143436",101,2,99
"S00143437",147,-,147
"S00143438",216,5,211
"S00143439",118,-,117
"S00143440",168,5,163
"S00143441",92,-,92
"S00143442",98,-,97
"S00143443",70,3,67
"S00143444",66,-,65
"S00143445",80,-,80
"S00143446",68,-,68
"S00143447",631,11,619
"S00143448",64,-,64
"S00143449",98,3,96
"S00143450",126,1,125
"S00143451",103,5,98
"S00143452",160,2,158
"S00143453",150,2,148
"S00143454",74,-,73
"S00143455",129,1,128
"S00143456",126,1,125
"S00143457",112,2,112
"S00143458",71,-,71
"S00143459",114,3,107
"S00143460",140,3,137
"S00143461",109,-,109
"S00143462",155,4,156
"S00143463",69,2,67
"S00143464",65,2,63
"S00143465",135,3,133
"S00143466",110,-,110
"S00143467",60,-,60
"S00143468",111,3,108
"S00143469",121,2,119
"S00143470",83,6,77
"S00143471",158,2,155
"S00143472",104,5,99
"S00143473",100,-,100
"S00143474",63,-,63
"S00143475",116,2,112
"S00143476",94,-,94
"S00143477",95,3,96
"S00143478",117,5,112
"S00143479",75,-,75
"S00143480",93,-,93
"S00143481",61,4,57
"S00143482",130,2,129
"S00143483",105,2,103
"S00143484",1284,22,1258
"S00143485",84,1,83
"S00143486",164,-,164
"S00143487",86,3,83
"S00143488",130,2,129
"S00143489",103,1,100
"S00143490",138,5,133
"S00143491",124,-,124
"S00143492",133,6,127
"S00143493",105,-,108
"S00143494",122,5,119
"S00143495",74,-,74
"S00143496",77,3,74
"S00143497",106,1,105
"S00143498",92,-,92
"S00143499",101,-,100
"S00143500",95,-,95
"S00143501",132,-,129
"S00143502",105,2,103
"S00143503",63,3,61
"S00143504",89,-,89
"S00143505",97,3,96
"S00143506",71,2,70
"S00143507",604,15,589
"S00143508",113,5,109
"S00143509",97,1,99
"S00143510",76,1,75
"S00143511",78,1,73
"S00143512",103,2,102
"S00143513",114,4,110
"S00143514",101,2,95
"S00143515",83,-,83
"S00143516",82,-,82
"S00143517",97,2,96
"S00143518",97,4,93
"S00143519",138,4,136
"S00143520",108,-,103
"S00143521",73,2,71
"S00143522",82,3,79
"S00143523",68,1,67
"S00143524",120,2,118
"S00143525",61,-,61
"S00143526",98,2,96
"S00143527",99,7,92
"S00143528",93,4,85
"S00143529",61,-,61
"S00143530",70,1,69
"S00143531",412,10,402
"S00143532",125,5,120
"S00143533",104,1,103
"S00143534",166,1,161
"S00143535",102,-,102
"S00143536",150,3,147
"S00143537",81,1,80
"S00143538",97,1,96
"S00143539",160,4,162
"S00143540",107,1,106
"S00143541",97,1,96
"S00143542",99,-,98
"S00143543",90,2,86
"S00143544",144,9,138
"S00143545",132,4,129
"S00143546",84,3,81
"S00143547",105,5,100
"S00143548",103,1,101
"S00143549",108,4,106
"S00143550",106,-,106
"S00143551",156,3,156
"S00143552",103,-,101
"S00143553",120,3,117
"S00143554",122,2,120
"S00143555",105,1,104
"S00143556",72,2,69
"S00143557",113,-,111
"S00143558",139,6,129
"S00143559",59,-,57
"S00143560",110,1,108
"S00143561",145,3,142
"S00143562",93,-,93
"S00143563",118,2,114
"S00143564",128,3,125
"S00143565",111,3,105
"S00143566",141,6,135
"S00143567",75,2,73
"S00143568",84,6,81
"S00143569",79,-,79
"S00143570",111,2,109
"S00143571",95,4,90
"S00143572",114,10,107
"S00143573",165,4,167
"S00143574",121,3,113
"S00143575",218,-,218
"S00143576",326,16,310
"S00143577",81,-,81
"S00143578",63,1,58
"S00143579",265,4,261
"S00143580",90,5,85
"S00143581",164,2,162
"S00143582",114,2,112
"S00143583",73,2,72
"S00143584",80,2,78
"S00143585",96,3,94
"S00143586",76,1,75
"S00143587",118,-,117
"S00143588",78,2,74
"S00143589",126,8,117
"S00143590",131,7,130
"S00143591",178,8,171
"S00143592",101,-,101
"S00143593",122,1,121
"S00143594",110,4,106
"S00143595",199,3,196
"S00143596",86,1,85
"S00143597",84,1,83
"S00143598",116,2,116
"S00143599",115,4,111
"S00143600",66,1,67
"S00143601",136,2,134
"S00143602",70,1,69
"S00143603",91,4,88
"S00143604",83,-,83
"S00143605",92,-,91
"S00143606",83,-,83
"S00143607",128,3,125
"S00143608",63,-,63
"S00143609",66,-,66
"S00143610",124,1,123
"S00143611",84,1,87
"S00143612",112,2,110
"S00143613",134,3,131
"S00143614",123,2,121
"S00143615",85,4,81
"S00143616",81,3,78
"S00143617",143,5,138
"S00143618",105,4,101
"S00143619",61,5,56
"S00143620",80,4,76
"S00143621",97,1,96
"S00143622",106,1,106
"S00143623",66,2,64
"S00143624",110,3,107
"S00143625",154,-,153
"S00143626",91,-,91
"S00143627",82,-,82
"S00143628",89,1,88
"S00143629",69,4,69
"S00143630",96,2,95
"S00143631",122,7,119
"S00143632",84,2,82
"S00143633",83,-,83
"S00143634",105,1,104
"S00143635",99,3,96
"S00143636",151,-,151
"S00143637",103,3,101
"S00143638",2297,52,2245
"S00143639",91,4,87
"S00143640",190,6,181
"S00143641",121,4,116
"S00143642",712,23,689
"S00143643",156,3,153
"S00143644",103,3,98
"S00143645",96,1,95
"S00143646",198,4,196
"S00143647",332,12,320
"S00143648",148,2,147
"S00143649",117,4,114
"S00143650",127,1,131
"S00143651",88,-,85
"S00143652",140,-,140
"S00143653",77,2,76
"S00143654",105,1,103
"S00143655",88,2,86
"S00143656",99,1,98
"S00143657",80,3,78
"S00143658",139,3,136
"S00143659",117,3,114
"S00143660",67,2,64
"S00143661",475,10,468
"S00143662",76,2,75
"S00143663",97,3,95
"S00143664",68,-,69
"S00143665",94,5,89
"S00143666",138,6,132
"S00143667",75,-,75
"S00143668",147,1,146
"S00143669",108,2,110
"S00143670",234,7,227
"S00143671",131,-,131
"S00143672",105,4,101
"S00143673",62,-,62
"S00143674",106,5,101
"S00143675",115,1,114
"S00143676",79,-,79
"S00143677",172,2,170
"S00143678",101,4,97
"S00143679",79,2,74
"S00143680",107,2,105
"S00143681",141,4,137
"S00143682",63,-,63
"S00143683",107,2,106
"S00143684",73,1,69
"S00143685",63,-,63
"S00143686",102,1,101
"S00143687",177,2,173
"S00143688",121,1,120
"S00143689",77,-,76
"S00143690",116,1,115
"S00143691",119,1,118
"S00143692",141,2,140
"S00143693",73,4,71
"S00143694",93,1,92
"S00143695",97,-,95
"S00143696",94,-,94
"S00143697",130,1,129
"S00143698",124,-,122
"S00143699",108,2,106
"S00143700",89,3,86
"S00143701",79,2,78
"S00143702",96,-,96
"S00143703",88,-,88
"S00143704",129,3,126
"S00143705",110,1,109
"S00143706",99,3,93
"S00143707",77,1,75
"S00143708",98,3,95
"S00143709",148,3,140
