Scotland's Census 2022 - National Records of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table UV601 - Economic activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All people aged 16 and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All people aged 16 and over,Economically Active (excluding full time students) - Total,Economically Active (excluding full-time students) - Employee - Total,Economically Active (excluding full-time students) - Employee - Part-time,Economically Active (excluding full-time students) - Employee - Full-time,Economically Active (excluding full-time students) - Self-employed with employees - Total,Economically Active (excluding full-time students) - Self-employed with employees - Part-time,Economically Active (excluding full-time students) - Self-employed with employees - Full-time,Economically Active (excluding full-time students) - Self-employed without employees - Total,Economically Active (excluding full-time students) - Self-employed without employees - Part-time,Economically Active (excluding full-time students) - Self-employed without employees - Full-time,Economically Active (excluding full-time students) - Unemployed - Available for work,Economically Active full-time students - Total,Economically Active full-time students - Employee - Total,Economically Active full-time students - Employee - Part-time,Economically Active full-time students - Employee - Full-time,Economically Active full-time students - Self-employed with employees - Total,Economically Active full-time students - Self-employed with employees - Part-time,Economically Active full-time students - Self-employed with employees - Full-time,Economically Active full-time students - Self-employed without employees - Total,Economically Active full-time students - Self-employed without employees - Part-time,Economically Active full-time students - Self-employed without employees - Full-time,Economically Active full-time students - Unemployed - Available for work,Economically Inactive - Total,Economically inactive - Retired,Economically inactive - Student,Economically inactive - Looking after home/ family,Economically inactive - Long term sick or disabled,Economically inactive - Other
S00147906,82,44,39,6,30,1,-,1,1,-,1,2,6,5,5,-,-,-,-,-,-,-,1,29,21,2,3,6,1
S00147907,73,46,39,16,23,1,-,1,5,1,6,2,7,5,3,2,1,-,1,-,-,-,1,18,8,4,-,2,8
S00147908,73,27,25,9,12,3,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,46,24,3,6,9,2
S00147909,86,31,32,5,23,1,1,-,2,-,2,-,5,5,5,-,-,-,-,-,-,-,-,50,44,3,-,1,1
S00147910,97,59,51,5,50,-,-,-,4,-,4,-,4,4,4,-,-,-,-,-,-,-,-,40,31,3,2,3,-
S00147911,136,72,64,18,49,2,1,2,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,64,53,9,5,-,-
S00147912,65,20,14,8,6,-,-,-,3,1,2,3,4,1,1,-,-,-,-,-,-,-,1,41,24,-,2,10,6
S00147913,140,81,70,17,53,2,-,2,5,4,2,4,9,7,7,-,-,-,-,-,-,-,2,50,38,2,3,1,3
S00147914,78,46,31,10,23,1,1,-,6,3,4,4,4,2,2,-,-,-,-,-,-,-,1,28,7,4,3,11,3
S00147915,53,35,29,6,23,-,-,-,5,1,3,1,1,1,-,1,-,-,-,-,-,-,-,16,14,-,1,-,-
S00147916,132,66,57,11,46,2,-,2,7,2,4,1,15,10,10,-,-,-,-,-,-,-,5,51,47,2,4,-,-
S00147917,128,61,51,19,36,-,-,-,8,2,7,3,4,3,3,-,-,-,-,-,-,-,1,63,53,3,4,3,-
S00147918,92,74,65,12,53,-,-,-,7,-,7,3,2,2,2,1,-,-,-,-,-,-,2,16,6,1,4,2,2
S00147919,77,34,33,5,28,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,44,34,4,4,1,2
S00147920,81,70,64,5,62,4,2,2,2,1,1,-,1,1,1,1,-,-,-,-,-,-,-,9,2,4,1,2,-
S00147921,57,30,29,7,22,-,-,-,2,2,-,-,1,1,-,2,-,-,-,-,-,-,-,25,22,-,1,2,1
S00147922,83,36,31,5,26,2,1,1,3,-,1,-,4,2,2,-,-,-,-,-,-,-,1,43,16,6,1,15,5
S00147923,61,32,26,8,18,3,-,3,2,-,2,1,4,4,2,2,-,-,-,-,-,-,1,24,17,-,4,3,2
S00147924,110,62,48,18,30,1,-,1,4,3,4,7,4,4,1,1,-,-,-,-,-,-,-,46,23,4,6,12,3
S00147925,79,47,41,15,25,1,-,1,2,-,2,5,-,-,-,-,-,-,-,-,-,-,-,28,15,4,3,4,1
S00147926,72,37,31,7,20,-,-,-,3,-,3,3,9,4,4,-,-,-,-,2,2,-,4,26,5,7,5,5,3
S00147927,74,47,40,12,28,-,-,-,4,-,4,1,1,-,-,-,-,-,-,-,-,-,1,29,10,1,5,8,5
S00147928,110,66,55,27,28,1,1,-,1,-,1,9,3,-,-,-,-,-,-,-,-,-,3,40,11,4,9,16,-
S00147929,97,53,44,15,31,3,-,3,4,4,-,2,2,2,2,-,-,-,-,-,-,-,-,40,36,3,-,2,-
S00147930,86,47,43,8,32,2,-,2,5,1,3,-,2,1,1,-,-,-,-,-,-,-,1,37,31,-,2,2,1
S00147931,85,35,30,10,20,-,-,-,2,-,2,-,8,5,5,-,-,-,-,2,2,-,-,43,14,10,9,7,3
S00147932,66,24,25,3,19,-,-,-,-,-,-,2,7,4,4,-,-,-,-,-,-,-,3,34,15,4,4,9,-
S00147933,66,38,30,10,20,-,-,-,4,2,2,4,4,2,2,-,-,-,-,-,-,-,2,24,10,2,6,7,3
S00147934,55,38,34,11,27,-,-,-,1,1,-,1,1,1,1,-,-,-,-,-,-,-,-,15,2,7,2,5,1
S00147935,89,46,39,4,35,-,-,-,7,2,5,-,2,1,1,-,-,-,-,-,-,-,1,40,29,-,2,5,1
S00147936,74,31,31,4,26,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,41,34,1,-,3,-
S00147937,112,57,49,15,34,2,1,1,7,2,4,-,5,5,5,-,-,-,-,-,-,-,-,52,48,2,1,1,-
S00147938,77,43,39,15,20,-,-,-,1,-,1,3,1,1,1,-,-,-,-,-,-,-,-,33,9,8,4,10,-
S00147939,73,43,41,6,30,-,-,-,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,27,18,2,-,5,1
S00147940,62,36,36,12,24,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,4,27,14,1,2,10,-
S00147941,80,44,38,10,28,3,2,2,6,4,2,-,4,3,1,4,-,-,-,-,-,-,1,32,24,3,4,-,2
S00147942,96,56,42,11,34,-,-,-,12,3,7,1,7,6,5,1,-,-,-,1,1,-,-,33,19,4,4,4,6
S00147943,97,39,32,10,22,1,-,1,2,1,2,4,2,1,1,-,-,-,-,-,-,-,-,56,46,5,2,1,1
S00147944,66,35,24,7,20,-,-,-,5,2,2,2,2,-,-,-,-,-,-,2,2,-,-,30,5,3,4,9,8
S00147945,93,35,29,8,21,-,-,-,4,-,2,2,5,3,3,-,-,-,-,1,1,-,1,53,16,5,3,16,13
S00147946,66,32,24,9,19,-,-,-,1,1,-,3,5,4,4,-,-,-,-,1,-,1,-,35,10,10,5,7,-
S00147947,116,103,93,12,85,-,-,-,6,4,1,-,2,2,2,-,-,-,-,-,-,-,-,10,7,-,2,-,-
S00147948,118,64,58,13,42,-,-,-,4,4,-,2,3,3,3,-,-,-,-,-,-,-,-,47,45,3,1,1,1
S00147949,83,55,47,15,36,1,-,1,7,4,3,-,3,3,3,-,-,-,-,-,-,-,2,26,11,4,4,6,1
S00147950,93,41,27,7,20,2,-,2,9,7,2,3,2,-,-,-,-,-,-,-,-,-,1,50,42,2,2,1,3
S00147951,113,54,42,12,30,-,-,-,6,3,5,6,-,-,-,-,-,-,-,-,-,-,-,59,29,6,5,12,6
S00147952,106,51,43,11,32,3,1,2,4,2,2,1,-,-,-,-,-,-,-,-,-,-,1,53,39,6,4,2,2
S00147953,101,52,45,15,30,1,-,1,6,-,6,2,5,4,3,1,-,-,-,-,-,-,1,42,34,3,-,5,1
S00147954,58,41,31,6,26,2,-,2,9,2,5,2,1,1,1,-,-,-,-,-,-,-,-,16,6,2,3,1,3
S00147955,73,61,51,18,33,1,-,1,10,4,5,2,3,3,3,-,-,-,-,-,-,-,-,8,4,-,-,4,1
S00147956,85,45,37,8,30,1,-,1,4,-,4,2,6,3,2,1,-,-,-,-,-,-,-,35,21,-,-,9,5
S00147957,68,37,32,8,24,1,-,1,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,31,21,1,2,3,4
S00147958,67,62,64,10,53,-,-,-,1,1,-,-,2,3,1,2,-,-,-,-,-,-,-,1,1,-,-,-,-
S00147959,98,52,41,16,25,1,-,1,10,3,2,5,8,3,3,-,-,-,-,-,-,-,3,43,8,6,11,9,7
S00147960,79,44,35,5,30,1,-,1,4,2,4,1,2,1,1,-,-,-,-,-,-,-,1,36,29,-,3,1,3
S00147961,72,38,26,4,22,-,-,-,3,-,3,9,3,3,2,2,-,-,-,-,-,-,-,33,9,4,2,12,3
S00147962,98,50,46,8,38,-,-,-,3,1,3,1,2,2,2,-,-,-,-,-,-,-,-,46,30,3,3,11,1
S00147963,111,63,53,12,43,1,1,-,6,2,4,2,-,-,-,-,-,-,-,-,-,-,-,48,39,3,2,4,-
S00147964,103,74,58,18,40,2,-,2,10,4,4,2,6,3,3,-,-,-,-,1,-,1,2,25,11,4,5,2,3
S00147965,60,38,30,15,17,-,-,-,7,4,3,-,1,-,-,-,-,-,-,-,-,-,1,21,6,1,5,5,3
S00147966,64,37,34,6,25,1,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,26,11,1,4,7,4
S00147967,77,30,16,3,17,-,-,-,9,5,4,1,3,3,2,1,-,-,-,-,-,-,-,44,39,3,2,-,-
S00147968,84,40,32,8,24,-,-,-,5,2,1,3,4,4,-,-,-,-,-,-,-,-,-,39,30,6,1,3,-
S00147969,67,43,42,10,24,-,-,-,5,2,3,-,1,1,1,-,-,-,-,-,-,-,-,20,8,2,4,1,3
S00147970,107,49,40,13,24,-,-,-,5,1,4,4,4,3,2,2,-,-,-,-,-,-,1,50,32,3,5,12,2
S00147971,147,87,73,31,42,-,-,-,9,3,4,7,16,13,12,1,-,-,-,1,1,-,2,44,4,15,11,11,3
S00147972,74,44,37,7,30,1,1,-,2,1,-,4,9,8,5,3,-,-,-,-,-,-,1,21,3,5,-,14,1
S00147973,62,40,37,12,25,-,-,-,1,-,1,-,4,4,4,-,-,-,-,-,-,-,-,20,11,1,2,5,1
S00147974,83,43,40,8,27,2,1,-,5,4,1,-,2,2,2,2,-,-,-,-,-,-,-,37,35,-,2,-,-
S00147975,73,46,38,11,27,-,-,-,5,2,3,3,-,-,-,-,-,-,-,-,-,-,-,25,13,1,5,2,4
S00147976,83,59,53,11,42,1,-,1,2,-,2,4,5,5,5,-,-,-,-,-,-,-,-,19,11,1,1,1,4
S00147977,74,42,31,6,26,3,1,1,5,-,3,-,6,6,2,1,-,-,-,-,-,-,-,29,16,1,-,8,2
S00147978,120,78,74,16,58,-,-,-,2,-,2,1,2,-,-,-,-,-,-,-,-,-,1,40,19,7,5,4,6
S00147979,66,30,24,1,23,-,-,-,4,1,3,4,-,-,-,-,-,-,-,-,-,-,-,36,28,1,-,9,1
S00147980,87,33,30,14,18,-,-,-,1,-,1,2,9,6,5,1,-,-,-,1,1,-,-,48,23,-,2,21,6
S00147981,107,52,42,7,35,1,-,1,4,4,1,1,2,2,2,-,-,-,-,-,-,-,-,57,48,2,2,4,2
S00147982,69,43,31,5,26,-,-,-,4,2,2,8,6,6,6,-,-,-,-,-,-,-,-,24,1,9,3,5,2
S00147983,108,64,52,7,45,4,-,4,5,1,5,-,3,3,3,-,-,-,-,-,-,-,-,45,33,6,2,-,-
S00147984,103,65,54,14,40,2,-,2,5,3,2,4,5,1,1,-,-,-,-,-,-,-,4,33,8,12,5,4,2
S00147985,83,44,40,13,27,-,-,-,3,1,2,1,5,4,4,-,-,-,-,-,-,-,-,34,5,7,7,11,4
S00147986,125,61,51,11,40,2,1,1,6,-,5,1,1,1,-,1,-,-,-,-,-,-,-,62,46,4,4,4,4
S00147987,99,44,36,10,29,-,-,-,6,2,4,2,3,3,1,2,-,-,-,-,-,-,-,50,27,3,5,10,6
S00147988,108,66,60,17,40,4,-,1,4,2,2,4,3,2,2,-,-,-,-,-,-,-,1,39,26,-,1,9,1
S00147989,87,27,24,4,20,-,-,-,3,-,3,-,-,-,1,1,-,-,-,-,-,-,-,57,29,8,4,15,2
S00147990,98,90,84,8,76,1,-,1,5,1,4,-,5,3,2,1,-,-,-,-,-,-,2,5,-,3,-,-,1
S00147991,63,26,24,5,19,-,-,-,2,-,2,-,2,2,2,-,-,-,-,-,-,-,-,36,34,-,-,-,-
S00147992,62,24,18,8,10,-,-,-,1,-,1,5,-,-,-,-,-,-,-,-,-,-,-,38,33,-,-,5,3
S00147993,64,33,25,10,15,3,-,3,3,-,3,2,4,3,3,-,-,-,-,-,-,-,1,28,7,7,8,4,2
S00147994,54,31,26,6,18,4,1,3,1,-,1,-,6,6,5,1,-,-,-,-,-,-,-,17,4,3,1,5,-
S00147995,103,40,32,11,25,1,-,1,2,2,-,6,1,1,1,-,-,-,-,-,-,-,-,63,31,6,9,14,4
S00147996,114,63,48,14,37,1,2,2,5,-,3,4,8,8,8,-,-,-,-,-,-,-,1,43,37,2,1,4,2
S00147997,77,50,39,12,27,-,-,-,9,2,8,2,2,-,-,-,-,-,-,-,-,-,2,27,21,4,2,-,-
S00147998,92,48,41,11,29,1,-,1,4,3,1,2,1,1,1,-,-,-,-,-,-,-,-,43,35,5,2,-,3
S00147999,108,65,55,11,44,2,-,2,8,4,4,1,6,6,5,1,-,-,-,-,-,-,-,37,11,9,7,9,2
S00148000,93,71,69,8,61,-,-,-,5,1,4,-,3,2,2,-,-,-,-,-,-,-,1,16,8,-,3,-,3
S00148001,86,63,51,16,37,3,-,3,6,6,-,1,11,8,7,2,-,-,-,-,-,-,3,10,3,5,3,2,-
S00148002,76,37,34,10,20,3,-,3,5,-,4,-,2,1,1,-,-,-,-,-,-,-,1,33,24,3,2,-,1
S00148003,80,43,33,-,31,3,1,2,2,-,2,1,2,2,2,-,-,-,-,-,-,-,-,39,26,1,6,3,5
S00148004,93,41,28,10,18,-,-,-,8,3,4,3,4,3,2,1,-,-,-,1,-,1,-,44,36,4,5,1,-
S00148005,99,65,55,23,32,2,-,2,4,2,4,4,-,-,-,-,-,-,-,-,-,-,-,34,18,6,2,4,1
S00148006,84,33,26,5,21,1,-,1,2,-,2,4,4,3,3,-,-,-,-,-,-,-,1,47,9,3,13,18,4
S00148007,98,51,39,8,29,7,1,6,4,2,-,2,4,4,4,-,-,-,-,-,-,-,-,47,36,4,-,3,3
S00148008,130,63,51,10,41,7,-,7,5,3,2,-,2,1,1,-,-,-,-,-,-,-,1,65,46,8,5,2,4
S00148009,87,18,16,3,13,-,-,-,-,-,-,1,6,1,1,-,-,-,-,-,-,-,1,69,56,1,2,4,-
S00148010,62,22,20,5,9,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,39,23,-,2,9,3
S00148011,94,22,16,9,7,-,-,-,4,1,2,1,1,1,1,-,-,-,-,-,-,-,-,74,60,-,-,9,3
S00148012,77,45,33,6,27,2,4,2,6,4,2,2,2,2,1,1,-,-,-,-,-,-,-,30,20,3,4,1,3
S00148013,86,48,37,7,29,5,1,4,10,-,10,-,8,4,4,-,-,-,-,-,-,-,2,32,27,1,3,2,-
S00148014,72,34,30,12,18,-,-,-,1,-,1,3,4,4,4,-,-,-,-,-,-,-,-,30,11,8,1,6,1
S00148015,119,52,41,8,33,1,-,1,7,2,5,-,1,1,1,-,-,-,-,-,-,-,-,63,51,4,7,2,1
S00148016,74,36,32,2,27,1,-,1,-,-,1,1,2,2,2,-,-,-,-,-,-,-,-,36,35,-,2,-,-
S00148017,83,32,23,5,18,2,-,2,5,3,2,3,2,2,2,-,-,-,-,-,-,-,-,49,41,-,3,-,4
S00148018,59,36,31,10,23,-,-,-,1,1,1,1,4,4,4,-,-,-,-,-,-,-,-,20,4,3,6,8,-
S00148019,91,33,26,5,21,-,-,-,4,4,2,5,6,4,4,-,-,-,-,-,-,-,1,52,18,5,5,15,9
S00148020,116,109,98,18,80,2,-,2,3,-,3,2,1,3,3,1,-,-,-,-,-,-,1,7,3,-,3,1,-
S00148021,61,34,37,6,29,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,27,4,4,8,6,-
S00148022,108,73,67,18,48,-,-,-,4,1,3,2,6,5,5,-,-,-,-,-,-,-,1,29,18,7,-,1,3
S00148023,98,23,17,9,8,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,79,67,-,4,5,3
S00148024,120,57,50,15,35,-,-,-,2,2,1,4,16,11,7,4,-,-,-,1,1,-,2,44,13,16,5,6,1
S00148025,63,28,21,2,19,-,-,-,5,3,2,2,1,1,1,-,-,-,-,-,-,-,-,35,33,-,-,-,1
S00148026,61,43,40,10,27,1,-,1,4,2,3,2,5,5,4,1,-,-,-,-,-,-,-,13,1,5,5,-,-
S00148027,72,24,23,10,16,-,-,-,1,1,-,-,5,5,4,1,-,-,-,-,-,-,-,43,17,4,4,13,5
S00148028,119,75,61,22,38,2,-,2,9,3,6,5,5,5,4,1,-,-,-,-,-,-,-,41,22,9,1,13,1
S00148029,72,41,36,5,35,3,-,3,3,-,3,-,3,3,3,-,-,-,-,-,-,-,-,24,12,5,7,5,1
S00148030,124,50,37,12,27,6,-,6,7,4,3,1,5,-,1,1,-,-,-,-,-,-,1,68,58,2,2,3,1
S00148031,134,60,51,9,42,2,-,2,4,1,3,3,5,3,3,-,1,-,1,2,-,2,-,69,57,1,4,3,2
S00148032,73,33,33,10,23,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,38,5,10,4,12,6
S00148033,118,65,59,17,42,1,-,1,4,3,1,1,3,3,3,-,-,-,-,-,-,-,-,50,26,7,9,4,3
S00148034,100,52,45,11,33,-,-,-,7,4,3,2,1,1,1,-,-,-,-,-,-,-,-,46,39,3,4,1,-
S00148035,88,36,30,7,25,-,-,-,2,1,1,4,1,1,1,-,-,-,-,-,-,-,-,48,23,1,2,17,5
S00148036,70,41,34,12,22,-,-,-,1,1,3,4,3,2,2,-,-,-,-,1,-,1,-,26,8,3,3,8,4
S00148037,99,55,49,15,34,-,-,-,5,-,5,2,6,5,5,-,-,-,-,-,-,-,1,37,19,8,8,-,-
S00148038,80,38,29,7,22,-,-,-,5,4,1,4,6,6,2,2,-,-,-,-,-,-,2,36,8,4,7,7,16
S00148039,65,37,34,12,22,-,-,-,3,1,4,-,6,4,2,2,-,-,-,-,-,-,2,21,-,3,3,9,6
S00148040,97,55,41,15,26,2,-,2,5,1,4,5,4,3,2,2,-,-,-,-,-,-,2,41,18,7,5,14,3
S00148041,115,68,63,3,57,2,-,2,2,-,2,1,3,3,3,-,-,-,-,-,-,-,-,48,20,8,10,6,-
S00148042,85,39,34,8,26,-,-,-,3,-,3,4,10,10,10,-,-,-,-,-,-,-,-,39,5,11,9,7,3
S00148043,78,45,35,4,28,2,-,2,2,-,2,4,8,8,8,-,-,-,-,-,-,-,-,28,9,5,6,4,4
S00148044,55,23,16,6,12,2,2,-,-,-,-,3,1,1,1,-,-,-,-,-,-,-,-,31,19,-,9,6,-
S00148045,98,40,37,7,23,1,-,1,5,3,3,-,5,5,3,2,-,-,-,-,-,-,-,53,46,1,3,2,-
S00148046,80,37,30,8,22,-,-,-,6,2,5,1,3,3,3,-,-,-,-,-,-,-,-,41,33,2,3,2,1
S00148047,90,54,50,20,30,1,1,-,4,1,3,3,4,4,3,1,-,-,-,-,-,-,-,27,18,4,2,3,1
S00148048,104,77,66,5,61,-,-,-,2,1,6,3,3,3,2,2,-,-,-,-,-,-,-,25,16,4,2,-,2
S00148049,125,74,61,21,39,-,-,-,6,-,7,7,7,7,7,-,-,-,-,-,-,-,-,44,9,2,13,15,3
S00148050,131,71,57,15,42,-,-,-,4,1,3,8,2,1,1,-,-,-,-,-,-,-,1,58,27,9,7,11,4
S00148051,113,78,68,13,55,1,-,1,5,2,3,4,5,2,-,2,-,-,-,2,1,2,1,30,17,6,4,2,-
S00148052,68,34,26,3,23,1,-,1,5,3,2,2,2,2,2,-,-,-,-,-,-,-,-,32,31,-,-,1,-
S00148053,152,86,79,20,59,4,1,2,5,1,4,-,4,3,3,-,-,-,-,2,2,-,-,59,51,2,2,2,2
S00148054,125,65,54,10,44,2,-,2,2,-,2,6,9,3,3,-,-,-,-,-,-,-,5,52,12,20,6,11,6
S00148055,95,18,12,4,11,2,2,-,1,-,1,-,4,2,2,-,2,2,-,1,-,1,-,73,59,2,1,9,3
S00148056,120,63,53,20,33,-,-,-,2,-,2,5,4,4,4,-,-,-,-,-,-,-,-,53,16,7,10,14,6
S00148057,59,25,18,6,12,2,-,2,1,-,1,6,5,-,-,-,-,-,-,-,-,-,3,28,16,3,4,5,1
S00148058,126,77,66,5,60,3,-,3,5,5,2,5,14,11,8,3,-,-,-,-,-,-,3,34,16,10,3,3,3
S00148059,73,55,41,14,31,2,-,2,4,-,4,3,9,3,3,-,-,-,-,-,-,-,-,12,3,1,2,5,1
S00148060,91,46,39,15,24,1,-,1,4,2,2,2,2,2,2,-,-,-,-,-,-,-,1,42,10,4,11,16,4
S00148061,105,67,53,10,43,5,-,5,4,2,5,1,3,-,1,1,-,-,-,-,-,-,2,37,25,4,-,-,-
S00148062,88,41,35,9,25,-,-,-,5,1,4,1,1,1,1,-,-,-,-,-,-,-,-,46,43,1,2,2,-
S00148063,70,38,31,6,25,-,-,-,3,5,4,1,3,1,-,1,1,-,1,-,-,-,1,32,26,1,4,1,-
S00148064,95,28,23,7,16,4,-,3,3,1,2,2,1,1,-,1,-,-,-,-,-,-,-,62,52,1,3,4,2
S00148065,105,65,55,7,49,2,-,2,1,1,-,1,14,14,14,-,-,-,-,-,-,-,-,29,9,8,3,5,-
S00148066,120,54,40,5,35,3,-,3,10,3,7,2,3,3,3,-,-,-,-,-,-,-,-,64,46,4,5,3,8
S00148067,60,26,19,4,12,-,-,-,4,2,2,3,6,5,3,2,-,-,-,-,-,-,1,28,9,4,10,4,1
S00148068,88,56,51,15,36,2,2,-,3,-,3,2,8,4,2,-,-,-,-,-,-,-,-,24,13,4,5,4,3
S00148069,81,49,44,8,36,1,1,-,3,-,2,1,-,-,-,-,-,-,-,-,-,-,-,34,15,1,2,7,5
S00148070,96,48,43,15,25,-,-,-,5,1,4,3,9,4,3,2,-,-,-,-,-,-,4,43,10,7,21,3,3
S00148071,114,61,50,16,34,-,-,-,2,-,2,10,5,5,2,1,-,-,-,1,1,-,-,48,8,11,13,12,4
S00148072,75,24,20,9,11,3,-,3,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,51,41,1,1,8,-
S00148073,90,48,42,12,27,-,-,-,3,2,1,5,8,6,6,-,-,-,-,-,-,-,2,34,6,15,4,3,4
S00148074,69,32,27,10,17,1,1,-,6,1,5,-,1,1,1,-,-,-,-,-,-,-,-,32,31,4,2,-,1
S00148075,54,28,22,11,17,-,-,-,3,-,2,2,5,2,2,-,-,-,-,-,-,-,3,21,8,3,2,8,-
S00148076,63,3,2,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,60,56,-,-,3,-
S00148077,95,41,33,14,18,-,-,-,5,2,3,3,3,-,-,-,-,-,-,-,-,-,2,51,27,-,6,13,3
S00148078,88,47,39,8,31,3,-,3,1,1,-,5,7,4,3,-,-,-,-,-,-,-,3,34,9,3,9,9,3
S00148079,60,30,23,2,21,-,-,-,5,1,4,2,9,6,6,-,-,-,-,-,-,-,3,21,3,4,7,4,3
S00148080,90,56,49,10,41,-,-,-,5,2,4,2,4,3,3,-,-,-,-,-,-,-,1,26,18,8,-,-,1
S00148081,68,34,28,5,22,1,-,1,6,1,5,-,13,10,7,-,-,-,-,-,-,-,6,21,13,4,-,1,4
S00148082,82,38,33,7,26,-,-,-,4,3,2,1,-,-,-,-,-,-,-,-,-,-,-,43,27,3,8,3,7
S00148083,76,36,33,6,27,-,-,-,1,-,1,2,2,2,2,-,-,-,-,-,-,-,-,38,17,5,2,11,2
S00148084,87,48,43,12,31,1,-,1,3,3,-,1,1,1,1,-,-,-,-,-,-,-,-,38,31,3,-,3,-
S00148085,91,38,29,12,17,-,-,-,4,-,4,5,6,4,4,-,-,-,-,-,-,-,2,47,3,9,7,18,7
S00148086,63,22,17,5,12,-,-,-,2,1,1,3,2,-,-,-,-,-,-,-,-,-,2,40,27,4,2,6,2
S00148087,62,36,30,10,23,-,-,-,1,-,1,1,6,4,1,3,-,-,-,-,-,-,2,20,3,1,9,8,-
S00148088,100,64,57,11,46,-,-,-,6,2,4,2,3,2,2,-,-,-,-,1,-,1,-,33,25,5,2,1,2
S00148089,105,53,50,17,33,-,-,-,3,-,3,-,2,2,2,-,-,-,-,-,-,-,-,54,49,1,-,1,-
S00148090,72,18,16,6,10,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,49,31,1,5,9,3
S00148091,88,46,36,10,26,-,-,-,8,2,1,4,6,3,3,-,-,-,-,-,-,-,2,36,11,5,5,6,9
S00148092,94,60,56,7,51,1,-,1,1,-,1,3,9,7,6,-,-,-,-,-,-,-,2,20,12,5,-,11,-
S00148093,73,37,30,7,23,-,-,-,5,2,3,-,-,-,-,-,-,-,-,-,-,-,-,38,24,1,3,5,5
S00148094,91,65,54,12,40,2,2,-,6,3,3,-,2,2,2,-,-,-,-,-,-,-,-,31,19,7,-,2,1
S00148095,44,22,18,-,17,-,-,-,2,2,-,2,8,3,-,1,-,-,-,-,-,-,2,20,4,3,8,2,-
S00148096,74,42,37,9,28,-,-,-,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,35,27,-,-,3,1
S00148097,65,37,25,11,14,-,-,-,5,3,-,7,-,-,-,-,-,-,-,-,-,-,-,28,9,6,5,7,3
S00148098,91,49,35,8,27,2,-,2,4,-,4,10,4,3,3,-,-,-,-,-,-,-,1,35,16,3,7,6,3
S00148099,61,18,15,6,9,2,-,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,43,38,3,-,2,-
S00148100,91,52,42,12,27,-,-,-,5,4,3,5,3,1,1,-,-,-,-,-,-,-,1,37,10,7,7,13,2
S00148101,63,22,21,5,16,-,-,-,1,-,1,-,3,2,-,2,-,-,-,-,-,-,1,38,29,-,2,7,-
S00148102,110,62,60,20,40,-,-,-,2,2,2,4,8,8,4,1,-,-,-,-,-,-,-,39,12,6,6,7,8
S00148103,76,45,41,17,20,2,-,2,1,1,-,3,5,2,2,1,-,-,-,-,-,-,2,26,17,7,-,1,1
S00148104,112,52,41,7,37,1,-,1,10,3,8,-,5,5,4,-,-,-,-,-,-,-,-,55,45,8,1,2,-
S00148105,83,31,29,10,19,-,-,-,1,1,-,1,10,10,7,3,-,-,-,-,-,-,-,42,17,1,-,13,8
S00148106,144,61,42,5,34,7,2,5,14,7,7,-,6,5,5,-,-,-,-,-,-,-,1,76,63,8,6,-,2
S00148107,93,46,39,13,26,3,1,2,3,-,3,1,2,2,1,1,-,-,-,-,-,-,-,48,41,2,-,-,-
S00148108,82,35,31,7,21,-,-,-,3,-,3,3,4,3,3,-,-,-,-,1,1,-,-,40,10,9,8,12,1
S00148109,83,59,52,12,43,-,-,-,4,1,1,3,5,4,4,-,-,-,-,-,-,-,1,19,7,6,1,3,2
S00148110,78,21,17,7,10,-,-,-,3,1,-,1,-,-,-,-,-,-,-,-,-,-,-,57,47,-,-,10,-
S00148111,120,58,51,9,42,-,-,-,5,4,-,-,4,2,2,-,-,-,-,-,-,-,2,58,48,1,3,4,3
S00148112,131,81,75,22,53,2,2,2,1,-,1,2,6,4,4,-,-,-,-,-,-,-,2,44,32,1,3,4,3
S00148113,96,56,47,11,36,-,-,-,4,-,4,7,4,2,2,-,-,-,-,-,-,-,2,38,13,3,15,5,4
S00148114,104,66,61,13,49,1,-,1,3,-,3,5,3,3,3,1,-,-,-,-,-,-,-,31,14,2,2,8,5
S00148115,93,32,24,5,21,1,-,1,3,-,3,1,2,-,-,-,-,-,-,-,-,-,1,61,49,3,2,7,-
