Scotland's Census 2022 - National Records of Scotland
Table UV211b - British Sign Language (BSL) skills by age (6)
All people aged 3 and over

,"All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","BSL User","BSL User","BSL User","BSL User","BSL User","BSL User","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user"
,"All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over"
"S00149860",93,9,9,22,33,16,-,-,-,-,-,-,93,9,9,22,33,16
"S00149861",145,21,10,39,49,27,-,-,-,-,-,-,145,21,10,39,49,27
"S00149862",97,8,6,14,19,50,3,-,-,-,-,3,95,8,6,14,19,48
"S00149863",133,14,17,22,44,38,4,1,-,-,-,1,131,13,17,22,42,37
"S00149864",138,23,6,36,29,42,2,-,-,-,2,-,137,23,6,36,28,42
"S00149865",93,4,1,21,9,56,3,1,-,1,-,1,90,5,1,20,9,55
"S00149866",105,27,7,34,20,17,2,-,-,2,-,-,103,27,7,32,20,17
"S00149867",58,9,6,28,10,6,1,-,-,1,-,-,60,9,6,27,10,6
"S00149868",104,13,14,34,26,17,4,-,-,3,-,1,100,13,14,31,26,16
"S00149869",156,19,21,33,39,44,-,-,-,-,-,-,155,19,21,33,38,44
"S00149870",135,15,15,28,32,47,-,-,-,-,-,-,135,15,15,28,32,47
"S00149871",103,16,5,25,33,27,7,1,1,1,5,1,95,15,4,21,27,25
"S00149872",92,15,8,25,25,19,-,-,-,-,-,-,92,15,8,25,25,19
"S00149873",112,16,16,37,26,17,-,-,-,-,-,-,112,16,16,37,26,17
"S00149874",130,10,7,25,40,48,3,-,-,1,1,1,131,10,7,24,39,50
"S00149875",151,23,25,47,43,21,11,1,1,6,2,-,141,19,22,40,36,21
"S00149876",170,11,22,44,74,27,8,-,2,1,4,-,163,11,20,35,66,27
"S00149877",62,-,-,13,9,43,1,-,-,-,-,1,61,-,-,13,9,39
"S00149878",76,3,8,23,30,15,2,-,-,-,-,2,75,3,8,23,30,14
"S00149879",120,19,15,39,30,15,4,-,-,4,2,1,115,19,15,37,29,11
"S00149880",70,13,5,16,19,18,1,-,-,1,-,-,69,13,5,16,19,18
"S00149881",78,4,3,17,18,36,3,-,-,1,-,-,76,4,3,12,18,35
"S00149882",100,29,12,33,20,9,3,-,1,1,2,-,97,29,11,28,19,9
"S00149883",128,24,7,31,36,30,-,-,-,-,-,-,128,24,7,31,36,30
"S00149884",84,12,9,30,19,11,2,-,1,2,-,-,82,12,8,29,19,11
"S00149885",100,16,3,36,25,20,4,1,-,1,-,2,97,16,3,35,25,19
"S00149886",117,12,13,33,32,27,5,-,-,3,2,-,112,12,13,30,30,27
"S00149887",128,5,6,37,24,55,1,-,-,1,-,-,126,5,6,36,24,55
"S00149888",97,1,4,27,16,49,1,-,-,-,1,-,96,1,4,27,15,49
"S00149889",126,13,18,32,27,35,-,-,-,-,-,-,126,13,18,32,27,35
"S00149890",72,13,8,27,16,10,2,-,-,2,-,-,71,13,8,26,16,10
"S00149891",117,18,5,37,24,29,3,-,1,-,-,-,115,18,4,37,24,32
"S00149892",74,9,9,27,21,13,11,-,2,1,3,2,70,9,8,25,18,11
"S00149893",147,10,13,26,41,54,2,-,2,-,-,-,146,10,12,26,41,54
"S00149894",115,23,17,29,25,25,4,2,-,-,2,-,112,24,17,29,23,25
"S00149895",78,4,2,8,5,58,1,-,-,-,-,1,73,4,2,8,5,58
"S00149896",61,4,2,22,17,12,-,-,-,-,-,-,61,4,2,22,17,12
"S00149897",119,22,9,43,19,23,1,-,-,-,-,1,118,22,9,43,19,22
"S00149898",70,13,6,13,10,24,1,-,-,-,-,1,69,13,6,13,10,23
"S00149899",73,1,6,13,27,25,-,-,-,-,-,-,73,1,6,13,27,25
"S00149900",174,22,14,55,45,36,2,-,-,-,1,-,172,22,14,53,44,36
"S00149901",83,-,4,23,21,32,1,-,-,-,-,1,82,-,4,23,21,33
"S00149902",96,13,6,31,18,27,2,1,1,-,2,-,92,12,6,31,16,27
"S00149903",83,6,2,17,17,33,1,-,-,2,-,2,77,6,2,15,17,35
"S00149904",58,2,4,11,15,23,-,-,-,-,-,-,58,2,4,11,15,23
"S00149905",99,18,13,32,21,12,1,1,-,3,-,-,92,20,13,30,21,12
"S00149906",140,22,15,50,33,13,4,-,1,1,-,-,134,22,14,49,36,13
"S00149907",67,7,6,15,23,16,1,-,-,1,-,-,66,7,6,14,23,16
"S00149908",79,20,6,28,17,11,-,-,-,-,-,-,79,20,6,28,17,11
"S00149909",159,30,13,38,29,45,5,1,-,2,1,1,154,29,13,36,28,48
"S00149910",108,15,12,38,19,29,5,-,1,1,1,-,104,15,15,39,16,29
"S00149911",84,15,7,26,22,20,-,-,-,-,-,-,84,15,7,26,22,20
"S00149912",104,21,15,31,25,15,-,-,-,-,-,-,107,21,15,29,25,15
"S00149913",87,18,4,31,26,10,4,1,-,1,2,-,83,13,4,33,24,10
"S00149914",113,19,4,30,37,23,2,-,-,-,2,-,112,19,4,30,36,23
"S00149915",82,12,5,32,23,10,1,-,-,1,2,-,79,12,5,31,21,10
"S00149916",87,3,5,44,19,13,-,-,-,-,-,-,87,3,5,44,19,13
"S00149917",141,27,19,45,24,26,6,-,-,3,1,-,137,27,19,42,23,26
"S00149918",167,20,35,43,54,18,1,-,-,-,-,1,166,20,35,43,54,17
"S00149919",102,5,4,29,27,37,4,-,-,4,-,-,94,5,4,25,27,37
"S00149920",111,12,6,27,33,29,1,-,-,-,1,-,106,12,6,27,32,29
"S00149921",71,12,6,26,13,11,3,-,1,2,-,1,68,12,5,21,13,10
"S00149922",156,40,6,99,10,1,1,-,-,1,-,-,155,40,6,101,10,1
"S00149923",139,27,9,40,26,30,-,-,1,-,-,-,137,27,12,40,28,30
"S00149924",128,26,24,35,32,11,4,-,3,-,2,-,124,26,23,35,30,11
"S00149925",95,21,15,30,14,14,2,-,-,2,-,-,93,21,15,30,14,14
"S00149926",67,6,6,24,13,14,2,-,-,-,2,-,61,6,6,24,11,14
"S00149927",103,12,5,38,31,14,1,-,-,1,-,-,102,12,5,40,31,14
"S00149928",153,16,35,45,44,13,4,-,-,4,2,-,149,16,35,43,42,13
"S00149929",150,22,12,29,31,61,3,-,-,-,1,-,144,22,12,27,30,61
"S00149930",124,17,11,21,40,31,1,-,-,-,1,-,125,17,11,21,39,31
"S00149931",118,20,8,24,26,38,2,-,-,2,-,-,112,20,8,22,26,38
"S00149932",153,30,13,51,46,13,-,-,-,-,-,-,153,30,13,51,46,13
"S00149933",106,21,10,41,21,11,2,1,-,5,-,-,102,24,10,38,21,11
"S00149934",120,21,8,34,30,27,-,-,-,-,-,-,119,21,8,34,30,26
"S00149935",145,18,17,50,32,27,2,-,-,1,-,-,141,18,17,46,31,27
"S00149936",110,8,14,31,29,28,3,-,-,1,-,-,109,8,16,30,28,28
"S00149937",107,10,7,23,25,41,-,-,-,-,-,-,107,10,7,23,25,41
"S00149938",224,36,17,60,62,46,1,-,-,1,-,-,218,36,17,57,62,46
"S00149939",130,13,11,31,36,39,5,2,-,1,2,-,125,12,10,30,34,39
"S00149940",127,16,17,34,29,32,1,-,-,-,-,1,126,16,17,34,29,31
"S00149941",135,25,13,27,29,41,-,-,-,-,-,-,135,25,13,27,29,41
"S00149942",146,20,7,53,32,34,2,-,-,-,1,1,145,20,7,53,31,33
"S00149943",169,21,17,37,32,65,2,-,-,1,-,2,167,21,17,36,32,63
"S00149944",83,9,3,33,20,15,-,-,-,-,-,-,83,9,3,33,20,15
"S00149945",162,41,18,64,23,18,1,-,-,1,-,-,161,41,18,63,23,18
"S00149946",153,24,16,35,35,43,2,-,1,1,-,-,151,24,15,34,35,43
"S00149947",153,20,13,23,41,56,-,-,-,-,-,-,153,20,13,23,41,56
"S00149948",84,8,4,11,25,37,-,-,-,-,-,-,84,8,4,11,25,37
"S00149949",96,12,3,29,25,31,1,-,-,-,1,-,98,12,3,29,23,31
"S00149950",113,11,9,24,26,43,4,-,-,2,1,2,109,11,9,26,22,38
"S00149951",99,5,1,35,24,31,4,-,-,4,-,-,98,5,1,33,24,31
"S00149952",165,13,15,42,42,56,1,-,-,1,-,-,162,13,15,37,42,56
"S00149953",230,52,22,58,42,56,-,-,-,1,1,-,228,52,22,57,41,56
"S00149954",93,19,14,22,32,6,2,-,-,2,-,-,95,19,14,22,32,6
"S00149955",100,9,9,27,33,20,4,-,-,-,4,-,96,9,9,27,29,20
"S00149956",147,16,11,33,38,49,1,-,-,-,1,-,146,16,11,33,37,49
"S00149957",118,22,8,29,19,40,2,-,-,2,-,1,116,22,8,28,19,39
"S00149958",99,13,8,11,32,38,5,2,-,-,-,1,94,11,8,12,32,37
"S00149959",144,14,15,24,48,40,-,-,-,-,-,-,144,14,15,24,48,40
"S00149960",74,6,7,20,15,24,3,-,-,2,-,1,67,6,7,18,15,27
"S00149961",68,3,2,11,12,40,-,-,-,-,-,-,68,3,2,11,12,40
"S00149962",82,6,6,18,16,39,-,-,-,-,-,-,82,6,6,18,16,39
"S00149963",101,16,10,23,21,31,-,-,-,-,-,-,101,16,10,23,21,31
"S00149964",97,21,18,29,26,7,2,-,-,1,-,-,94,21,18,25,23,7
"S00149965",99,13,13,34,23,13,-,-,-,-,-,-,99,13,13,34,23,13
"S00149966",121,21,15,39,27,21,4,-,-,1,1,-,117,21,15,36,25,21
"S00149967",93,8,3,13,18,50,1,-,-,1,-,-,92,8,3,12,18,50
"S00149968",88,12,6,28,14,30,-,-,-,-,-,-,88,12,6,28,14,30
"S00149969",120,26,18,43,22,8,-,-,-,-,-,-,120,26,18,43,22,8
"S00149970",120,10,22,22,41,25,2,-,1,-,2,-,117,10,21,22,38,25
"S00149971",118,18,13,28,26,34,2,-,-,1,-,-,116,18,13,27,25,34
"S00149972",85,7,6,19,30,23,-,-,-,-,-,-,85,7,6,19,30,23
"S00149973",94,12,8,20,21,33,1,-,-,-,1,-,93,12,8,20,20,33
"S00149974",81,6,11,15,28,23,2,-,-,-,2,-,79,6,11,15,24,23
"S00149975",114,21,11,37,27,18,1,-,-,-,1,-,111,21,11,37,26,18
"S00149976",68,4,4,12,6,42,4,-,-,-,-,3,65,4,4,12,5,39
"S00149977",134,23,11,33,34,34,-,-,-,-,-,-,133,23,11,34,34,34
"S00149978",97,4,5,27,26,35,4,1,-,-,2,-,93,3,5,25,25,35
"S00149979",132,19,15,35,27,40,-,-,-,-,-,-,131,19,15,35,27,41
"S00149980",84,3,1,24,27,31,1,-,-,-,1,-,83,3,1,24,21,31
"S00149981",170,19,24,45,44,39,2,-,-,4,5,-,161,19,24,42,41,39
"S00149982",105,12,11,29,31,27,2,-,-,-,1,2,105,12,11,29,30,25
"S00149983",118,19,5,28,31,35,1,-,-,-,-,1,117,19,5,28,31,30
"S00149984",73,14,6,18,15,20,-,-,-,-,-,-,73,14,6,18,15,20
"S00149985",135,27,14,50,25,15,4,-,-,2,2,-,131,27,14,51,23,15
"S00149986",82,8,9,26,21,18,-,-,-,-,-,-,82,8,9,26,21,18
"S00149987",85,8,5,27,20,21,-,-,-,-,-,-,82,8,5,26,20,21
"S00149988",152,19,18,36,31,48,-,-,-,-,-,-,151,19,18,36,31,44
"S00149989",85,19,5,30,11,20,-,-,-,-,-,-,85,19,5,30,11,20
"S00149990",115,39,4,60,3,5,4,3,-,1,-,-,113,36,4,63,3,5
"S00149991",172,28,25,38,50,32,3,-,-,-,1,1,170,28,25,38,48,31
"S00149992",121,15,5,50,28,28,1,-,-,1,-,-,123,15,5,48,28,28
"S00149993",170,21,17,53,43,32,3,2,-,-,-,-,167,20,17,51,43,32
"S00149994",122,11,12,38,27,30,2,-,-,2,-,-,124,11,12,37,27,30
"S00149995",93,8,8,26,24,27,1,-,2,-,2,-,90,8,6,26,19,27
"S00149996",121,12,17,54,17,18,3,-,1,1,1,-,118,12,16,53,19,18
"S00149997",113,15,9,24,30,35,-,-,-,-,-,-,113,15,9,24,30,35
"S00149998",87,10,6,22,19,31,-,-,-,-,-,-,87,10,6,22,19,31
"S00149999",212,47,27,64,36,38,3,-,-,-,1,-,209,46,27,64,34,37
"S00150000",91,13,5,13,18,34,1,-,-,-,1,-,90,13,5,13,22,34
"S00150001",127,27,11,32,29,35,4,-,-,-,2,3,122,27,11,32,27,28
"S00150002",105,22,3,31,13,36,2,-,-,-,-,2,105,22,3,31,13,35
"S00150003",70,4,9,29,11,18,1,-,-,1,-,-,68,4,9,28,11,18
"S00150004",82,18,7,27,13,15,2,1,-,-,-,1,77,16,7,27,13,14
"S00150005",171,24,13,42,41,50,4,-,-,2,1,1,167,24,13,40,41,49
"S00150006",110,6,12,26,27,43,-,-,-,-,-,-,110,6,12,26,27,43
"S00150007",139,18,21,38,32,30,-,-,-,-,-,-,139,18,21,38,32,30
"S00150008",73,-,5,31,23,20,-,-,-,-,-,-,73,-,5,31,23,20
"S00150009",132,10,14,34,39,37,-,-,-,-,-,-,132,10,14,34,39,37
"S00150010",125,18,15,27,34,29,1,-,1,-,-,-,120,18,14,27,34,29
"S00150011",60,10,8,25,14,3,2,-,-,2,-,-,59,10,8,24,14,3
"S00150012",87,10,16,20,22,19,2,-,-,-,2,-,86,10,16,20,21,19
"S00150013",88,21,9,30,18,14,3,-,1,1,1,-,89,21,8,29,17,14
"S00150014",159,27,8,56,36,35,2,-,-,1,-,-,157,27,8,52,35,35
"S00150015",97,8,8,40,11,26,2,-,1,-,-,1,95,8,7,40,11,25
"S00150016",121,25,8,32,21,39,2,-,-,2,-,-,120,25,8,31,21,39
"S00150017",118,25,11,47,21,15,3,-,-,2,-,1,115,25,11,45,21,14
"S00150018",147,19,12,36,40,42,-,-,-,-,-,-,147,19,12,36,40,42
"S00150019",66,13,17,17,14,5,2,1,-,1,-,-,64,12,17,15,14,5
"S00150020",103,18,3,19,16,44,1,-,-,-,-,1,102,18,3,19,16,39
"S00150021",154,21,18,40,36,39,1,-,-,-,1,-,153,21,18,40,35,39
"S00150022",167,20,11,61,33,43,-,-,-,-,-,-,163,20,11,60,33,43
"S00150023",160,24,17,35,45,35,5,-,1,3,-,-,155,24,15,36,45,35
"S00150024",178,41,16,51,33,37,2,-,-,2,-,-,177,41,16,50,33,37
"S00150025",73,11,9,24,11,17,-,-,-,-,-,-,73,11,9,24,11,17
"S00150026",103,19,8,20,18,38,1,-,-,-,1,-,102,19,8,20,21,38
"S00150027",117,14,14,21,28,40,4,-,1,-,1,-,116,14,13,21,23,40
"S00150028",90,5,2,40,31,11,1,1,-,-,-,-,90,4,2,40,31,11
"S00150029",132,22,10,44,25,31,1,-,-,-,1,-,131,22,10,44,26,31
"S00150030",108,17,12,29,17,35,-,-,-,-,-,-,108,17,12,29,17,35
"S00150031",82,5,10,31,23,13,2,-,-,-,2,-,81,5,10,31,22,13
"S00150032",111,9,10,17,29,36,-,-,-,-,-,-,111,9,10,17,29,36
"S00150033",197,49,12,54,41,39,1,-,-,-,1,1,193,49,12,54,40,38
"S00150034",58,6,3,15,15,19,-,-,-,-,-,-,58,6,3,15,15,19
"S00150035",159,18,23,40,34,47,3,1,-,1,-,-,160,17,23,39,34,47
"S00150036",112,22,8,25,23,33,4,-,-,2,-,1,108,21,8,25,23,32
"S00150037",89,3,12,31,18,21,-,-,-,-,-,-,89,3,12,31,18,21
"S00150038",151,20,21,38,33,35,1,-,-,1,-,-,150,20,21,37,33,35
"S00150039",64,15,5,20,17,7,1,-,-,-,1,-,63,15,5,20,16,7
"S00150040",102,18,9,32,19,22,4,-,-,-,2,1,99,18,9,32,17,21
"S00150041",59,8,12,18,15,6,-,-,-,-,-,-,59,8,12,18,15,6
"S00150042",100,17,11,32,17,25,1,-,-,1,-,-,99,17,11,31,17,25
"S00150043",71,10,4,13,12,28,-,-,-,-,-,-,71,10,4,13,12,28
"S00150044",93,11,5,26,21,30,-,-,-,-,-,-,92,11,5,26,21,25
"S00150045",126,11,2,27,34,42,1,2,-,-,-,1,119,9,2,27,34,41
"S00150046",71,13,3,16,16,20,2,-,-,-,-,1,72,12,3,16,16,19
"S00150047",90,5,4,26,18,41,-,-,-,-,-,-,90,5,4,26,18,41
"S00150048",280,49,27,69,45,94,1,-,-,1,-,-,283,49,27,68,45,94
"S00150049",103,17,12,18,21,31,3,-,1,1,-,-,100,17,11,17,21,30
"S00150050",85,9,4,24,25,24,1,-,-,-,-,1,85,9,4,24,25,23
"S00150051",156,38,6,60,29,23,3,-,-,2,1,-,153,38,6,58,28,23
"S00150052",74,5,5,11,23,28,2,1,-,1,-,-,74,6,5,10,23,28
"S00150053",67,11,11,27,9,5,2,-,1,1,-,-,65,11,10,26,9,5
"S00150054",246,51,34,73,74,17,6,-,-,3,2,2,240,51,34,70,72,16
"S00150055",139,11,11,27,44,44,1,-,-,-,-,1,138,11,11,27,44,44
"S00150056",69,10,6,22,16,15,-,-,-,-,-,-,69,10,6,22,16,15
"S00150057",81,8,1,21,19,29,-,-,-,-,-,-,81,8,1,21,19,29
"S00150058",107,13,6,30,37,21,2,-,2,-,-,-,105,13,3,29,37,21
"S00150059",120,6,6,32,31,45,-,-,-,-,-,-,120,6,6,32,31,45
"S00150060",115,32,15,23,24,13,5,4,1,1,-,-,110,29,14,25,24,13
"S00150061",77,6,2,28,29,9,1,-,-,-,1,-,76,6,2,28,30,9
"S00150062",70,6,1,21,24,16,1,-,-,-,-,1,70,6,1,21,24,15
"S00150063",97,17,7,39,19,15,4,-,-,1,3,-,93,17,7,38,19,15
"S00150064",189,17,31,42,59,40,5,-,1,1,1,-,180,17,29,39,61,40
"S00150065",144,23,19,40,29,36,-,-,-,-,-,-,144,23,19,40,29,36
"S00150066",111,18,3,23,13,49,-,-,-,-,-,-,111,18,3,23,13,49
"S00150067",121,24,11,35,35,16,4,-,-,3,-,-,117,24,11,32,34,16
"S00150068",146,20,13,44,38,29,-,-,-,-,-,-,145,20,13,44,37,29
"S00150069",87,12,8,28,23,17,2,1,-,1,1,-,84,11,8,27,22,17
"S00150070",59,6,5,24,18,6,-,-,-,-,-,-,59,6,5,24,18,6
"S00150071",145,33,12,49,32,22,2,-,-,1,2,-,143,33,12,48,31,22
"S00150072",136,14,15,41,32,37,2,-,-,-,2,-,134,14,15,41,30,37
"S00150073",111,24,10,25,29,23,1,-,1,-,-,-,107,24,6,25,29,23
"S00150074",111,16,13,30,30,22,-,-,-,-,-,-,111,16,13,30,30,22
"S00150075",103,14,14,45,16,11,2,-,-,2,-,-,101,14,14,46,16,11
"S00150076",84,18,9,23,20,17,-,-,-,-,-,-,84,18,9,23,20,17
"S00150077",84,16,6,30,21,8,-,-,-,-,-,-,83,16,6,30,20,8
"S00150078",227,64,20,105,38,4,2,-,-,-,2,-,227,64,20,105,37,4
"S00150079",165,36,8,38,33,46,-,-,-,-,-,-,165,36,8,38,33,46
"S00150080",74,9,7,21,22,18,2,-,1,-,-,-,72,5,6,21,22,18
"S00150081",116,20,9,28,20,33,2,-,1,-,-,-,114,20,6,27,20,33
"S00150082",182,46,14,83,24,15,-,-,-,-,-,-,182,46,14,83,24,15
"S00150083",116,27,17,35,28,13,4,1,-,1,1,1,115,25,17,30,24,12
"S00150084",111,20,7,33,22,29,2,1,-,-,1,-,109,19,7,33,21,29
"S00150085",74,18,2,34,14,-,-,-,-,-,-,-,74,18,2,34,14,-
"S00150086",160,57,13,74,18,-,1,-,-,1,-,-,159,57,13,73,18,-
"S00150087",104,23,5,36,29,15,1,-,-,1,-,-,107,23,5,34,29,15
"S00150088",132,22,16,36,26,26,2,-,-,-,2,-,131,22,16,36,27,26
"S00150089",102,15,14,32,18,26,-,-,-,-,-,-,102,15,14,32,18,26
"S00150090",197,31,26,44,52,44,-,-,-,-,-,-,197,31,26,44,52,44
"S00150091",97,19,10,33,21,13,-,-,-,1,1,-,93,19,10,28,20,13
"S00150092",154,24,8,42,38,42,-,-,-,-,-,-,153,24,7,42,38,42
"S00150093",102,15,16,31,21,21,3,-,-,-,-,2,95,15,16,29,21,24
"S00150094",105,13,7,16,21,52,-,-,-,-,-,-,105,13,7,16,21,52
"S00150095",72,14,4,22,18,14,1,-,-,-,2,-,66,11,4,22,18,14
"S00150096",149,20,10,29,50,42,4,-,-,1,3,1,147,20,10,28,48,41
"S00150097",98,9,9,21,26,33,-,-,-,-,-,-,98,9,9,21,26,33
"S00150098",157,24,15,46,37,35,5,1,-,1,-,1,152,23,15,43,37,34
"S00150099",113,25,5,43,16,21,2,2,-,-,-,-,111,24,5,42,16,21
"S00150100",116,12,18,21,34,31,1,-,-,1,-,-,115,12,18,20,34,31
"S00150101",184,26,8,29,18,102,1,-,-,-,-,1,183,26,8,29,18,101
"S00150102",122,24,6,42,23,27,-,-,-,-,-,-,122,24,6,42,23,27
"S00150103",75,10,4,13,20,28,1,-,-,-,1,-,74,10,4,13,19,28
"S00150104",98,16,6,30,21,22,4,-,1,-,1,-,96,16,5,30,20,22
"S00150105",272,82,23,122,32,17,3,2,-,1,-,-,269,79,23,121,32,17
"S00150106",100,15,9,30,15,27,4,-,-,1,-,1,92,15,9,28,15,22
"S00150107",113,23,5,66,10,12,8,3,-,3,-,-,105,20,5,61,10,12
"S00150108",94,17,9,28,28,10,-,-,-,-,-,-,94,17,9,28,28,10
"S00150109",82,10,13,18,24,17,-,-,-,-,-,-,82,10,13,18,24,17
"S00150110",193,51,21,82,28,11,2,2,-,-,-,-,191,49,21,82,28,11
"S00150111",139,15,29,32,37,22,4,-,1,2,1,1,132,15,24,34,38,21
"S00150112",90,7,7,30,21,25,7,1,1,2,2,-,84,6,6,28,17,25
"S00150113",123,22,9,35,22,30,-,-,-,-,-,-,122,22,9,35,21,30
"S00150114",118,17,13,27,29,28,2,-,-,-,-,2,117,17,13,27,29,28
"S00150115",139,26,6,79,16,9,3,1,-,-,-,1,135,25,6,78,18,8
"S00150116",70,10,-,21,10,27,1,-,-,-,-,1,70,10,-,21,10,23
"S00150117",129,31,7,33,24,37,-,-,-,-,-,-,131,31,7,33,24,37
"S00150118",180,38,11,42,41,51,7,-,1,-,2,1,176,38,13,42,39,52
"S00150119",163,28,18,40,37,42,-,-,-,-,-,-,163,28,18,40,37,42
"S00150120",73,12,7,23,10,21,1,-,-,-,-,1,72,12,7,23,10,20
"S00150121",140,22,16,38,33,31,-,-,-,-,-,-,139,22,15,38,33,31
"S00150122",112,19,11,31,26,27,2,-,-,-,1,1,111,19,11,31,24,26
"S00150123",193,52,17,81,34,9,2,-,-,-,2,1,191,52,17,81,33,8
"S00150124",216,59,18,61,58,19,2,-,2,-,-,-,217,59,19,61,58,19
"S00150125",183,18,18,35,49,53,1,-,-,-,-,1,178,18,18,35,49,52
"S00150126",101,10,11,28,30,19,2,2,-,-,-,1,99,9,11,28,30,21
"S00150127",105,28,2,58,13,4,-,-,-,-,-,-,102,28,2,58,12,4
"S00150128",69,11,4,24,15,20,-,-,-,-,-,-,69,11,4,24,15,20
"S00150129",95,13,8,25,20,29,1,-,-,1,-,-,97,13,8,24,20,29
"S00150130",83,5,10,24,27,20,-,-,-,-,-,-,83,5,10,24,27,20
"S00150131",161,27,18,37,41,38,-,-,-,-,-,-,161,27,18,37,41,38
"S00150132",169,43,8,55,28,35,-,-,-,-,-,-,167,43,8,55,28,35
"S00150133",126,6,2,17,17,80,-,-,-,-,-,-,126,6,2,17,17,80
"S00150134",153,44,14,60,27,8,1,-,1,-,-,-,149,44,11,60,27,8
"S00150135",122,18,9,30,36,25,4,-,-,-,2,-,118,18,7,30,34,25
"S00150136",155,29,9,57,29,28,7,3,-,4,-,-,144,26,9,53,29,28
"S00150137",125,18,11,27,24,45,3,1,-,2,-,-,122,17,11,25,24,45
"S00150138",156,23,11,39,44,37,2,-,-,1,1,-,154,23,11,38,43,37
"S00150139",167,40,17,83,19,8,1,-,1,-,2,-,164,40,16,82,14,8
"S00150140",164,45,10,56,44,12,4,3,-,1,-,-,160,42,10,55,44,12
"S00150141",122,26,11,36,29,25,4,2,-,-,-,2,118,20,11,36,29,21
"S00150142",176,50,10,86,23,8,2,-,-,2,-,-,173,50,10,84,23,8
"S00150143",76,15,4,25,14,13,4,1,-,2,1,-,68,16,4,24,13,13
"S00150144",102,32,7,34,12,25,7,2,-,5,-,-,99,26,7,29,12,25
"S00150145",56,12,1,17,13,17,3,-,-,3,1,-,57,12,1,15,12,17
"S00150146",106,22,8,36,29,9,-,-,-,-,-,-,106,22,8,36,29,9
"S00150147",118,23,14,34,27,18,2,-,-,-,1,-,116,23,14,33,26,18
"S00150148",196,27,29,31,61,48,-,-,1,-,-,1,194,27,31,31,61,47
"S00150149",119,19,14,22,35,27,3,-,1,1,1,-,116,19,15,21,34,27
"S00150150",92,21,9,27,15,16,-,-,-,-,-,-,92,21,9,27,15,16
"S00150151",116,17,15,22,29,30,-,-,-,-,-,-,116,17,15,22,29,30
"S00150152",114,19,5,27,35,32,-,-,-,-,-,-,114,19,5,27,35,32
"S00150153",98,18,3,24,22,31,1,-,-,1,-,-,97,18,3,23,22,31
"S00150154",149,21,12,51,39,27,2,-,-,1,1,-,147,21,12,50,38,27
"S00150155",110,13,3,48,22,24,1,-,-,-,-,1,113,13,3,48,22,23
"S00150156",124,23,15,41,21,24,3,-,-,-,-,1,121,23,14,41,20,23
"S00150157",106,10,9,33,24,27,3,-,-,-,1,1,103,10,9,32,23,33
"S00150158",158,42,12,80,20,-,1,-,-,1,-,-,157,42,12,83,20,-
"S00150159",124,19,19,39,29,18,2,-,-,1,1,-,122,19,19,38,28,18
"S00150160",200,37,11,51,50,51,3,1,1,1,-,-,197,36,7,50,50,51
"S00150161",173,20,17,36,41,59,-,-,-,-,-,-,173,20,17,36,41,59
"S00150162",123,22,6,30,33,29,-,-,-,-,-,-,123,22,6,30,33,29
"S00150163",182,26,17,47,40,51,2,-,-,2,-,-,180,26,17,45,40,51
"S00150164",674,11,52,474,106,31,69,-,-,55,10,-,605,10,52,416,96,31
"S00150165",178,32,15,48,45,38,2,-,-,1,1,-,176,32,15,47,45,38
"S00150166",99,18,8,20,28,26,2,1,-,1,-,-,97,17,8,23,28,26
"S00150167",177,28,21,58,48,24,3,-,1,-,2,-,174,28,20,58,48,24
"S00150168",165,30,18,52,27,38,2,-,1,-,-,-,163,30,17,52,26,38
"S00150169",196,36,14,69,34,47,1,-,-,-,1,-,194,36,14,69,32,47
"S00150170",98,23,3,28,24,24,1,-,-,-,1,-,97,23,3,28,23,24
"S00150171",131,24,13,40,27,23,-,-,-,-,-,-,131,24,13,40,27,23
"S00150172",125,16,10,34,31,31,1,-,-,-,-,1,121,16,10,34,31,30
"S00150173",195,57,9,86,26,14,2,-,-,-,1,1,193,57,9,86,28,13
"S00150174",211,74,11,98,15,7,4,-,1,4,-,-,203,74,10,95,15,7
"S00150175",107,19,14,41,13,20,1,-,-,1,-,-,105,19,14,39,13,20
"S00150176",134,29,4,37,31,34,6,1,1,1,-,-,131,28,3,36,30,34
"S00150177",169,30,12,29,38,60,1,-,2,-,-,-,167,30,14,29,37,60
"S00150178",132,29,12,42,20,32,4,-,-,-,-,2,128,29,12,42,16,30
"S00150179",90,16,20,26,19,13,-,-,-,-,-,-,90,16,20,26,19,13
"S00150180",136,17,16,33,42,33,1,1,-,-,-,-,135,17,16,33,42,33
"S00150181",235,94,17,83,32,9,6,4,-,1,-,-,229,90,17,81,32,9
"S00150182",165,16,10,43,48,52,-,-,-,-,-,-,165,16,10,43,48,52
"S00150183",127,18,7,33,23,46,1,-,-,-,1,-,126,18,7,33,22,46
"S00150184",109,19,9,26,20,38,2,-,-,-,-,2,110,19,9,26,20,35
