Scotland's Census 2022 - National Records of Scotland
Table UV208b - Gaelic language skills (2) by age (6)
All people aged 3 and over

,"All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic"
,"All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over"
"S00164070",83,11,9,8,21,22,16,8,-,-,-,1,3,2,77,10,9,8,20,16,14
"S00164071",86,9,7,6,16,32,15,5,1,-,-,1,-,-,82,8,7,6,15,32,9
"S00164072",188,22,22,14,29,56,49,37,6,7,3,3,11,7,152,14,15,14,26,45,39
"S00164073",81,7,6,12,13,21,22,3,-,-,-,3,3,1,75,7,6,12,11,18,21
"S00164074",104,10,6,17,25,27,14,7,-,-,-,-,4,3,97,10,6,17,25,23,11
"S00164075",174,17,5,37,27,38,50,12,3,-,1,2,4,2,165,14,5,36,25,34,48
"S00164076",113,9,12,2,20,34,36,13,2,-,-,6,2,4,104,10,12,2,14,35,30
"S00164077",185,18,17,24,21,44,61,18,-,1,1,1,6,5,171,18,14,23,20,38,60
"S00164078",137,27,13,16,35,17,33,16,3,-,1,2,4,4,121,20,13,15,33,11,29
"S00164079",98,12,5,9,13,37,26,11,3,1,-,1,2,1,87,8,4,9,12,32,26
"S00164080",131,21,17,4,29,37,23,15,-,1,-,2,4,4,120,20,16,4,28,33,16
"S00164081",131,15,15,8,24,33,39,11,3,-,-,2,-,4,120,10,15,6,22,32,35
"S00164082",93,10,6,10,16,29,22,9,-,-,-,1,1,7,86,10,6,10,15,28,15
"S00164083",108,9,8,12,20,22,37,5,-,1,1,-,-,4,103,9,7,11,19,22,35
"S00164084",67,9,10,4,12,21,4,1,-,-,-,1,1,-,64,9,10,4,14,20,6
"S00164085",112,9,5,5,11,31,47,3,1,-,-,-,1,1,109,8,5,5,11,30,46
"S00164086",145,18,10,8,26,50,31,9,4,-,1,5,1,-,135,14,10,7,23,49,31
"S00164087",68,11,2,4,14,20,17,7,2,-,-,-,3,2,61,9,1,4,14,17,16
"S00164088",92,5,4,17,11,20,32,26,-,2,9,4,3,6,67,5,2,8,11,18,26
"S00164089",99,5,4,9,9,39,33,-,-,-,-,-,-,-,99,5,4,9,9,39,33
"S00164090",92,5,4,8,7,27,43,5,-,-,-,1,-,4,87,5,4,8,8,27,39
"S00164091",139,23,7,8,27,29,45,2,-,-,-,-,2,-,138,23,7,8,27,28,45
"S00164092",75,5,4,6,14,22,26,2,-,-,-,-,1,1,73,5,4,6,14,21,22
"S00164093",87,10,5,7,15,22,28,2,-,-,-,-,-,2,86,10,5,7,15,22,27
"S00164094",152,21,12,14,26,46,33,-,-,-,-,-,-,-,152,21,12,14,26,46,33
"S00164095",155,13,12,1,19,22,86,4,-,-,-,2,-,3,151,13,12,1,18,22,87
"S00164096",124,17,17,9,22,33,29,-,-,-,-,-,-,-,124,17,17,9,22,33,29
"S00164097",65,2,1,6,5,17,34,-,-,-,-,-,-,-,65,2,1,6,5,17,34
"S00164098",87,-,6,12,8,28,35,3,-,1,-,1,1,-,84,-,5,12,5,27,35
"S00164099",72,1,4,5,11,19,32,4,-,-,-,-,-,4,70,1,4,5,11,19,30
"S00164100",83,3,4,3,12,21,39,2,-,-,-,-,-,1,81,3,4,3,11,21,42
"S00164101",106,2,5,11,26,28,33,1,-,-,-,-,-,1,105,2,5,11,26,28,32
"S00164102",117,-,3,8,5,26,77,1,-,-,-,-,-,1,117,-,3,8,5,26,80
"S00164103",121,7,7,17,14,49,29,2,-,1,-,-,-,1,119,7,4,17,14,49,28
"S00164104",77,1,10,9,13,25,21,3,-,-,-,1,-,-,76,1,7,8,12,25,21
"S00164105",85,3,5,7,12,27,31,-,-,-,-,-,-,-,80,3,5,7,12,27,30
"S00164106",109,10,2,9,11,20,53,-,-,-,-,-,-,-,109,10,2,9,11,20,53
"S00164107",66,3,2,7,12,17,27,-,-,-,-,-,-,-,66,3,2,7,12,17,27
"S00164108",61,12,-,1,17,12,20,-,-,-,-,-,-,-,61,12,-,1,17,12,20
"S00164109",97,5,2,14,14,17,43,2,-,-,2,-,-,-,96,5,2,13,14,17,43
"S00164110",71,-,7,4,15,24,19,2,-,-,-,-,1,2,67,-,6,4,18,23,18
"S00164111",105,11,9,18,30,25,13,2,-,-,-,-,2,-,101,11,9,18,30,21,13
"S00164112",85,8,6,3,16,25,28,-,-,-,-,-,-,-,85,8,6,3,16,25,28
"S00164113",118,6,4,24,15,28,37,-,-,-,-,-,-,-,118,6,4,24,15,28,37
"S00164114",99,11,6,10,9,24,38,-,-,-,-,-,-,-,98,11,6,10,9,24,39
"S00164115",123,11,14,13,18,34,33,1,-,-,-,-,1,-,121,11,14,13,18,32,33
"S00164116",125,11,13,14,13,38,34,5,-,-,-,-,1,2,122,13,13,14,13,37,33
"S00164117",127,17,20,22,26,19,24,2,-,-,-,-,-,2,124,17,20,22,26,19,23
"S00164118",66,8,7,7,12,15,16,-,-,-,-,-,-,-,66,8,7,7,12,15,16
"S00164119",70,6,2,3,14,13,32,1,-,-,-,-,-,1,69,6,2,3,14,13,31
"S00164120",81,6,7,20,9,20,16,-,-,-,-,-,-,-,81,6,7,20,9,20,16
"S00164121",118,17,13,10,23,31,24,2,-,-,-,2,-,-,117,17,13,10,22,31,24
"S00164122",128,15,4,6,18,36,53,-,-,-,-,-,-,1,126,15,4,6,18,35,52
"S00164123",83,9,4,12,10,21,27,1,-,-,-,-,-,1,81,9,4,12,10,21,26
"S00164124",111,13,11,10,20,26,30,3,-,-,-,2,1,-,108,13,11,9,19,29,30
"S00164125",106,4,15,18,22,29,23,2,-,-,-,-,1,1,104,4,15,18,22,28,22
"S00164126",62,4,1,5,19,13,18,2,-,-,-,-,-,2,56,4,1,5,19,13,15
"S00164127",104,13,5,10,15,29,29,-,-,-,-,-,-,-,104,13,5,10,15,29,29
"S00164128",113,15,3,6,24,31,34,-,-,-,-,-,-,-,113,15,3,6,24,31,34
"S00164129",82,10,6,6,14,25,21,1,-,-,-,-,-,1,79,10,6,6,14,25,22
"S00164130",99,10,7,2,13,19,47,2,-,-,-,-,-,2,97,10,7,2,13,19,43
"S00164131",66,3,12,9,16,17,9,-,-,-,-,-,-,-,66,3,12,9,16,17,9
"S00164132",87,12,6,13,18,25,13,-,-,-,-,-,-,-,87,12,6,13,18,25,13
"S00164133",90,12,11,12,20,20,15,3,-,2,-,1,-,-,88,12,10,12,19,20,15
"S00164134",103,4,6,15,10,29,39,-,-,-,-,-,-,-,103,4,6,15,10,29,39
"S00164135",114,10,12,14,13,27,34,-,-,-,-,-,-,-,114,10,12,14,13,27,34
"S00164136",201,26,17,11,23,38,82,2,-,-,-,2,-,-,196,26,17,11,21,38,82
"S00164137",96,13,6,12,17,23,26,1,-,-,-,1,-,-,96,13,6,12,13,23,26
"S00164138",108,14,14,10,14,31,27,-,-,-,-,-,-,-,108,14,14,10,14,31,27
"S00164139",145,6,5,3,6,29,89,-,-,-,-,-,1,1,143,6,5,3,6,32,88
"S00164140",119,7,19,6,16,29,47,7,-,-,-,3,3,1,112,7,19,6,13,26,46
"S00164141",138,31,7,13,29,37,23,2,2,-,-,-,-,-,136,29,7,13,29,37,23
"S00164142",102,17,6,9,12,26,30,2,-,-,-,-,-,2,100,17,6,9,12,26,28
"S00164143",85,9,4,15,16,21,17,1,-,-,-,1,-,-,84,9,4,15,15,21,17
"S00164144",61,1,2,14,11,13,20,1,-,-,-,-,1,-,60,1,2,14,11,12,20
"S00164145",76,1,2,3,12,14,44,-,-,-,-,-,-,-,76,1,2,3,12,14,44
"S00164146",96,10,4,4,9,31,38,-,-,-,-,-,-,-,95,10,4,4,9,31,37
"S00164147",95,5,5,7,13,30,35,2,-,-,-,2,-,-,93,5,5,7,11,30,35
"S00164148",122,3,5,31,13,36,28,4,-,-,2,1,-,2,115,3,5,32,12,36,27
"S00164149",58,7,6,8,13,11,19,1,-,-,-,1,-,-,60,7,6,8,12,11,19
"S00164150",124,18,7,19,27,31,25,1,-,-,-,-,1,-,123,18,7,19,27,30,25
"S00164151",108,-,1,-,4,21,86,-,-,-,-,-,-,-,108,-,1,-,4,21,86
"S00164152",99,7,2,8,16,14,51,-,-,-,-,-,-,-,99,7,2,8,16,14,51
"S00164153",66,-,-,14,8,25,18,-,-,-,-,-,-,-,66,-,-,14,8,25,18
"S00164154",60,4,3,5,7,19,28,-,-,-,-,-,-,-,60,4,3,5,7,19,28
"S00164155",116,6,14,33,9,39,27,1,-,-,-,-,1,-,118,6,14,33,9,40,27
"S00164156",84,6,4,20,15,27,12,-,-,-,-,-,-,-,84,6,4,20,15,27,12
"S00164157",119,20,8,11,22,31,25,4,2,-,-,2,-,-,115,19,8,11,20,31,25
"S00164158",103,15,8,18,14,29,26,1,-,-,1,-,-,-,102,15,8,14,14,29,26
"S00164159",101,8,4,4,9,44,33,-,-,-,-,-,-,-,101,8,4,4,9,44,33
"S00164160",131,18,6,6,18,32,55,3,2,-,-,-,-,1,133,17,6,6,18,32,54
"S00164161",113,9,9,15,11,29,40,1,-,-,-,1,-,-,112,9,9,15,10,29,40
"S00164162",131,10,12,16,20,42,39,3,-,-,-,-,2,3,128,10,12,16,20,37,34
"S00164163",60,4,-,12,10,17,18,3,-,-,-,2,-,-,58,4,-,12,7,16,18
"S00164164",74,13,2,19,9,7,27,1,-,-,-,-,-,1,72,13,2,19,9,7,26
"S00164165",152,31,12,21,32,37,15,-,-,-,-,-,-,-,152,31,12,21,32,37,15
"S00164166",115,10,15,15,18,47,17,3,-,-,2,1,1,-,112,10,15,14,17,45,17
"S00164167",135,18,12,14,22,33,33,2,-,-,-,-,2,-,131,18,12,14,22,30,33
"S00164168",107,10,10,4,11,38,28,1,-,-,-,-,-,1,104,10,10,4,11,38,28
"S00164169",105,20,9,9,23,23,25,4,-,-,-,2,1,-,105,20,9,9,21,22,24
"S00164170",96,12,5,2,21,23,32,2,-,-,-,-,2,-,95,12,5,2,21,22,32
"S00164171",137,34,19,11,37,25,14,-,-,-,-,-,-,-,137,34,19,11,37,25,14
"S00164172",78,9,3,6,16,16,30,-,-,-,-,-,-,-,78,9,3,6,16,16,30
"S00164173",196,16,29,9,29,55,58,4,-,-,-,-,1,4,192,16,28,9,29,54,55
"S00164174",165,28,9,19,32,44,32,3,2,-,1,-,-,-,162,29,9,21,32,44,32
"S00164175",70,8,5,8,10,13,25,-,-,-,-,-,-,-,70,8,5,8,10,13,25
"S00164176",105,17,15,13,15,30,12,1,-,-,-,-,1,-,104,17,15,13,15,30,12
"S00164177",137,22,9,9,24,34,42,1,-,-,-,1,-,-,136,22,9,9,26,34,42
"S00164178",84,6,6,3,10,19,40,-,-,-,-,-,-,-,84,6,6,3,10,19,40
"S00164179",100,8,8,12,14,38,20,-,-,-,-,-,-,-,100,8,8,12,14,38,20
"S00164180",119,16,3,12,17,13,55,4,-,-,-,-,-,4,115,16,3,12,17,13,51
"S00164181",101,14,14,14,14,31,17,-,-,-,-,-,-,-,101,14,14,14,14,31,17
"S00164182",70,9,8,3,12,21,17,-,-,-,-,-,-,-,70,9,8,3,12,21,17
"S00164183",189,14,11,13,17,57,77,3,-,-,-,1,1,-,187,14,11,13,16,56,77
"S00164184",106,24,9,13,24,21,16,-,-,-,-,-,-,-,106,24,9,13,24,21,16
"S00164185",125,15,10,6,20,32,45,1,-,-,-,-,-,1,127,15,10,6,20,32,44
"S00164186",135,15,11,19,17,39,33,-,-,-,-,-,-,-,135,15,11,19,17,39,33
"S00164187",119,15,7,18,24,29,28,1,-,-,-,-,-,1,116,15,7,18,24,29,25
"S00164188",76,9,7,9,6,26,24,3,1,-,1,-,-,2,73,8,7,8,6,26,23
"S00164189",172,22,10,13,25,37,68,1,-,-,-,-,-,1,171,22,10,13,25,37,66
"S00164190",116,17,12,9,33,32,15,-,-,-,-,-,1,1,116,17,12,9,33,30,14
"S00164191",84,15,11,17,13,19,8,-,-,-,-,-,-,-,84,15,11,17,13,19,8
"S00164192",88,13,4,2,16,20,34,1,-,-,-,-,-,1,87,13,4,2,16,20,33
"S00164193",76,14,3,11,12,19,20,-,-,-,-,-,-,-,76,14,3,11,12,19,20
"S00164194",95,12,8,10,14,32,19,2,-,-,-,-,2,-,93,12,8,8,14,31,19
"S00164195",101,26,12,20,16,20,10,2,-,-,-,2,-,1,99,26,12,20,16,20,9
"S00164196",121,16,19,10,17,30,25,-,-,-,-,-,-,-,121,16,19,10,17,30,25
"S00164197",101,7,7,3,5,27,47,-,-,-,-,-,-,-,101,7,7,3,5,27,47
"S00164198",87,6,5,15,10,28,28,-,-,-,-,-,-,-,87,6,5,15,10,28,28
"S00164199",136,6,5,8,11,35,64,4,-,-,-,1,-,1,134,6,5,8,13,35,67
"S00164200",142,8,9,16,14,43,48,1,-,-,-,-,-,1,141,8,9,16,14,43,47
"S00164201",143,18,8,15,35,31,34,2,-,-,-,-,-,2,142,18,8,15,35,31,33
"S00164202",94,14,6,10,14,30,21,-,-,-,-,-,-,-,94,14,6,10,14,30,21
"S00164203",176,38,25,23,37,27,19,1,-,1,-,1,-,-,174,38,24,23,36,27,19
"S00164204",86,11,8,16,14,22,15,-,-,-,-,-,-,-,86,11,8,16,14,22,15
"S00164205",110,25,6,7,14,21,35,1,-,-,-,-,-,1,106,25,6,7,14,21,34
"S00164206",132,5,9,15,17,43,43,1,-,-,-,-,-,1,131,5,9,15,17,43,42
"S00164207",77,-,10,4,6,31,28,-,-,-,-,-,-,-,77,-,10,4,6,31,28
"S00164208",135,32,12,7,37,28,19,-,-,-,-,-,-,-,135,32,12,7,37,28,19
"S00164209",125,21,6,29,37,20,8,2,-,-,1,1,-,-,123,21,6,28,36,20,8
"S00164210",111,14,9,15,17,30,26,-,-,-,-,-,-,-,110,14,9,15,17,30,25
"S00164211",97,8,10,7,15,15,38,1,-,-,-,-,-,1,100,8,10,7,15,15,37
"S00164212",103,22,8,25,27,17,4,-,-,-,-,-,-,-,103,22,8,25,27,17,4
"S00164213",83,-,2,1,9,22,53,-,-,-,-,-,-,-,83,-,2,1,9,22,53
"S00164214",130,21,15,20,15,36,16,-,-,-,-,-,-,-,130,21,15,20,15,36,16
"S00164215",84,6,7,9,12,22,28,-,-,-,-,-,-,-,84,6,7,9,12,22,28
"S00164216",105,10,18,12,13,38,15,4,-,-,-,-,-,4,104,10,18,12,13,38,13
"S00164217",145,29,9,17,29,23,38,-,-,-,-,-,-,-,145,29,9,17,29,23,38
"S00164218",127,20,11,27,24,19,21,-,-,-,-,-,-,-,127,20,11,27,24,19,21
"S00164219",150,21,22,8,28,45,23,2,-,-,-,2,-,-,149,21,22,8,27,45,23
"S00164220",152,25,13,19,28,36,29,5,-,-,-,1,2,-,147,20,13,19,27,34,29
"S00164221",101,7,11,9,23,37,21,2,-,-,-,-,-,2,100,7,11,9,23,37,20
"S00164222",173,23,19,22,21,37,51,4,1,1,2,-,-,-,169,22,18,20,21,37,51
"S00164223",131,9,7,24,24,33,35,4,-,-,-,2,-,-,127,9,7,24,22,31,35
"S00164224",96,16,7,3,19,23,24,-,-,-,-,-,-,-,96,16,7,3,19,23,24
"S00164225",78,7,15,12,11,26,11,2,-,-,-,-,2,-,76,7,15,12,11,24,11
"S00164226",122,15,6,7,18,33,47,4,-,-,-,2,-,-,122,13,6,7,16,33,47
"S00164227",122,18,5,5,32,26,34,1,-,-,-,-,1,-,121,18,5,5,32,28,34
"S00164228",96,6,6,17,17,33,14,1,1,-,-,-,-,-,93,6,6,17,17,33,14
"S00164229",134,19,19,18,28,22,31,4,2,-,-,4,-,-,130,18,19,17,26,22,31
"S00164230",140,13,9,11,19,54,33,3,-,-,1,-,-,2,136,13,9,13,19,54,31
"S00164231",71,8,11,3,11,17,21,-,-,-,-,-,-,-,71,8,11,3,11,17,21
"S00164232",160,26,27,20,24,33,30,1,-,-,-,1,-,-,159,26,27,20,23,33,30
"S00164233",82,6,7,3,18,16,35,1,-,-,-,-,-,1,83,6,7,3,18,16,35
"S00164234",79,4,7,14,30,14,14,1,-,-,-,-,-,1,78,4,7,14,30,14,13
"S00164235",69,3,5,5,5,17,35,-,-,-,-,-,-,-,69,3,5,5,5,17,35
"S00164236",114,9,24,17,15,35,14,2,-,2,-,-,-,-,112,9,24,17,15,35,14
"S00164237",73,3,6,10,6,31,18,-,-,-,-,-,-,-,73,3,6,10,6,31,18
"S00164238",160,21,19,17,25,35,39,1,-,-,-,1,-,1,158,21,19,17,28,35,38
"S00164239",111,10,7,10,21,27,29,-,-,-,-,-,-,-,111,10,7,10,21,27,29
"S00164240",137,20,15,6,21,34,37,-,-,-,-,-,-,-,137,20,15,6,21,34,37
"S00164241",156,18,11,30,29,36,32,5,-,-,-,2,-,1,153,18,11,30,27,36,31
"S00164242",80,12,10,15,13,19,14,-,-,-,-,-,-,-,80,12,10,15,13,19,14
"S00164243",78,9,7,10,13,24,15,2,-,-,-,2,1,-,76,9,7,10,12,23,15
"S00164244",61,1,6,-,5,1,50,-,-,-,-,-,-,-,61,1,6,-,5,1,50
"S00164245",73,8,11,10,16,26,5,-,-,-,-,-,-,-,73,8,11,10,16,26,5
"S00164246",70,13,5,13,15,11,12,1,-,-,-,1,-,-,68,13,5,13,10,11,12
"S00164247",107,4,11,18,20,20,36,6,-,1,1,1,2,-,100,4,10,15,19,18,35
"S00164248",106,7,9,5,19,34,32,1,-,-,-,-,1,-,105,7,9,5,19,33,32
"S00164249",149,22,11,23,22,38,33,1,-,-,-,-,1,-,148,22,11,23,22,39,33
"S00164250",90,28,12,12,19,6,12,-,-,-,-,-,-,-,90,28,12,12,19,6,12
"S00164251",59,5,5,3,8,16,19,1,-,-,-,-,-,1,55,5,5,3,8,16,19
"S00164252",133,14,9,24,19,39,26,-,-,-,-,-,-,-,133,14,9,24,19,39,26
"S00164253",74,4,3,12,8,21,30,1,-,-,-,-,1,-,73,4,3,12,8,21,30
"S00164254",103,15,12,17,21,27,11,2,-,-,-,1,2,-,101,15,12,17,20,26,11
"S00164255",123,1,4,5,-,32,85,-,-,-,-,-,-,-,123,1,4,5,-,32,85
"S00164256",116,13,10,18,14,32,31,-,-,-,-,-,-,-,116,13,10,18,14,32,31
"S00164257",110,17,6,6,17,23,35,-,-,-,-,-,-,-,110,17,6,6,17,23,35
"S00164258",137,16,15,12,23,27,45,-,-,-,-,-,-,-,137,16,15,12,23,27,45
"S00164259",80,4,6,2,19,21,28,1,-,-,-,-,1,-,79,4,6,2,19,18,28
"S00164260",71,3,6,17,12,17,16,5,-,-,3,1,1,-,66,3,6,14,11,16,16
"S00164261",112,14,5,19,15,21,39,3,-,1,-,1,-,1,108,13,4,19,14,21,37
"S00164262",83,11,11,11,21,19,10,1,-,-,-,-,1,-,82,11,11,11,21,18,10
"S00164263",162,11,16,19,14,65,39,4,2,-,-,-,2,-,158,8,16,19,14,62,39
"S00164264",101,15,10,14,22,21,19,-,-,-,-,-,-,-,101,15,10,14,22,21,19
"S00164265",94,5,14,14,13,25,21,1,-,-,-,-,1,-,91,5,14,14,13,24,21
"S00164266",73,3,4,16,8,25,18,-,-,-,-,-,-,-,73,3,4,16,8,25,18
"S00164267",120,30,24,21,25,20,3,8,3,-,2,-,-,-,114,27,24,19,25,16,3
"S00164268",66,8,1,18,19,7,10,4,1,1,-,1,-,-,63,7,-,18,18,7,10
"S00164269",76,2,8,10,8,27,22,-,-,-,-,-,-,-,76,2,8,10,8,27,22
"S00164270",63,4,9,3,15,20,10,-,-,-,-,-,-,-,63,4,9,3,15,20,10
"S00164271",134,18,15,12,33,26,30,1,-,-,-,-,-,1,133,18,15,12,33,26,29
"S00164272",103,4,2,8,12,38,32,-,-,-,-,-,-,-,103,4,2,8,12,38,32
"S00164273",115,8,7,7,9,47,38,4,-,-,-,-,1,1,113,8,7,7,9,46,37
"S00164274",84,6,4,22,14,24,14,4,1,-,2,1,-,-,77,3,4,20,13,24,14
"S00164275",65,8,7,7,19,13,10,2,-,1,-,1,-,-,63,8,7,7,18,13,10
"S00164276",92,7,10,22,15,23,15,1,-,-,-,-,1,-,91,7,10,22,15,22,15
"S00164277",106,19,13,7,14,22,28,-,-,-,-,-,-,-,106,19,13,7,14,22,28
"S00164278",82,2,4,-,6,12,59,1,-,1,-,-,-,-,81,2,3,-,6,12,59
"S00164279",122,17,10,15,15,19,44,5,-,-,1,-,-,3,119,17,10,12,15,19,42
"S00164280",144,26,23,18,20,35,22,2,-,1,-,-,-,-,142,26,22,18,20,35,21
"S00164281",180,14,25,7,28,62,41,3,-,-,-,-,1,2,177,14,25,7,28,61,42
"S00164282",86,14,6,15,12,26,14,2,-,1,-,-,1,-,84,14,6,15,12,25,14
"S00164283",114,-,1,5,5,37,65,3,-,-,-,-,-,3,111,-,1,5,5,37,62
"S00164284",101,13,5,17,18,37,11,1,-,-,1,-,-,-,100,13,5,16,18,37,11
"S00164285",139,23,15,20,29,36,16,2,-,-,-,2,2,-,137,23,15,20,28,35,16
"S00164286",91,9,12,11,18,26,14,-,-,-,-,-,-,-,91,9,12,11,18,26,14
"S00164287",116,25,6,26,24,17,18,-,-,-,-,-,-,-,116,25,6,26,24,17,18
"S00164288",90,4,11,7,25,27,15,-,-,-,-,-,-,-,90,4,11,7,25,27,15
"S00164289",208,28,21,9,31,31,90,3,-,-,-,3,-,-,208,28,21,9,29,31,90
"S00164290",83,5,4,13,7,29,26,-,-,-,-,-,-,-,83,5,4,13,7,29,26
"S00164291",98,13,8,12,20,36,9,1,-,-,1,-,-,-,97,13,8,11,20,36,9
"S00164292",124,13,10,23,30,19,27,2,-,-,-,-,-,2,121,13,10,23,30,19,26
"S00164293",154,22,21,20,26,27,39,-,-,-,-,-,-,-,154,22,21,20,26,27,39
"S00164294",80,4,5,8,21,24,19,-,-,-,-,-,-,-,80,4,5,8,21,24,19
"S00164295",97,3,1,17,12,29,35,1,1,-,-,-,-,-,92,1,1,17,12,29,35
"S00164296",115,11,8,17,18,29,31,5,-,2,1,1,-,-,110,11,6,16,18,29,30
"S00164297",101,17,7,17,28,20,12,1,-,-,-,1,-,-,100,17,7,17,27,20,12
"S00164298",96,10,5,19,15,29,18,2,-,-,2,2,-,-,93,10,5,17,10,29,18
"S00164299",70,10,8,9,14,22,9,2,-,-,-,-,-,2,69,10,8,9,14,22,8
"S00164300",100,18,8,13,20,25,16,-,-,-,-,-,-,-,100,18,8,13,20,25,16
"S00164301",239,51,33,14,64,63,14,1,1,-,-,-,-,-,238,50,33,14,64,63,14
"S00164302",94,10,13,28,23,10,12,2,-,-,-,2,-,1,92,10,13,28,22,10,11
"S00164303",89,9,15,14,16,31,5,1,1,-,-,-,-,-,88,6,15,14,16,31,5
"S00164304",78,2,12,13,12,20,15,-,-,-,-,-,-,-,78,2,12,13,12,20,15
"S00164305",117,20,16,15,17,33,16,4,-,1,-,-,-,1,115,20,15,15,17,33,16
"S00164306",87,8,5,17,9,28,19,1,-,-,-,1,-,-,86,8,5,17,8,28,19
"S00164307",98,7,1,17,18,22,27,2,-,-,2,-,-,-,97,7,1,16,18,22,27
"S00164308",194,37,15,30,26,54,32,1,-,-,-,-,1,-,193,37,15,30,26,53,32
"S00164309",143,17,13,15,27,36,35,-,-,-,-,-,-,-,143,17,13,15,27,36,35
"S00164310",125,15,11,14,11,37,34,-,-,-,-,-,-,-,125,15,11,14,11,37,34
"S00164311",108,12,6,17,16,33,24,-,-,-,-,-,-,-,108,12,6,17,16,33,24
"S00164312",126,17,11,16,20,22,40,3,-,-,1,1,-,-,124,17,11,15,19,22,40
"S00164313",99,-,-,3,3,28,61,1,-,-,-,-,-,1,98,-,-,3,3,28,60
"S00164314",102,13,6,16,28,26,14,-,-,-,-,-,-,-,101,13,6,16,28,24,14
"S00164315",81,22,12,10,18,13,9,3,-,-,-,2,-,4,77,22,12,10,17,13,6
"S00164316",120,23,7,12,26,31,21,1,-,1,-,-,-,-,119,23,7,12,26,31,21
"S00164317",158,35,20,17,34,34,18,-,-,-,-,-,-,-,157,34,20,17,34,34,18
"S00164318",80,16,11,7,15,16,15,2,-,-,2,-,-,-,74,16,11,5,15,16,15
"S00164319",76,11,5,12,11,19,21,-,-,-,-,-,-,-,76,11,5,12,11,19,21
"S00164320",107,25,14,10,15,35,5,-,-,-,-,-,-,-,107,25,14,10,15,35,5
"S00164321",93,6,18,9,22,27,14,4,1,1,-,-,-,-,89,6,13,9,21,26,14
"S00164322",173,25,12,24,44,42,26,11,3,1,1,6,-,-,162,22,13,23,36,42,26
"S00164323",142,28,15,23,22,33,21,1,-,-,-,-,1,-,141,28,15,23,22,32,21
"S00164324",140,24,22,18,24,35,26,-,-,-,-,-,-,-,140,24,22,18,24,35,26
"S00164325",78,3,2,18,17,23,12,2,-,-,2,-,-,-,76,3,2,16,17,23,12
"S00164326",129,33,25,6,30,28,4,-,2,-,-,-,-,2,128,32,25,6,30,28,3
"S00164327",115,24,13,20,13,28,16,1,-,-,-,-,-,1,114,24,13,20,13,28,15
"S00164328",74,6,7,20,9,24,7,-,-,-,-,-,-,-,74,6,7,20,9,24,7
"S00164329",95,12,6,22,18,15,21,2,1,-,-,-,1,-,94,11,6,22,18,14,21
"S00164330",56,4,2,15,7,15,10,-,-,-,-,-,-,-,56,4,2,15,7,15,10
"S00164331",89,6,8,15,10,29,22,-,-,-,-,-,-,-,89,6,8,15,10,29,22
"S00164332",103,19,10,13,18,28,15,3,4,1,-,-,-,-,100,17,9,13,18,28,15
"S00164333",101,11,11,22,24,15,18,-,-,-,-,-,-,-,101,11,11,22,24,15,18
"S00164334",83,18,12,13,18,19,3,1,2,-,1,-,-,-,80,18,12,12,18,19,3
"S00164335",68,5,3,13,15,19,12,5,-,-,3,3,-,-,63,5,3,8,13,19,12
"S00164336",115,14,10,16,28,26,21,3,1,-,1,-,-,-,113,13,10,16,28,26,21
"S00164337",87,12,15,14,20,17,8,1,-,1,-,-,-,-,82,12,11,14,20,17,8
"S00164338",60,6,5,11,12,17,9,2,1,-,2,-,-,-,55,5,5,10,12,17,9
"S00164339",169,24,18,20,30,43,38,-,-,-,-,-,-,-,169,24,18,20,30,43,38
"S00164340",82,15,12,8,12,16,19,1,1,-,-,-,-,-,81,14,12,8,12,16,19
"S00164341",113,5,11,17,34,24,22,6,-,1,-,3,-,-,109,5,10,17,31,24,22
"S00164342",95,16,9,15,19,17,19,-,-,-,-,-,-,-,95,16,9,15,19,17,19
"S00164343",105,19,12,17,14,29,18,1,-,-,-,-,1,-,104,19,12,17,14,28,18
"S00164344",72,1,3,3,13,23,30,4,-,-,-,2,2,-,68,1,3,3,11,21,30
"S00164345",93,12,8,26,16,19,12,4,1,-,1,-,-,-,91,11,8,23,16,19,12
"S00164346",140,19,9,19,28,32,30,4,1,-,1,1,1,-,136,18,9,20,27,30,30
"S00164347",150,41,27,13,32,20,18,1,1,-,-,-,-,-,148,38,27,13,32,20,18
"S00164348",110,6,6,17,21,26,32,1,-,-,-,1,-,-,109,6,6,17,19,26,32
"S00164349",106,12,12,13,14,21,34,2,-,2,-,-,-,-,104,12,11,13,14,21,33
"S00164350",99,16,7,19,15,34,11,-,-,-,-,-,-,-,98,16,7,18,15,34,11
