Scotland's Census 2022 - National Records of Scotland
Table UV206 - Passports held
All people

,"All people","Europe: Total","Europe: United Kingdom","Europe: Ireland","Europe: EU member countries","Europe: Rest of Europe","Africa","Middle East and Asia","Antarctica and Oceania","No Passport","The Americas and the Caribbean"
"S00144692",83,76,56,5,17,-,-,-,-,5,3
"S00144693",124,108,87,-,21,-,-,4,-,12,-
"S00144694",110,107,96,6,2,-,-,3,-,5,-
"S00144695",135,100,92,1,7,-,-,-,-,35,-
"S00144696",127,121,113,4,1,-,-,-,1,2,3
"S00144697",81,65,55,-,11,-,-,3,-,9,1
"S00144698",80,64,41,-,22,2,4,2,1,10,-
"S00144699",115,90,83,-,9,2,5,6,-,14,-
"S00144700",129,106,99,1,6,-,-,1,-,21,-
"S00144701",80,65,58,-,7,-,1,-,-,12,-
"S00144702",147,133,104,4,22,-,-,3,-,11,-
"S00144703",113,92,67,-,23,1,-,5,-,16,-
"S00144704",80,65,64,-,1,-,-,-,-,15,-
"S00144705",197,176,175,3,3,-,-,-,-,17,-
"S00144706",148,124,118,-,6,-,-,1,-,26,-
"S00144707",111,94,89,-,4,-,-,2,-,16,-
"S00144708",132,118,119,-,3,-,-,2,-,8,-
"S00144709",109,94,83,-,7,-,1,6,-,8,-
"S00144710",87,73,71,-,2,-,1,-,-,9,-
"S00144711",78,66,54,2,9,2,-,6,-,6,-
"S00144712",126,118,117,1,-,-,-,-,-,7,1
"S00144713",152,135,128,2,6,-,-,9,-,10,1
"S00144714",142,131,126,2,2,2,-,-,3,6,-
"S00144715",125,100,91,-,6,-,1,7,-,17,-
"S00144716",115,97,89,3,6,-,-,2,-,11,-
"S00144717",136,113,107,-,2,1,2,3,-,19,-
"S00144718",90,70,66,-,1,-,-,2,-,25,-
"S00144719",177,143,143,-,-,-,-,1,-,32,2
"S00144720",86,79,73,5,2,-,-,2,-,12,-
"S00144721",170,161,136,7,16,2,1,-,-,2,5
"S00144722",102,90,73,4,13,-,1,-,-,7,1
"S00144723",178,165,135,-,29,1,2,-,-,9,-
"S00144724",134,127,114,5,8,-,-,-,-,6,1
"S00144725",76,65,65,-,-,-,-,-,-,8,-
"S00144726",166,154,145,4,1,4,-,-,-,3,2
"S00144727",113,105,105,-,-,-,-,-,-,8,-
"S00144728",150,102,94,-,12,-,4,3,-,36,1
"S00144729",85,72,67,-,5,-,-,-,-,13,-
"S00144730",119,110,95,1,8,2,-,3,-,6,4
"S00144731",133,115,103,-,10,-,1,1,4,11,-
"S00144732",111,86,80,-,7,-,9,7,-,12,-
"S00144733",149,121,85,1,35,-,3,10,2,19,1
"S00144734",84,72,59,1,10,3,2,1,-,10,1
"S00144735",142,136,131,4,1,-,2,2,-,4,1
"S00144736",124,114,105,3,6,-,-,-,-,6,-
"S00144737",189,179,178,1,-,-,-,4,-,2,1
"S00144738",111,90,73,-,17,-,1,6,-,13,-
"S00144739",125,90,82,-,11,-,-,8,-,27,-
"S00144740",63,53,49,-,4,-,3,4,-,4,-
"S00144741",89,82,65,8,9,-,-,1,-,1,5
"S00144742",110,91,70,2,15,-,-,8,1,12,-
"S00144743",107,93,73,2,18,-,-,2,-,9,3
"S00144744",126,95,79,-,15,1,4,11,-,18,-
"S00144745",110,76,67,-,12,-,-,8,-,23,1
"S00144746",135,100,82,-,18,-,-,7,-,24,1
"S00144747",62,36,30,-,1,-,4,-,-,25,-
"S00144748",67,54,42,-,12,-,-,-,-,13,-
"S00144749",91,79,66,-,13,-,1,-,-,11,-
"S00144750",107,75,58,1,20,-,-,3,-,24,-
"S00144751",112,109,103,3,1,-,-,-,1,4,-
"S00144752",113,102,88,9,2,-,-,-,-,9,-
"S00144753",130,117,111,2,1,1,-,-,-,14,2
"S00144754",129,122,113,6,3,-,2,1,-,4,-
"S00144755",84,62,42,2,18,-,2,4,-,17,-
"S00144756",74,58,58,-,-,-,-,1,-,13,-
"S00144757",130,127,120,2,5,-,-,-,-,4,1
"S00144758",129,125,116,1,8,-,-,-,1,2,2
"S00144759",110,96,87,4,5,-,-,5,-,5,4
"S00144760",65,51,51,-,-,-,-,-,-,13,-
"S00144761",124,81,64,2,16,-,4,19,-,21,1
"S00144762",76,61,60,-,1,-,-,-,-,11,4
"S00144763",101,74,55,-,14,-,6,4,-,21,-
"S00144764",82,64,54,3,5,2,-,4,-,6,5
"S00144765",84,77,71,2,-,4,1,5,-,1,1
"S00144766",133,79,72,2,9,-,5,9,-,37,-
"S00144767",119,77,61,-,19,-,8,13,-,25,1
"S00144768",97,81,74,-,7,-,5,4,-,3,-
"S00144769",106,95,90,-,5,-,-,-,-,11,-
"S00144770",102,92,77,-,15,-,-,2,-,7,-
"S00144771",113,108,102,2,5,-,-,-,-,3,-
"S00144772",121,94,69,-,22,-,-,3,6,16,1
"S00144773",116,88,83,-,5,-,-,-,-,27,-
"S00144774",119,98,83,-,12,-,-,2,-,19,-
"S00144775",77,51,33,-,18,-,-,-,-,22,5
"S00144776",149,84,69,-,15,-,21,5,-,40,-
"S00144777",149,124,94,1,25,-,3,4,-,14,3
"S00144778",167,148,142,-,5,-,-,3,-,15,-
"S00144779",94,72,64,-,8,-,-,4,-,14,2
"S00144780",127,123,116,3,4,-,-,-,-,1,3
"S00144781",96,90,87,1,2,-,-,1,-,5,-
"S00144782",89,64,61,4,1,-,8,2,1,14,-
"S00144783",112,80,63,-,15,2,-,12,-,6,14
"S00144784",146,122,93,-,26,4,-,5,-,17,2
"S00144785",105,71,61,-,10,-,-,10,-,24,1
"S00144786",156,114,81,-,32,1,-,-,-,44,-
"S00144787",132,92,69,-,21,2,5,9,-,24,-
"S00144788",149,75,55,-,24,-,4,13,-,48,-
"S00144789",71,55,55,-,-,-,-,-,-,20,-
"S00144790",170,110,85,1,24,-,2,10,-,48,4
"S00144791",77,34,22,1,8,-,17,2,-,23,-
"S00144792",122,105,93,1,12,3,-,2,-,18,-
"S00144793",114,68,43,-,24,1,5,3,-,37,1
"S00144794",109,99,90,-,5,-,-,-,-,12,-
"S00144795",111,92,82,2,7,1,-,5,-,14,-
"S00144796",118,83,60,-,26,-,2,6,-,29,-
"S00144797",124,97,82,2,13,-,-,5,-,21,2
"S00144798",102,82,67,3,4,1,5,8,-,11,-
"S00144799",104,82,58,-,24,-,2,-,-,20,-
"S00144800",99,97,94,-,2,-,-,1,-,1,-
"S00144801",110,95,80,-,15,-,-,6,-,11,-
"S00144802",140,101,64,-,35,1,12,3,-,24,-
"S00144803",93,81,76,-,2,4,-,3,-,7,-
"S00144804",77,64,62,-,4,-,-,7,-,6,-
"S00144805",111,108,104,-,5,-,-,-,-,3,-
"S00144806",142,109,86,1,18,4,3,9,-,21,1
"S00144807",73,48,37,1,7,-,2,-,-,27,-
"S00144808",92,54,41,2,10,1,3,2,-,30,-
"S00144809",162,154,149,1,4,-,-,-,-,6,1
"S00144810",135,133,128,1,2,-,-,2,-,2,-
"S00144811",96,67,55,1,8,-,-,7,-,22,-
"S00144812",98,70,68,-,1,-,-,8,-,20,-
"S00144813",88,51,25,-,24,-,6,5,-,28,-
"S00144814",126,122,115,-,6,-,-,-,-,4,-
"S00144815",56,50,48,-,1,-,-,-,-,10,-
"S00144816",88,66,65,-,1,-,-,6,1,16,1
"S00144817",76,74,68,-,2,-,-,-,-,5,-
"S00144818",73,47,41,-,6,-,1,2,-,20,-
"S00144819",63,47,40,-,5,-,-,-,-,21,-
"S00144820",118,103,87,4,12,-,2,3,-,10,-
"S00144821",166,150,142,1,7,-,-,4,1,8,3
"S00144822",128,80,55,-,23,1,4,-,-,42,-
"S00144823",84,71,65,1,5,-,-,3,-,13,-
"S00144824",113,98,75,2,22,-,-,4,-,8,-
"S00144825",100,75,60,-,15,-,-,1,-,21,1
"S00144826",101,69,51,-,17,-,10,5,-,15,1
"S00144827",104,100,96,2,2,-,-,1,-,3,-
"S00144828",81,51,42,2,7,-,-,-,-,29,-
"S00144829",87,63,58,-,4,1,9,-,1,15,1
"S00144830",138,130,124,1,1,-,-,-,-,11,-
"S00144831",76,49,38,-,11,-,2,5,-,21,-
"S00144832",198,155,147,5,3,-,-,1,-,42,-
"S00144833",113,71,45,3,23,-,-,2,-,35,1
"S00144834",128,108,91,-,11,-,-,3,-,15,-
"S00144835",108,78,58,-,14,1,1,-,-,30,-
"S00144836",110,85,61,-,23,-,3,4,-,17,-
"S00144837",110,99,92,-,10,-,1,-,-,8,-
"S00144838",113,81,59,-,22,-,-,4,-,28,-
"S00144839",102,88,86,2,3,-,1,-,-,15,1
"S00144840",115,67,62,-,6,-,17,4,-,27,-
"S00144841",128,121,115,2,4,-,-,1,-,8,1
"S00144842",104,81,69,-,12,-,-,-,-,24,-
"S00144843",132,80,61,-,19,-,3,-,-,49,-
"S00144844",235,222,207,-,13,-,-,1,-,11,2
"S00144845",97,69,31,1,36,1,-,5,-,23,-
"S00144846",124,114,110,3,1,-,-,-,-,8,2
"S00144847",105,87,67,3,12,3,-,3,-,15,-
"S00144848",101,84,71,-,12,1,1,3,1,12,-
"S00144849",92,65,53,4,10,-,4,5,-,17,1
"S00144850",115,88,76,-,12,-,-,4,-,20,2
"S00144851",70,52,39,6,7,-,-,-,-,18,-
"S00144852",120,96,66,-,29,1,-,-,-,24,-
"S00144853",96,59,34,-,25,-,18,7,-,6,1
"S00144854",93,61,47,2,12,1,14,9,-,5,1
"S00144855",106,72,31,-,42,-,4,11,-,18,-
"S00144856",105,98,98,-,-,-,-,-,-,7,-
"S00144857",109,79,41,-,37,1,6,-,-,24,-
"S00144858",86,64,59,1,4,-,6,-,-,16,-
"S00144859",136,118,99,1,19,1,1,5,-,10,2
"S00144860",199,187,177,5,5,-,-,-,-,11,1
"S00144861",101,85,75,-,8,-,-,12,-,6,-
"S00144862",74,41,35,-,10,-,4,-,-,28,-
"S00144863",84,63,48,-,15,-,-,-,-,21,-
"S00144864",128,80,68,-,10,2,-,18,-,28,1
"S00144865",103,85,66,-,19,-,-,8,-,7,3
"S00144866",131,124,125,-,2,-,-,-,-,6,-
"S00144867",1716,1079,876,40,146,21,59,476,-,58,41
"S00144868",96,61,44,-,17,-,-,-,-,35,-
"S00144869",118,112,105,4,4,-,-,-,-,6,-
"S00144870",87,81,83,-,2,-,-,2,-,4,-
"S00144871",76,72,72,-,-,-,-,-,-,4,-
"S00144872",70,53,44,-,8,2,-,5,-,12,-
"S00144873",116,76,63,2,10,-,1,21,-,17,-
"S00144874",134,131,128,4,-,-,2,-,-,1,2
"S00144875",134,127,124,-,3,-,-,-,2,3,3
"S00144876",111,74,46,-,28,-,4,-,-,36,-
"S00144877",93,66,55,-,14,-,-,6,-,21,-
"S00144878",122,82,69,-,13,-,-,-,-,38,2
"S00144879",418,360,323,-,37,3,3,40,-,6,8
"S00144880",99,75,64,2,9,-,4,6,-,18,-
"S00144881",99,64,39,1,24,-,7,2,-,28,-
"S00144882",61,44,29,1,14,-,4,-,1,13,-
"S00144883",113,109,108,-,1,-,-,-,-,4,-
"S00144884",98,64,58,-,5,-,2,-,-,31,1
"S00144885",131,121,117,-,3,-,-,-,-,5,4
"S00144886",105,88,80,-,8,-,-,-,-,17,-
"S00144887",142,116,89,1,26,-,4,1,-,23,-
"S00144888",66,59,37,1,21,-,-,2,-,5,1
"S00144889",115,109,105,3,1,-,-,2,-,7,-
"S00144890",66,43,28,-,10,-,-,4,-,18,1
"S00144891",88,86,78,2,3,-,-,-,-,7,-
"S00144892",92,86,84,1,-,-,-,-,-,5,-
"S00144893",145,138,129,1,8,-,-,-,-,7,-
"S00144894",90,52,48,-,4,-,4,1,-,30,4
"S00144895",84,56,47,3,5,1,13,-,-,13,2
"S00144896",63,38,31,-,4,-,1,2,-,25,-
"S00144897",109,89,63,-,16,6,-,1,-,14,6
"S00144898",105,67,51,-,12,-,3,7,-,26,1
"S00144899",127,118,114,-,4,-,-,1,-,7,-
"S00144900",65,61,53,3,6,-,-,-,-,7,-
"S00144901",145,137,130,1,8,-,-,-,4,8,-
"S00144902",81,65,62,2,3,-,-,4,-,11,-
"S00144903",131,111,101,-,10,-,-,-,-,21,-
"S00144904",94,75,50,-,24,1,1,5,-,12,1
"S00144905",143,135,128,5,2,-,-,-,-,6,-
"S00144906",79,62,52,-,2,6,5,8,-,4,-
"S00144907",90,83,81,-,-,-,1,-,-,6,-
"S00144908",99,71,64,-,7,-,1,6,-,20,1
"S00144909",140,117,103,-,14,-,-,11,-,12,-
"S00144910",118,92,86,-,6,-,2,3,-,17,-
"S00144911",95,66,58,-,6,-,-,-,-,29,-
"S00144912",129,77,60,-,17,-,1,2,-,49,-
"S00144913",85,52,37,1,14,-,-,3,-,29,2
"S00144914",85,63,34,-,29,-,-,3,-,18,1
"S00144915",96,90,86,1,-,1,-,3,-,2,-
"S00144916",81,54,41,-,14,-,-,6,-,21,-
"S00144917",130,103,84,-,19,-,4,9,-,14,-
"S00144918",110,81,66,-,14,-,9,5,-,18,-
"S00144919",128,105,84,1,16,1,-,2,-,23,-
"S00144920",181,125,116,-,7,-,4,-,-,56,-
"S00144921",95,62,40,-,22,-,1,7,-,24,3
"S00144922",167,138,120,-,17,1,1,10,-,16,3
"S00144923",115,103,101,1,1,-,-,7,-,6,-
"S00144924",123,100,79,-,17,1,-,6,-,22,2
"S00144925",109,80,47,1,29,-,3,-,-,26,-
"S00144926",107,86,68,-,15,-,-,6,1,13,-
"S00144927",92,82,67,-,11,1,-,1,-,7,-
"S00144928",139,131,120,-,9,-,-,1,-,7,-
"S00144929",158,151,140,4,7,-,-,2,-,4,1
"S00144930",111,97,98,1,5,-,-,2,-,8,-
"S00144931",88,83,74,-,8,-,-,-,-,4,1
"S00144932",96,78,62,1,17,2,-,2,-,15,1
"S00144933",106,96,96,-,-,-,-,-,2,9,-
"S00144934",124,97,86,1,9,-,2,1,-,23,-
"S00144935",86,62,50,-,12,-,2,-,-,22,-
"S00144936",144,106,95,-,11,-,-,3,-,34,1
"S00144937",125,106,106,-,-,-,-,1,-,21,1
"S00144938",126,94,76,-,21,1,6,3,-,22,1
"S00144939",136,124,115,4,2,5,-,2,2,9,-
"S00144940",116,87,69,-,19,1,11,2,-,16,-
"S00144941",168,120,111,-,8,1,4,-,-,45,-
"S00144942",118,77,51,-,26,-,1,-,-,38,-
"S00144943",136,105,69,-,36,1,10,5,-,14,-
"S00144944",171,165,165,2,-,-,-,1,-,6,-
"S00144945",116,110,109,1,3,-,-,-,-,1,-
"S00144946",227,160,129,1,28,-,6,5,-,55,-
"S00144947",110,105,100,-,1,4,-,-,1,4,-
"S00144948",155,146,139,7,2,-,-,-,-,11,2
"S00144949",147,111,94,3,14,-,-,2,1,33,-
"S00144950",105,92,71,-,20,-,5,2,-,7,1
"S00144951",102,88,73,2,12,1,-,4,-,10,-
"S00144952",133,114,108,1,5,-,-,-,-,17,2
"S00144953",100,82,65,1,13,1,-,-,1,20,-
"S00144954",129,82,60,-,21,1,3,-,-,45,1
"S00144955",105,90,83,-,7,-,-,3,-,12,-
"S00144956",145,141,139,1,1,-,-,-,-,6,-
"S00144957",99,77,50,2,29,-,7,2,-,4,-
"S00144958",89,83,78,-,2,-,-,-,-,11,-
"S00144959",78,67,44,-,23,-,1,-,-,10,-
"S00144960",74,54,41,1,9,-,2,-,-,18,3
"S00144961",103,72,59,-,13,-,12,-,-,17,-
"S00144962",168,127,110,-,17,-,2,6,-,28,4
"S00144963",127,96,94,-,2,-,-,4,-,30,-
"S00144964",201,177,168,8,1,-,-,3,-,21,-
"S00144965",93,83,79,1,3,-,-,-,2,6,-
"S00144966",121,95,84,1,9,1,3,3,-,20,-
"S00144967",124,110,76,2,25,-,-,4,-,12,1
"S00144968",210,171,167,1,-,-,1,2,4,33,1
"S00144969",87,79,73,-,6,-,1,-,-,7,-
"S00144970",197,136,84,-,52,1,14,7,-,34,8
"S00144971",151,139,133,5,-,-,5,1,-,7,1
"S00144972",93,74,48,-,27,-,-,8,-,10,3
"S00144973",167,95,77,2,18,-,-,3,-,73,-
"S00144974",94,90,84,4,2,-,-,-,-,3,-
"S00144975",119,111,95,2,13,-,2,-,-,4,1
"S00144976",135,105,58,3,39,5,-,-,-,32,-
"S00144977",78,58,36,-,22,-,6,2,-,15,-
"S00144978",91,86,84,2,5,-,-,-,-,1,-
"S00144979",72,59,56,-,3,-,-,-,-,11,2
"S00144980",66,56,35,-,17,-,-,2,-,10,2
"S00144981",145,111,86,-,28,-,4,4,-,19,3
"S00144982",72,51,23,-,28,-,5,-,-,15,-
"S00144983",92,76,66,-,7,-,2,11,-,5,1
"S00144984",94,66,35,-,31,-,-,5,-,23,-
"S00144985",95,63,56,-,7,-,3,-,-,31,-
"S00144986",68,49,41,2,7,-,-,-,-,14,-
"S00144987",101,88,75,1,16,-,2,5,-,-,-
"S00144988",206,156,128,-,28,-,3,2,-,42,-
"S00144989",115,95,89,1,6,-,1,6,-,10,1
"S00144990",105,47,32,-,14,-,15,6,-,39,-
"S00144991",140,132,130,-,2,-,-,2,-,6,-
"S00144992",154,139,133,1,5,-,-,1,2,11,-
"S00144993",75,64,66,-,-,-,4,-,-,6,-
"S00144994",126,107,108,2,-,-,-,7,-,12,-
"S00144995",134,71,38,-,31,-,18,8,-,36,-
"S00144996",116,102,102,-,3,-,-,4,-,7,1
"S00144997",130,121,110,5,2,-,-,3,-,6,-
"S00144998",91,79,60,3,19,-,-,-,-,10,1
"S00144999",76,57,53,1,3,-,-,3,-,14,-
"S00145000",208,150,113,-,35,-,3,-,-,55,-
"S00145001",117,102,100,-,1,-,4,-,1,10,-
"S00145002",72,53,47,-,5,-,-,4,-,13,3
"S00145003",186,140,128,-,12,-,-,16,-,28,2
"S00145004",143,129,118,-,11,-,-,5,-,11,-
"S00145005",123,91,44,-,46,-,4,-,-,27,1
"S00145006",70,43,33,-,11,2,-,2,-,21,-
"S00145007",146,135,130,-,5,-,-,-,2,9,2
"S00145008",156,129,106,-,23,-,1,8,-,17,-
"S00145009",107,86,80,-,9,-,-,2,-,19,-
"S00145010",132,107,90,-,15,-,2,-,-,23,-
"S00145011",131,109,101,2,11,-,-,2,-,17,4
"S00145012",127,91,68,-,23,-,3,5,-,25,-
"S00145013",127,110,101,1,8,-,1,-,-,16,-
"S00145014",114,72,49,3,17,3,3,2,-,37,-
"S00145015",112,82,53,1,31,-,3,-,-,26,-
"S00145016",139,113,83,-,30,-,5,-,-,17,-
"S00145017",105,95,88,-,7,-,2,-,-,6,3
"S00145018",111,107,98,2,7,-,1,1,-,-,-
"S00145019",137,105,80,-,24,-,-,4,-,25,1
"S00145020",93,83,83,-,-,-,-,-,-,10,-
"S00145021",89,78,57,-,18,3,-,1,-,7,-
"S00145022",77,72,70,-,2,-,-,2,-,4,-
"S00145023",78,53,46,2,6,-,1,-,-,24,-
"S00145024",107,85,76,3,6,1,1,-,-,20,-
"S00145025",74,55,51,-,4,-,-,4,-,17,-
"S00145026",151,108,74,5,27,2,7,-,-,35,-
"S00145027",152,88,87,-,-,-,-,-,-,62,-
"S00145028",132,108,90,-,18,-,1,3,-,21,-
"S00145029",123,102,95,4,5,-,-,1,-,16,-
"S00145030",107,95,92,-,3,-,-,1,1,9,1
"S00145031",190,169,168,-,-,2,-,4,-,15,-
"S00145032",89,86,77,-,9,-,-,-,-,3,-
"S00145033",97,81,66,-,15,-,-,-,-,16,-
"S00145034",95,74,59,-,14,1,7,1,-,12,-
"S00145035",80,57,59,-,1,-,-,-,-,22,1
"S00145036",79,57,53,-,5,-,2,5,1,15,-
"S00145037",100,95,94,-,1,-,-,-,-,5,-
"S00145038",152,77,38,-,42,-,19,2,-,51,-
"S00145039",98,91,82,1,5,-,-,2,-,5,-
"S00145040",85,80,74,2,3,-,-,-,-,7,-
"S00145041",108,88,79,-,9,-,-,-,-,20,-
"S00145042",191,153,123,2,31,-,1,2,-,35,-
"S00145043",106,97,94,1,1,-,-,3,-,8,1
"S00145044",83,55,42,-,13,-,11,2,-,15,-
"S00145045",123,111,105,-,6,-,4,-,-,8,-
"S00145046",154,98,71,-,27,-,10,-,-,46,-
"S00145047",138,126,122,-,4,-,-,-,-,8,1
"S00145048",182,111,96,5,10,-,-,-,-,72,-
"S00145049",114,103,106,-,-,-,-,-,-,6,1
"S00145050",161,131,106,2,21,-,-,5,-,25,-
"S00145051",127,118,115,2,-,1,-,-,-,8,1
"S00145052",124,86,62,-,24,-,5,-,-,32,1
"S00145053",91,69,57,2,10,-,2,-,-,18,-
"S00145054",101,98,96,1,-,-,-,-,-,3,-
"S00145055",83,69,64,4,1,-,-,2,-,10,-
"S00145056",119,112,111,-,1,-,-,-,-,7,-
"S00145057",135,88,77,-,11,-,4,4,-,40,-
"S00145058",120,89,79,-,9,1,-,6,-,24,1
"S00145059",140,133,127,-,6,-,-,1,-,4,1
"S00145060",125,107,84,-,20,1,-,7,-,10,-
"S00145061",131,116,115,-,-,2,-,2,-,12,-
"S00145062",178,158,132,6,17,3,-,12,-,5,-
"S00145063",95,76,74,-,2,-,-,-,-,18,-
"S00145064",95,52,40,-,11,4,22,-,-,17,1
"S00145065",97,78,60,-,17,1,-,4,-,13,-
"S00145066",125,98,77,-,21,-,1,-,-,25,-
"S00145067",81,70,70,-,-,-,-,-,-,10,2
"S00145068",138,126,122,1,3,-,-,-,5,4,1
"S00145069",71,71,69,-,2,-,-,-,-,-,-
"S00145070",131,115,109,-,6,-,-,-,-,12,2
"S00145071",71,45,42,-,3,-,-,-,-,26,-
"S00145072",109,89,85,1,3,-,1,-,2,16,-
"S00145073",85,74,71,-,3,-,-,-,-,8,1
"S00145074",147,112,78,-,31,-,11,5,-,21,-
"S00145075",101,87,83,1,3,-,-,1,-,13,-
"S00145076",103,74,62,-,12,-,10,2,-,17,-
"S00145077",177,138,124,-,12,-,3,10,-,27,-
"S00145078",203,150,111,7,35,-,3,6,-,43,1
"S00145079",77,64,54,-,10,-,-,-,-,13,-
"S00145080",170,159,160,-,2,-,-,8,-,6,-
"S00145081",99,91,88,2,5,-,-,-,1,7,-
"S00145082",107,85,73,2,10,-,7,5,-,8,2
"S00145083",178,145,141,-,3,1,-,6,-,24,-
"S00145084",111,104,95,3,8,-,-,-,-,5,2
"S00145085",105,90,83,-,6,-,-,-,1,14,-
"S00145086",135,121,119,1,3,-,-,1,-,11,2
"S00145087",65,60,51,-,5,-,1,3,-,3,-
"S00145088",102,105,102,2,4,-,-,-,-,1,-
"S00145089",120,98,96,1,2,-,-,5,-,17,-
"S00145090",111,95,89,-,6,-,5,2,-,8,1
"S00145091",103,95,94,1,-,-,-,5,-,5,-
"S00145092",122,113,108,2,1,-,-,1,1,7,-
"S00145093",153,123,115,2,5,-,2,-,-,31,-
"S00145094",126,91,83,1,7,-,4,13,-,16,2
"S00145095",113,96,93,3,-,-,-,3,-,16,2
"S00145096",168,157,152,1,5,2,-,2,-,4,1
"S00145097",105,89,87,-,2,-,-,-,-,12,2
"S00145098",98,69,63,-,6,-,1,6,2,22,1
"S00145099",85,80,78,4,-,-,-,-,-,5,-
"S00145100",107,106,104,1,1,-,-,-,-,-,-
"S00145101",103,74,65,1,5,-,-,4,-,23,2
"S00145102",69,57,55,1,1,-,-,-,-,11,1
"S00145103",103,88,81,-,7,-,3,1,-,10,2
"S00145104",98,74,67,-,9,-,-,6,-,17,-
"S00145105",135,130,127,-,3,-,-,2,-,-,1
"S00145106",60,44,42,-,2,-,-,-,-,12,3
"S00145107",235,188,170,5,13,-,2,9,1,34,-
"S00145108",80,62,57,-,5,-,2,-,-,16,-
"S00145109",88,59,59,1,2,-,5,5,-,12,3
"S00145110",156,140,132,-,7,-,-,-,-,16,-
"S00145111",87,63,51,-,15,-,5,2,-,19,-
"S00145112",120,90,74,1,15,-,-,3,1,32,-
"S00145113",175,151,142,-,9,-,-,5,-,18,-
"S00145114",141,111,91,1,20,-,-,-,-,30,-
"S00145115",125,116,116,-,-,-,-,-,1,8,-
"S00145116",126,95,83,-,12,-,4,8,-,20,1
"S00145117",136,122,114,2,6,-,-,-,-,13,1
"S00145118",124,111,92,2,17,-,-,-,-,13,-
"S00145119",120,105,105,-,-,-,8,-,-,13,-
"S00145120",99,87,84,3,-,-,-,1,-,12,2
"S00145121",102,87,84,1,2,-,1,-,-,9,1
"S00145122",62,35,29,-,6,-,2,2,-,23,-
"S00145123",124,117,116,1,-,-,-,-,-,7,-
"S00145124",96,81,74,-,3,-,-,-,-,15,-
"S00145125",125,115,110,-,5,-,-,-,-,10,-
"S00145126",71,54,44,3,7,-,-,7,2,11,-
"S00145127",72,51,37,-,13,-,-,5,-,16,-
"S00145128",96,68,50,1,16,1,4,-,-,24,-
"S00145129",134,118,104,-,11,1,-,6,2,9,-
"S00145130",142,110,84,-,23,-,-,5,-,28,2
"S00145131",77,62,56,-,6,-,-,-,1,17,-
"S00145132",149,120,100,1,16,1,4,5,-,19,2
"S00145133",103,65,48,2,15,-,4,5,-,28,1
"S00145134",174,158,160,1,1,-,-,4,-,7,1
"S00145135",81,44,44,-,-,-,-,-,-,36,1
"S00145136",181,164,155,3,5,-,-,6,-,12,-
"S00145137",63,47,39,-,7,-,-,-,-,16,-
"S00145138",116,103,98,-,4,-,-,-,1,14,-
"S00145139",187,164,150,9,7,-,1,2,-,20,-
"S00145140",174,166,155,5,2,1,-,4,-,4,-
"S00145141",141,136,135,1,-,-,-,-,1,4,-
"S00145142",101,83,69,-,13,-,2,2,-,11,4
"S00145143",95,81,80,-,4,-,-,2,-,13,-
"S00145144",119,90,85,-,5,-,-,-,-,29,-
"S00145145",99,92,83,-,5,4,-,1,-,3,2
"S00145146",87,82,75,1,6,-,-,-,-,5,-
"S00145147",191,167,153,1,13,-,-,11,-,9,-
"S00145148",77,61,51,-,10,-,1,1,-,13,1
"S00145149",126,97,84,1,13,-,-,-,-,29,-
"S00145150",183,156,146,1,7,3,-,5,-,21,2
"S00145151",176,121,114,-,7,-,-,3,-,52,-
"S00145152",159,130,115,2,17,-,-,7,-,21,1
"S00145153",161,151,150,1,-,-,-,-,-,12,-
"S00145154",120,95,88,-,7,-,2,3,2,16,2
"S00145155",116,104,99,3,2,-,-,5,1,7,1
"S00145156",101,91,82,-,7,-,-,-,-,10,-
"S00145157",124,102,101,-,1,-,-,10,-,11,-
"S00145158",124,110,111,-,2,1,3,-,-,10,2
"S00145159",131,111,95,1,12,-,-,6,-,17,-
"S00145160",115,100,99,-,5,-,-,6,-,9,-
"S00145161",88,60,58,-,6,-,-,7,-,17,-
"S00145162",86,56,44,-,12,-,1,3,-,23,-
"S00145163",94,74,54,-,18,-,-,2,2,17,-
"S00145164",95,67,58,1,1,1,-,1,-,27,-
"S00145165",100,69,61,-,12,-,-,8,-,19,-
"S00145166",143,129,124,-,5,-,-,-,-,10,2
"S00145167",164,149,142,-,6,1,-,-,1,10,-
"S00145168",84,55,46,-,9,-,2,-,-,22,-
"S00145169",148,107,107,-,-,-,-,-,-,44,1
"S00145170",62,57,54,4,2,-,-,-,-,1,-
"S00145171",142,119,117,1,2,-,1,5,-,15,1
"S00145172",173,128,91,1,28,5,9,2,-,35,1
"S00145173",120,103,102,-,1,-,-,1,-,15,4
"S00145174",116,106,106,-,-,-,-,6,-,2,-
"S00145175",108,93,66,-,26,2,-,4,-,9,2
"S00145176",110,76,58,-,19,1,-,1,-,36,-
"S00145177",82,61,58,-,3,-,-,3,-,15,-
"S00145178",137,131,125,1,4,1,-,4,-,4,-
"S00145179",79,67,61,-,3,-,3,6,-,3,-
"S00145180",65,55,32,-,21,3,-,-,-,10,-
"S00145181",62,55,52,-,2,-,-,-,-,9,-
"S00145182",65,46,46,-,-,-,-,2,-,14,-
"S00145183",87,82,84,1,-,-,-,-,-,1,-
"S00145184",113,102,102,-,-,-,-,-,-,10,-
"S00145185",160,159,147,3,-,-,1,2,-,3,3
"S00145186",117,87,69,3,14,-,3,2,-,25,-
