OA_Code,Latitude,Longitude,"All People, aged 3 and over","All People, 3 - 15","All People, 16 - 24","All People, 25 - 34","All People, 35 - 49","All People, 50 - 64","All People, 65 and over","Understands/Speaks/Reads/Writes Gaelic, Total","Understands/Speaks/Reads/Writes Gaelic, 3 - 15","Understands/Speaks/Reads/Writes Gaelic, 16 - 24","Understands/Speaks/Reads/Writes Gaelic, 25 - 34","Understands/Speaks/Reads/Writes Gaelic, 35 - 49","Understands/Speaks/Reads/Writes Gaelic, 50 - 64","Understands/Speaks/Reads/Writes Gaelic, 65 and over","No skills in Gaelic, Total","No skills in Gaelic, 3 - 15","No skills in Gaelic, 16 - 24","No skills in Gaelic, 25 - 34","No skills in Gaelic, 35 - 49","No skills in Gaelic, 50 - 64","No skills in Gaelic, 65 and over"
S00135397,57.1899883,-2.131932687,111,25,6,22,40,15,3,3,-,-,2,-,1,-,105,25,6,21,40,14,3
S00135398,57.1965936,-2.09972007,122,15,15,24,30,19,17,-,-,-,-,-,-,-,122,15,15,24,30,19,17
S00135399,57.19153523,-2.12119979,241,28,7,29,36,8,133,7,4,-,-,1,-,-,234,24,7,29,33,8,131
S00135400,57.17961507,-2.209538129,159,18,16,15,40,46,27,4,-,2,-,1,1,-,155,18,12,15,35,49,27
S00135401,57.1967276,-2.129937854,94,8,10,12,16,33,13,2,-,-,-,-,1,2,92,8,10,12,16,32,15
S00135402,57.19620493,-2.102697694,78,10,4,13,23,22,9,-,-,-,-,-,-,-,75,10,4,13,23,22,8
S00135403,57.19593605,-2.130944502,129,22,9,14,29,31,20,5,1,3,-,2,-,-,125,21,10,14,28,31,20
S00135404,57.19543162,-2.132266541,81,10,10,18,16,15,11,-,-,-,-,-,-,-,80,10,10,18,16,15,10
S00135405,57.19441126,-2.099068826,181,36,11,25,33,37,39,-,-,-,-,-,-,-,181,36,11,25,33,37,39
S00135406,57.1943644,-2.121672402,172,19,15,18,24,58,41,1,-,-,-,1,-,-,173,19,15,18,22,58,41
S00135407,57.1947352,-2.119075661,151,31,9,12,37,31,31,-,-,-,-,-,-,-,151,31,9,12,37,31,31
S00135408,57.19499626,-2.097663846,149,18,11,13,30,28,53,4,-,-,2,-,-,1,145,18,11,11,29,28,49
S00135409,57.19537391,-2.127268892,69,7,2,5,11,20,25,-,-,-,-,-,-,-,69,7,2,5,11,20,25
S00135410,57.19442937,-2.128572882,110,11,10,18,32,25,17,3,-,-,-,2,-,-,107,11,10,17,27,25,17
S00135411,57.19464343,-2.130062901,181,20,20,41,41,41,18,5,2,3,1,-,-,-,176,18,18,36,41,41,18
S00135412,57.1948369,-2.115998139,111,14,9,6,21,15,46,2,-,1,-,-,-,-,105,14,8,6,21,15,45
S00135413,57.19423875,-2.101368439,134,10,15,13,16,27,49,1,-,1,-,-,-,-,133,10,14,13,16,27,49
S00135414,57.19428455,-2.120646205,89,5,10,9,9,23,32,-,1,-,-,-,-,1,87,4,10,9,9,23,31
S00135415,57.19438685,-2.126223006,102,15,11,11,17,30,18,-,-,-,-,-,-,-,102,15,11,11,17,30,18
S00135416,57.19364423,-2.113743995,197,35,14,23,40,42,43,-,-,-,-,-,-,-,197,35,14,23,40,42,43
S00135417,57.19432681,-2.132179848,107,10,8,21,21,39,7,2,-,-,-,2,-,-,103,10,8,21,19,39,7
S00135418,57.19214253,-2.177029281,168,39,7,11,62,36,13,3,-,-,-,1,1,-,167,39,7,11,61,35,13
S00135419,57.19271604,-2.106890831,76,4,9,15,19,24,5,-,-,2,-,2,-,-,74,4,8,15,18,24,5
S00135420,57.1934796,-2.095773479,143,14,6,19,25,24,57,4,-,-,3,1,-,-,139,14,6,16,24,24,57
S00135421,57.19340529,-2.12860241,116,14,7,20,29,28,18,-,-,-,-,-,-,-,116,14,7,20,29,28,18
S00135422,57.19354601,-2.131498626,102,10,6,18,31,24,13,4,-,-,1,3,-,-,98,10,6,19,28,24,13
S00135423,57.19351622,-2.116192554,184,34,11,21,44,38,36,1,-,-,-,-,1,-,183,34,11,21,44,37,36
S00135424,57.19089403,-2.183194897,115,15,10,7,16,36,34,2,1,-,-,-,-,1,113,10,10,7,16,36,33
S00135425,57.19208494,-2.179626785,115,13,5,14,27,22,34,5,3,-,-,-,-,-,110,11,5,14,25,22,33
S00135426,57.19274317,-2.116752708,136,18,17,11,22,40,28,1,-,-,-,1,-,-,138,18,17,11,21,40,28
S00135427,57.19235674,-2.126182974,125,7,6,2,5,33,72,1,-,-,-,-,1,-,124,7,6,2,5,32,72
S00135428,57.19261503,-2.109438712,73,17,6,9,18,20,7,3,-,-,-,3,-,-,71,17,6,9,16,20,7
S00135429,57.19180363,-2.102271794,83,9,8,4,12,21,30,1,1,-,-,-,-,-,81,7,8,4,12,21,30
S00135430,57.19187949,-2.118156409,112,14,10,4,20,27,35,-,-,-,-,-,-,-,111,14,10,4,20,28,35
S00135431,57.19077223,-2.100250354,106,24,10,15,24,18,19,5,1,-,1,1,2,-,101,19,10,14,23,17,18
S00135432,57.19224373,-2.13126234,117,11,5,3,17,31,49,2,-,-,-,-,1,1,113,11,5,3,17,30,48
S00135433,57.19192681,-2.115575341,126,18,5,13,17,34,45,3,-,-,-,-,-,2,123,18,5,13,17,33,39
S00135434,57.19202069,-2.129788925,111,5,3,3,9,26,62,-,-,-,-,-,-,-,111,5,3,3,9,26,62
S00135435,57.19117857,-2.127568809,79,4,4,2,7,20,35,4,-,-,-,-,-,1,71,4,1,1,7,20,36
S00135436,57.19170847,-2.097704786,107,13,6,9,17,32,30,2,-,-,-,1,1,-,105,13,6,9,16,31,30
S00135437,57.18798413,-2.176529571,117,16,5,27,31,18,12,2,-,-,2,2,-,-,116,16,5,25,34,18,12
S00135438,57.18420372,-2.199539162,79,13,3,14,12,21,17,2,-,-,-,-,-,2,77,13,3,14,12,21,19
S00135439,57.19137486,-2.119825943,89,9,2,3,10,30,33,3,-,-,1,-,1,1,86,9,2,2,10,29,32
S00135440,57.18884814,-2.102395966,125,15,4,15,19,29,43,-,-,-,-,-,-,-,125,15,4,15,19,29,43
S00135441,57.19000292,-2.107197339,124,14,13,12,20,31,35,-,-,-,-,-,-,-,123,14,12,12,20,31,35
S00135442,57.19074936,-2.125614927,67,-,-,-,3,11,53,2,-,-,-,-,-,-,65,-,-,-,3,8,52
S00135443,57.19108688,-2.110625488,97,10,10,9,21,19,24,-,-,-,-,-,-,-,97,10,10,9,21,19,24
S00135444,57.19018507,-2.13274412,89,18,6,22,38,2,1,5,1,-,1,2,1,-,84,17,6,21,36,4,1
S00135445,57.18991775,-2.11214416,134,14,7,15,27,28,46,1,-,-,-,-,1,-,133,14,7,15,27,27,46
S00135446,57.19059744,-2.11545536,156,28,6,9,21,33,59,2,-,-,-,-,1,1,153,28,6,9,21,32,58
S00135447,57.19011029,-2.17850864,130,23,15,17,37,28,12,6,1,2,-,2,1,-,124,21,14,17,35,27,12
S00135448,57.18930448,-2.132989132,151,44,5,43,48,7,4,3,2,-,-,3,-,-,146,40,5,43,45,7,4
S00135449,57.19062527,-2.12394339,98,5,3,3,5,10,72,4,-,-,-,2,2,2,96,5,3,3,4,5,71
S00135450,57.18976085,-2.116726734,91,6,5,5,10,16,47,2,-,1,-,-,-,-,89,6,4,5,10,16,46
S00135451,57.18934646,-2.117982853,69,1,4,7,9,14,36,2,-,-,2,-,-,-,68,1,4,6,9,14,36
S00135452,57.19067095,-2.182167955,62,5,6,6,11,18,14,2,-,-,1,1,1,-,59,5,6,6,10,21,14
S00135453,57.18965211,-2.184743998,102,9,4,35,22,19,12,4,2,1,2,-,-,-,98,8,4,33,22,19,12
S00135454,57.18853152,-2.176929261,117,22,7,33,33,12,8,1,-,-,-,-,1,-,116,22,7,33,33,7,8
S00135455,57.18976664,-2.110340262,106,13,12,13,20,20,33,1,-,-,1,-,-,2,101,13,12,9,20,20,32
S00135456,57.18996084,-2.182478818,84,16,2,8,21,26,16,2,-,1,-,-,1,-,86,16,1,8,21,25,16
S00135457,57.19006487,-2.108289518,64,3,-,7,12,13,29,1,-,-,-,-,-,1,63,3,-,7,12,13,28
S00135458,57.18927394,-2.118677516,78,11,10,7,17,20,9,-,-,-,-,-,-,-,78,11,10,7,17,20,9
S00135459,57.18916263,-2.122333612,121,8,9,14,16,24,52,3,-,-,-,-,3,-,122,8,9,14,16,20,52
S00135460,57.18910725,-2.123839026,120,10,8,15,24,22,40,-,-,-,-,-,-,-,120,10,8,15,24,22,40
S00135461,57.18969155,-2.113946908,131,27,13,13,22,19,34,-,-,-,-,1,-,-,129,27,12,13,21,19,34
S00135462,57.1881767,-2.12909709,156,24,10,8,27,46,34,6,2,2,-,3,-,1,151,23,13,8,25,46,33
S00135463,57.18892418,-2.108120723,146,17,9,19,27,45,37,3,1,-,-,1,1,-,145,16,9,19,22,44,37
S00135464,57.18798772,-2.180318287,102,11,10,19,23,21,18,3,-,1,-,-,-,2,99,11,9,18,23,21,17
S00135465,57.18665674,-2.181354063,106,10,3,12,16,30,35,3,-,-,-,-,-,3,103,10,3,12,16,30,32
S00135466,57.18812003,-2.113396088,99,12,7,10,15,29,26,-,-,-,-,-,-,-,99,12,7,10,15,29,26
S00135467,57.18898059,-2.124748574,93,13,7,11,15,25,21,-,-,-,-,-,-,-,93,13,7,11,15,25,21
S00135468,57.188028,-2.206607789,68,-,22,30,8,6,1,-,-,-,-,-,-,-,68,-,22,30,8,6,1
S00135469,57.18772983,-2.107670528,116,5,8,6,10,30,61,2,-,-,-,-,-,2,115,5,8,6,10,30,58
S00135470,57.18797103,-2.128186423,136,24,8,16,25,40,26,1,1,-,-,-,-,-,135,23,8,16,25,40,26
S00135471,57.18782565,-2.120807095,146,26,21,25,31,21,26,3,-,2,-,1,-,-,144,26,18,25,30,21,26
S00135472,57.1881077,-2.117035856,147,21,10,11,32,35,38,3,1,-,-,-,-,1,145,20,10,11,32,35,37
S00135473,57.18763547,-2.112815548,125,23,10,20,26,18,33,1,-,-,-,1,-,-,125,23,10,20,25,18,33
S00135474,57.18810244,-2.131396526,113,24,11,24,32,8,13,3,1,-,-,-,-,-,112,23,11,22,32,8,13
S00135475,57.18736261,-2.116504079,100,19,6,15,22,14,24,4,-,-,-,1,-,-,102,19,6,15,21,14,23
S00135476,57.18739745,-2.107686103,106,13,8,10,13,22,40,3,-,-,-,2,-,-,102,12,8,10,7,22,40
S00135477,57.18677179,-2.205757024,113,19,3,27,34,17,10,4,-,-,1,1,1,-,105,19,3,26,33,15,10
S00135478,57.18287651,-2.110567811,96,5,3,5,12,10,61,2,-,1,-,-,2,2,88,5,2,5,12,10,59
S00135479,57.18691496,-2.124294909,123,9,13,6,16,53,20,3,-,-,2,-,2,-,120,9,13,7,16,52,20
S00135480,57.18369305,-2.13020632,131,18,8,16,34,26,28,1,1,-,-,-,-,-,127,21,8,16,34,26,28
S00135481,57.18611602,-2.114283294,131,17,8,7,15,26,55,1,-,-,-,-,-,1,130,17,8,7,15,26,57
S00135482,57.18634678,-2.11731152,82,19,2,-,23,12,35,2,1,-,-,-,-,1,80,15,2,-,23,12,31
S00135483,57.18619846,-2.112529915,110,15,8,16,20,25,41,-,-,-,-,-,-,-,110,15,8,16,20,25,41
S00135484,57.18562766,-2.127020249,82,4,4,9,5,20,31,-,-,-,-,-,-,-,82,4,4,9,5,20,31
S00135485,57.18504671,-2.114660479,160,21,4,18,30,36,55,6,-,-,-,1,1,3,158,21,4,17,29,32,48
S00135486,57.18631728,-2.129040961,112,24,5,8,33,21,25,5,3,-,-,-,-,-,107,21,5,8,27,21,25
S00135487,57.16014414,-2.251237615,155,11,10,11,24,42,53,1,-,-,-,-,-,1,155,11,10,11,24,42,52
S00135488,57.18634429,-2.119941974,111,18,9,17,25,20,28,3,-,-,-,-,1,1,106,18,9,17,25,17,26
S00135489,57.18455749,-2.202998561,123,18,22,48,19,11,-,3,-,2,1,-,-,-,120,18,16,47,19,11,-
S00135490,57.18619057,-2.100684594,126,9,9,16,18,36,40,-,-,-,-,-,-,-,126,9,9,16,18,36,40
S00135491,57.18474998,-2.176729186,121,9,15,36,29,26,6,5,-,-,4,3,-,-,116,9,15,35,26,26,6
S00135492,57.18526548,-2.120831809,122,14,6,10,26,33,36,-,-,-,-,-,-,-,122,14,6,10,26,33,36
S00135493,57.18470778,-2.204488264,160,34,27,39,39,15,10,4,-,-,-,1,4,2,158,34,27,39,38,13,6
S00135494,57.18495994,-2.100648152,98,11,8,8,11,30,30,-,-,-,-,-,-,-,98,11,8,8,11,30,30
S00135495,57.18495849,-2.102434809,104,22,4,17,22,19,24,2,-,1,1,-,-,-,102,22,3,15,22,19,24
S00135496,57.18524099,-2.118250976,101,17,4,5,22,20,33,-,-,-,-,-,-,-,101,17,4,5,22,20,33
S00135497,57.18468582,-2.125660481,227,42,10,16,56,47,55,2,-,-,-,2,1,-,225,42,10,16,55,46,55
S00135498,57.18465217,-2.176017368,143,25,18,49,37,14,2,3,-,-,-,2,-,-,140,25,18,48,36,14,2
S00135499,57.18463104,-2.117306071,126,18,18,3,30,19,41,2,-,-,-,-,-,2,124,18,18,3,30,19,37
S00135500,57.18191302,-2.193836411,112,30,7,37,34,3,2,1,-,-,1,-,-,-,111,30,7,36,34,3,2
S00135501,57.18475067,-2.1407149,136,15,-,13,19,27,58,-,-,-,-,-,-,-,133,15,-,13,19,26,58
S00135502,57.18426646,-2.175618502,124,10,22,41,37,9,5,1,-,-,1,-,-,-,123,10,22,40,37,9,5
S00135503,57.18448369,-2.100828826,85,8,3,10,6,21,37,1,-,-,1,-,-,-,84,8,3,9,6,21,37
S00135504,57.18348103,-2.143389951,140,3,11,8,7,34,74,5,1,-,-,1,-,1,135,4,10,8,6,34,75
S00135505,57.18106319,-2.11901505,160,32,9,23,51,23,16,-,-,-,-,-,-,-,160,32,9,23,51,23,16
S00135506,57.18409224,-2.134972047,86,8,3,11,17,35,10,-,-,-,-,-,-,-,86,8,3,11,17,35,10
S00135507,57.18310987,-2.088170191,170,36,11,16,45,40,17,2,2,-,-,-,1,-,165,34,11,16,45,37,17
S00135508,57.18419626,-2.180762992,65,4,3,10,16,15,17,1,-,1,-,1,-,-,63,4,2,10,15,15,17
S00135509,57.18382112,-2.136476439,123,21,3,12,25,28,34,1,-,-,-,-,1,1,121,21,3,12,25,26,33
S00135510,57.18364059,-2.14524334,108,8,12,13,17,27,31,5,1,-,1,-,-,2,103,7,11,15,17,27,29
S00135511,57.18387081,-2.132026641,118,5,6,20,34,27,23,-,-,-,-,-,-,-,118,5,6,20,34,27,23
S00135512,57.18404133,-2.113879848,118,8,11,13,20,34,32,1,-,-,1,-,-,-,117,8,11,12,20,34,32
S00135513,57.18243012,-2.184525945,111,14,10,7,19,20,37,4,1,-,-,3,-,-,107,12,10,7,16,20,37
S00135514,57.18347665,-2.181437717,112,13,12,15,24,22,26,2,-,-,-,3,1,-,108,13,12,15,21,24,26
S00135515,57.18340717,-2.0990393,160,17,16,16,18,28,64,5,-,-,-,1,-,4,155,17,16,16,18,28,60
S00135516,57.18358936,-2.20173601,143,35,13,50,28,13,3,5,1,-,3,-,-,-,138,34,13,47,28,13,3
S00135517,57.18357045,-2.178675569,111,12,11,23,31,25,10,5,-,-,2,-,-,-,108,12,11,21,31,21,10
S00135518,57.18355452,-2.094341616,82,6,11,10,16,15,24,1,-,-,-,-,1,-,81,6,11,10,16,14,24
S00135519,57.18101462,-2.147763855,137,8,18,15,14,51,31,2,-,-,2,-,-,-,139,8,18,14,14,51,31
S00135520,57.18046116,-2.086360879,141,18,11,23,31,39,25,4,-,-,4,-,-,2,141,18,11,21,31,39,23
S00135521,57.18379863,-2.176129102,115,12,17,34,29,18,6,4,-,2,-,-,-,-,113,12,15,34,28,18,6
S00135522,57.18343928,-2.132355949,89,5,5,14,21,21,23,5,-,-,-,2,-,1,84,5,5,12,19,21,22
S00135523,57.18154975,-2.096404198,67,2,4,2,2,10,43,-,-,-,-,-,-,-,67,2,4,2,2,10,43
S00135524,57.18260596,-2.146612269,110,3,4,14,24,29,35,2,-,-,-,1,-,1,108,3,4,14,23,29,34
S00135525,57.18268094,-2.202442367,102,15,-,41,38,8,-,1,-,-,1,-,-,-,101,15,-,40,38,8,-
S00135526,57.18220758,-2.176882452,104,8,12,10,15,23,36,2,-,-,-,-,2,-,103,8,12,10,15,22,36
S00135527,57.18304469,-2.102958854,65,13,-,6,11,20,21,3,1,-,-,2,-,-,61,9,-,6,9,20,21
S00135528,57.18295406,-2.114240426,166,14,14,16,26,36,64,3,-,-,1,-,-,1,163,14,14,15,26,35,61
S00135529,57.18251091,-2.09642325,139,7,6,9,20,45,50,-,-,-,-,-,-,-,139,7,6,9,20,45,50
S00135530,57.18240025,-2.110748347,85,12,4,8,15,18,27,3,-,-,-,-,3,-,82,12,4,8,15,16,27
S00135531,57.18285554,-2.092073547,97,11,7,11,15,22,27,1,-,-,-,-,1,-,96,11,7,11,15,25,27
S00135532,57.18298606,-2.118475349,97,19,10,11,36,9,6,1,-,-,-,1,-,-,96,19,10,11,32,9,6
S00135533,57.18276695,-2.139350886,125,15,7,21,32,36,17,1,-,-,-,-,1,-,127,15,7,21,32,32,17
S00135534,57.18233667,-2.138538706,111,14,13,11,27,34,10,6,-,-,2,-,-,3,105,14,12,12,27,34,7
S00135535,57.18184392,-2.137345851,223,25,15,16,35,25,107,11,2,3,-,2,-,3,212,23,6,16,36,24,104
S00135536,57.18164661,-2.191833468,183,57,12,23,69,18,2,3,-,-,-,4,-,-,178,56,12,23,67,18,2
S00135537,57.18191921,-2.142325216,144,15,6,6,24,41,49,-,1,-,-,-,1,-,142,13,6,6,24,43,49
S00135538,57.18201801,-2.094900113,91,9,4,4,10,21,42,-,-,-,-,-,-,-,91,9,4,4,10,21,42
S00135539,57.18186148,-2.110515147,84,12,6,9,15,17,25,-,-,-,-,-,-,-,84,12,6,9,15,17,25
S00135540,57.18093103,-2.189828248,143,18,10,10,30,34,44,4,-,-,4,-,-,-,141,18,10,8,30,34,44
S00135541,57.18127146,-2.14318288,78,4,3,5,7,20,37,-,-,-,-,-,-,-,78,4,3,5,7,20,37
S00135542,57.1804713,-2.165609605,171,47,11,64,35,8,2,13,4,-,11,-,-,-,158,42,11,55,35,8,2
S00135543,57.18016017,-2.163110515,162,31,10,55,59,5,-,-,-,-,-,-,-,-,162,31,10,55,59,5,-
S00135544,57.18154174,-2.177656724,96,14,6,5,20,21,33,3,2,-,-,1,2,-,92,11,6,5,19,20,33
S00135545,57.18203083,-2.130564383,132,7,9,16,28,35,36,6,1,2,2,1,1,-,126,6,7,16,27,34,36
S00135546,57.18024341,-2.101230775,86,10,5,9,13,23,26,6,-,1,-,1,1,1,82,10,4,9,12,22,28
S00135547,57.18091836,-2.192243224,175,33,11,23,40,42,30,7,1,-,1,-,2,1,172,31,11,19,39,40,29
S00135548,57.18128825,-2.108594616,85,14,6,9,16,20,23,3,-,-,2,1,-,-,82,14,6,7,15,20,23
S00135549,57.18150282,-2.109769701,64,9,1,3,12,18,18,-,-,-,-,-,-,-,64,9,1,3,12,18,18
S00135550,57.18128499,-2.187415,118,21,15,13,21,24,21,1,-,-,-,1,-,-,119,21,15,13,23,24,21
S00135551,57.17561093,-2.191256372,122,18,4,26,29,30,14,2,1,-,-,1,-,-,120,15,4,26,30,30,14
S00135552,57.18033814,-2.164401507,127,21,20,53,20,6,5,2,-,1,1,-,-,-,123,21,19,52,20,6,5
S00135553,57.1806339,-2.134876709,202,27,15,18,33,48,61,3,-,-,-,2,1,1,199,27,15,18,32,47,60
S00135554,57.18081477,-2.094268451,84,14,4,5,19,13,29,2,2,-,-,-,-,-,82,12,4,5,19,13,29
S00135555,57.18096248,-2.138351599,163,20,15,18,24,46,41,6,2,-,-,3,2,-,157,18,15,18,21,44,41
S00135556,57.18082625,-2.131387193,100,2,12,31,14,26,15,3,-,1,1,-,-,1,97,2,11,26,14,26,14
S00135557,57.18012995,-2.108012275,82,13,-,13,16,17,27,3,-,-,-,3,-,-,83,13,-,13,13,17,27
S00135558,57.18030125,-2.096235528,146,19,13,16,25,37,29,4,-,-,2,1,-,-,142,19,13,18,23,37,29
S00135559,57.17867682,-2.170729081,104,10,13,31,17,16,18,1,-,-,-,-,1,-,103,10,13,31,17,18,18
S00135560,57.18019982,-2.129102302,104,13,6,18,12,29,28,1,-,-,-,-,1,-,103,13,6,18,12,28,28
S00135561,57.18044558,-2.095441929,90,17,12,12,24,14,14,4,2,1,-,2,-,-,86,16,8,12,18,14,14
S00135562,57.17998141,-2.18203258,89,10,7,14,25,18,11,2,-,-,1,1,-,-,86,10,7,13,24,18,11
S00135563,57.18049119,-2.17086979,59,15,5,17,11,8,3,2,-,2,-,-,-,-,61,15,4,17,11,8,3
S00135564,57.17962333,-2.193212399,103,9,4,4,16,23,47,6,2,-,-,1,1,3,97,8,4,4,15,22,44
S00135565,57.17958344,-2.189920574,70,11,-,5,12,16,24,-,-,-,-,-,-,-,70,11,-,5,12,16,24
S00135566,57.17785839,-2.177887126,97,10,9,12,14,24,32,1,-,-,-,-,-,1,94,10,9,12,14,22,27
S00135567,57.17910579,-2.097175224,124,25,10,8,29,22,30,2,-,-,1,-,-,-,122,25,10,7,29,21,30
S00135568,57.17989699,-2.107316876,147,14,10,33,32,26,37,9,2,-,1,2,-,1,144,12,10,31,28,26,36
S00135569,57.17999701,-2.183653671,100,11,15,6,25,27,17,1,-,-,-,-,1,-,99,11,15,6,25,23,17
S00135570,57.17864049,-2.134125119,111,10,13,6,16,18,50,1,-,1,-,-,-,-,107,10,9,6,16,18,50
S00135571,57.17878372,-2.095454175,102,11,10,9,31,22,16,-,-,-,-,-,-,-,102,11,10,9,31,22,16
S00135572,57.17945137,-2.188150038,115,12,14,12,16,25,36,1,-,-,-,-,-,1,118,12,14,12,16,25,35
S00135573,57.17951049,-2.096564282,105,19,8,8,21,32,18,-,-,-,-,-,-,-,105,19,8,8,21,32,18
S00135574,57.1792758,-2.185403398,94,25,5,12,18,14,23,6,-,-,-,2,1,4,88,24,5,12,14,13,21
S00135575,57.17918135,-2.103758572,142,16,16,11,20,39,38,10,-,4,-,2,-,3,132,14,14,11,21,39,35
S00135576,57.17974071,-2.100799336,126,15,9,21,21,28,31,4,1,-,-,-,1,2,122,14,11,21,21,27,30
S00135577,57.17932878,-2.166878118,123,18,14,37,30,14,4,2,-,-,2,-,-,-,122,18,14,40,30,14,4
S00135578,57.17860317,-2.126830699,117,15,9,15,23,28,27,1,-,-,-,-,-,1,116,15,9,15,23,28,29
S00135579,57.17927946,-2.093239013,83,7,4,10,22,16,24,-,-,-,-,-,-,-,83,7,4,10,22,16,24
S00135580,57.17947989,-2.121408353,135,15,14,21,25,32,32,3,-,-,2,-,-,1,133,15,10,20,25,32,31
S00135581,57.17844291,-2.105956351,127,22,12,11,20,27,35,4,-,-,1,-,1,-,125,22,12,10,20,26,35
S00135582,57.17891704,-2.127361071,82,5,8,19,18,26,6,2,-,-,-,-,-,2,81,5,8,19,18,26,5
S00135583,57.17836807,-2.166526436,130,24,9,31,38,24,2,4,1,1,-,1,-,-,126,23,9,31,37,23,2
S00135584,57.17915323,-2.115369972,116,19,4,31,25,24,13,3,1,-,1,1,-,-,113,18,4,32,24,24,13
S00135585,57.17896784,-2.161252718,105,22,2,28,31,14,8,2,1,-,1,-,-,-,102,21,2,27,31,14,8
S00135586,57.17879113,-2.191107416,118,19,6,9,23,23,35,6,2,1,1,2,-,1,112,14,5,11,22,23,34
S00135587,57.17873467,-2.088870978,72,5,2,19,16,21,7,-,-,-,-,-,-,-,72,5,2,19,16,21,7
S00135588,57.17797983,-2.089249582,85,1,5,23,7,19,26,3,-,-,1,1,2,-,82,1,5,22,6,14,26
S00135589,57.17829365,-2.174994684,82,7,6,10,13,21,22,3,-,-,1,1,-,-,80,7,6,9,15,21,22
S00135590,57.17876395,-2.166048548,80,18,3,19,27,9,4,1,-,-,-,-,-,1,79,18,3,19,27,9,3
S00135591,57.17841495,-2.184373585,80,12,12,10,14,23,9,2,-,-,-,-,2,-,78,12,12,10,14,21,9
S00135592,57.17813906,-2.163068518,103,22,7,37,30,4,-,6,-,1,2,1,-,-,97,22,7,35,24,4,-
S00135593,57.17813379,-2.129045464,85,5,11,7,17,28,18,-,-,-,-,-,-,-,85,5,11,7,17,28,18
S00135594,57.17744721,-2.092870511,94,9,6,8,22,24,22,1,-,-,1,-,-,-,92,9,6,10,22,24,22
S00135595,57.17786466,-2.191913088,144,25,12,17,25,30,35,5,1,-,-,4,1,-,139,24,12,17,23,29,34
S00135596,57.17615053,-2.143741917,204,19,18,40,42,14,71,10,1,-,-,3,-,6,194,18,18,40,43,14,65
S00135597,57.17724761,-2.190090515,133,20,10,13,19,31,40,3,4,-,-,1,-,-,128,18,10,13,18,31,40
S00135598,57.17780556,-2.094161529,89,10,6,19,10,18,29,1,-,-,1,-,-,-,92,10,6,17,10,18,29
S00135599,57.17811594,-2.160091194,123,16,15,32,43,10,7,2,-,-,2,-,-,-,121,16,15,28,43,10,7
S00135600,57.17716302,-2.186600203,60,1,3,2,5,11,40,2,-,-,-,-,-,2,58,1,3,2,5,11,35
S00135601,57.17777209,-2.162041421,128,32,14,27,44,10,1,3,-,-,2,1,-,-,125,32,14,24,43,10,1
S00135602,57.16469496,-2.087911288,124,10,26,19,27,19,15,8,-,2,3,-,-,2,117,10,28,17,27,20,11
S00135603,57.17754828,-2.130614705,80,13,8,4,10,29,16,-,-,-,-,-,-,-,80,13,8,4,10,29,16
S00135604,57.17786261,-2.16832702,83,5,13,28,26,8,3,5,-,-,4,-,1,-,78,5,13,24,26,7,3
S00135605,57.17723874,-2.171317871,82,6,6,15,19,25,7,1,-,-,-,-,1,-,77,6,6,15,19,24,7
S00135606,57.17586422,-2.125977805,270,54,24,11,55,30,92,6,3,-,-,3,-,-,264,51,24,11,56,30,92
S00135607,57.17488119,-2.10047184,1711,5,1493,135,41,20,17,55,-,50,1,1,2,1,1656,5,1443,134,43,16,16
S00135608,57.17672589,-2.190550939,95,15,2,14,23,26,15,2,-,-,1,1,-,-,94,15,2,13,26,26,15
S00135609,57.17675194,-2.085277136,108,14,6,12,26,14,34,2,-,-,-,1,-,2,103,14,6,12,25,14,33
S00135610,57.17337661,-2.133990252,156,6,9,17,15,15,94,-,-,-,-,-,-,-,155,6,9,16,15,15,94
S00135611,57.17706834,-2.177569071,87,13,9,13,25,14,14,6,-,1,-,2,1,-,83,13,4,13,22,13,14
S00135612,57.17726387,-2.159062041,149,28,19,47,41,10,3,5,-,2,3,1,-,-,144,28,18,44,40,10,3
S00135613,57.17685694,-2.161177353,114,28,10,21,49,9,-,9,1,-,1,5,-,-,108,27,7,20,41,9,-
S00135614,57.17501146,-2.189682091,110,16,16,5,20,31,22,1,-,-,-,-,-,1,109,16,16,5,20,31,21
S00135615,57.17611802,-2.123696258,153,21,24,40,48,18,6,3,-,-,-,3,-,-,154,21,24,40,45,18,6
S00135616,57.17690823,-2.123996616,72,11,6,26,20,6,2,-,-,-,-,-,-,-,72,11,6,26,20,6,2
S00135617,57.17714582,-2.087262806,105,18,11,12,15,31,22,-,-,-,-,-,-,-,104,18,11,12,15,32,22
S00135618,57.17696379,-2.090603372,74,9,4,2,11,20,23,2,-,-,-,-,-,2,73,9,4,2,11,20,23
S00135619,57.17649834,-2.1674773,63,9,6,13,10,15,16,-,-,-,-,-,-,-,63,9,6,13,10,15,16
S00135620,57.17708382,-2.166289097,122,45,6,36,28,7,1,6,4,-,-,2,-,-,116,40,6,36,23,7,1
S00135621,57.17442832,-2.115222911,129,17,9,19,27,26,31,6,-,-,3,3,-,-,123,17,9,16,24,26,31
S00135622,57.17660362,-2.123168622,89,9,17,25,19,17,1,-,-,-,-,-,-,-,89,9,17,25,19,17,1
