Scotland's Census 2022 - National Records of Scotland
Table UV408 - Number of bedrooms
All occupied households
,"All occupied households","One bedroom","Two bedrooms","Three bedrooms","Four bedrooms","Five or more bedrooms"
"S00139583",42,-,24,15,2,-
"S00139584",59,10,19,19,6,1
"S00139585",52,7,6,25,8,1
"S00139586",46,20,14,8,3,1
"S00139587",65,12,31,16,2,1
"S00139588",58,10,28,16,2,2
"S00139589",37,3,1,32,2,-
"S00139590",74,12,27,29,6,-
"S00139591",40,6,18,12,3,1
"S00139592",43,11,15,9,4,5
"S00139593",66,26,35,4,1,-
"S00139594",57,28,12,16,-,1
"S00139595",66,29,21,14,-,-
"S00139596",56,8,15,22,10,1
"S00139597",31,4,12,15,2,2
"S00139598",52,7,17,20,5,3
"S00139599",82,38,33,8,2,-
"S00139600",39,-,17,14,2,2
"S00139601",71,18,34,18,7,-
"S00139602",59,18,29,4,5,-
"S00139603",53,21,30,2,-,-
"S00139604",76,17,26,22,4,5
"S00139605",58,11,30,10,7,-
"S00139606",34,14,8,12,-,-
"S00139607",39,8,20,9,4,-
"S00139608",46,7,39,4,-,-
"S00139609",63,37,18,8,3,-
"S00139610",61,22,26,7,4,2
"S00139611",71,31,9,22,5,-
"S00139612",40,20,13,7,-,-
"S00139613",54,1,17,19,14,3
"S00139614",66,10,31,20,-,2
"S00139615",60,14,30,15,4,1
"S00139616",46,17,15,9,4,2
"S00139617",44,1,11,24,6,-
"S00139618",57,2,28,18,7,2
"S00139619",63,2,27,25,11,1
"S00139620",48,1,16,12,11,8
"S00139621",31,-,5,13,9,4
"S00139622",68,11,32,22,8,-
"S00139623",43,12,19,9,3,1
"S00139624",68,5,17,26,10,11
"S00139625",45,1,34,5,4,1
"S00139626",46,23,9,11,4,-
"S00139627",57,7,35,15,1,1
"S00139628",76,15,18,33,7,3
"S00139629",36,7,14,14,1,-
"S00139630",45,9,10,20,8,2
"S00139631",39,-,16,15,6,1
"S00139632",49,1,11,23,6,4
"S00139633",42,-,4,20,13,3
"S00139634",39,-,9,17,12,1
"S00139635",68,1,14,39,10,4
"S00139636",75,1,24,27,12,6
"S00139637",45,1,9,21,10,3
"S00139638",76,1,15,36,17,5
"S00139639",38,-,18,10,7,2
"S00139640",43,-,11,24,6,1
"S00139641",41,2,7,17,14,2
"S00139642",49,2,9,23,10,5
"S00139643",53,2,10,15,17,13
"S00139644",49,-,6,25,16,2
"S00139645",36,10,11,15,6,1
"S00139646",61,1,16,33,4,4
"S00139647",54,1,14,25,12,2
"S00139648",54,1,15,33,5,-
"S00139649",47,-,13,28,5,1
"S00139650",55,-,10,41,1,1
"S00139651",33,1,5,17,14,2
"S00139652",83,-,22,43,16,2
"S00139653",67,13,24,18,9,-
"S00139654",54,-,4,27,20,5
"S00139655",58,2,20,20,9,4
"S00139656",39,-,23,14,5,1
"S00139657",76,3,17,26,25,4
"S00139658",49,6,27,12,1,-
"S00139659",32,1,8,15,5,1
"S00139660",77,4,11,31,17,14
"S00139661",40,2,2,17,15,2
"S00139662",45,25,4,9,3,2
"S00139663",57,3,15,24,15,-
"S00139664",55,4,7,17,20,8
"S00139665",38,2,4,16,9,5
"S00139666",42,-,9,28,4,-
"S00139667",48,7,17,15,10,2
"S00139668",50,15,17,10,3,2
"S00139669",40,10,10,12,6,-
"S00139670",56,48,1,6,1,-
"S00139671",40,6,9,20,5,3
"S00139672",51,2,26,18,2,3
"S00139673",33,8,9,13,1,-
"S00139674",59,11,30,6,6,1
"S00139675",50,1,24,21,4,-
"S00139676",47,12,19,14,2,1
"S00139677",71,22,35,6,6,-
"S00139678",33,4,7,21,3,-
"S00139679",48,14,21,12,2,-
"S00139680",74,-,45,25,3,2
"S00139681",56,1,15,21,10,7
"S00139682",57,1,35,19,-,2
"S00139683",61,25,20,11,2,1
"S00139684",49,4,10,23,10,5
"S00139685",73,23,25,23,2,1
"S00139686",73,21,39,12,2,-
"S00139687",66,1,35,18,8,2
"S00139688",53,5,13,14,16,6
"S00139689",53,1,13,30,8,6
"S00139690",62,19,37,8,1,-
"S00139691",38,7,11,9,9,2
"S00139692",46,19,16,8,5,-
"S00139693",35,4,3,14,11,5
"S00139694",51,2,35,10,3,-
"S00139695",44,11,21,8,7,1
"S00139696",50,1,19,25,5,-
"S00139697",59,10,28,12,3,1
"S00139698",45,4,17,16,6,-
"S00139699",48,12,16,14,4,2
"S00139700",38,1,8,26,2,1
"S00139701",42,11,18,10,3,-
"S00139702",48,3,28,14,4,2
"S00139703",63,9,15,24,13,2
"S00139704",44,1,8,22,6,4
"S00139705",44,-,8,25,10,1
"S00139706",33,2,12,11,3,4
"S00139707",40,3,11,17,9,2
"S00139708",56,2,27,23,5,1
"S00139709",28,2,6,13,11,-
"S00139710",51,9,18,15,4,-
"S00139711",49,18,15,9,4,-
"S00139712",60,7,23,23,7,-
"S00139713",68,6,19,31,10,3
"S00139714",31,-,12,14,4,1
"S00139715",62,-,22,34,4,2
"S00139716",39,3,12,10,4,9
"S00139717",60,10,27,22,-,-
"S00139718",45,-,6,31,5,-
"S00139719",44,2,8,19,14,2
"S00139720",40,1,5,17,12,5
"S00139721",74,3,18,34,14,2
"S00139722",58,-,27,31,3,-
"S00139723",47,1,16,27,1,2
"S00139724",40,4,15,16,2,2
"S00139725",88,7,34,42,7,-
"S00139726",46,2,15,28,4,1
"S00139727",55,2,33,13,5,4
"S00139728",31,-,4,13,10,2
"S00139729",53,-,18,23,11,1
"S00139730",47,2,10,19,11,4
"S00139731",49,7,14,22,2,1
"S00139732",55,-,5,27,22,-
"S00139733",54,2,18,16,6,8
"S00139734",31,-,4,17,10,-
"S00139735",66,2,40,22,5,-
"S00139736",64,1,24,29,8,-
"S00139737",67,5,36,24,6,-
"S00139738",68,11,38,11,6,2
"S00139739",30,-,15,6,7,2
"S00139740",58,31,17,7,3,1
"S00139741",36,5,3,9,14,2
"S00139742",71,-,13,34,17,7
"S00139743",45,-,4,26,13,2
"S00139744",73,-,16,39,17,2
"S00139745",63,1,5,31,18,6
"S00139746",62,-,4,15,37,5
"S00139747",71,7,21,23,14,4
"S00139748",40,7,25,8,3,-
"S00139749",58,14,17,21,6,-
"S00139750",78,24,38,11,3,-
"S00139751",47,17,12,14,2,2
"S00139752",33,6,7,20,-,-
"S00139753",56,5,25,14,11,3
"S00139754",44,1,10,15,12,2
"S00139755",58,14,36,7,-,1
"S00139756",67,2,10,30,19,5
"S00139757",59,7,29,22,-,-
"S00139758",77,43,17,10,2,1
"S00139759",49,-,11,35,6,-
"S00139760",55,16,16,13,5,5
"S00139761",43,18,15,8,-,-
"S00139762",73,20,30,20,3,-
"S00139763",73,39,14,12,4,1
"S00139764",50,3,33,11,3,1
"S00139765",77,18,35,18,5,-
"S00139766",47,35,7,5,-,2
"S00139767",56,-,36,20,-,-
"S00139768",46,-,13,28,5,-
"S00139769",65,21,24,16,5,-
"S00139770",60,18,11,14,14,5
"S00139771",69,19,25,14,4,4
"S00139772",68,13,51,2,3,-
"S00139773",44,12,23,9,3,1
"S00139774",36,-,8,12,14,2
"S00139775",41,4,19,14,3,1
"S00139776",62,30,27,4,-,1
"S00139777",36,7,15,12,3,1
"S00139778",78,35,17,21,2,5
"S00139779",65,11,32,15,6,1
"S00139780",40,3,11,17,5,4
"S00139781",43,2,29,8,3,2
"S00139782",52,1,33,14,7,-
"S00139783",62,27,21,5,2,4
"S00139784",58,27,23,3,2,-
"S00139785",71,18,39,7,7,1
"S00139786",54,12,32,12,1,-
"S00139787",72,9,43,20,-,-
"S00139788",61,5,17,24,9,7
"S00139789",42,6,12,20,-,3
"S00139790",56,1,45,12,-,1
"S00139791",40,4,23,12,-,1
"S00139792",49,6,14,21,4,1
"S00139793",72,-,14,21,27,9
"S00139794",51,-,17,27,9,3
"S00139795",71,17,28,20,7,3
"S00139796",63,2,38,17,3,-
"S00139797",70,-,36,24,8,2
"S00139798",68,11,55,-,-,-
"S00139799",57,5,45,7,-,-
"S00139800",52,3,26,21,2,-
"S00139801",73,16,36,21,4,1
"S00139802",37,8,10,13,9,2
"S00139803",36,16,9,11,3,-
"S00139804",31,-,7,19,3,2
"S00139805",79,28,17,23,5,1
"S00139806",57,11,26,14,2,4
"S00139807",59,23,16,21,3,-
"S00139808",47,1,4,20,16,6
"S00139809",55,37,7,5,4,1
"S00139810",53,1,48,5,1,-
"S00139811",46,1,13,15,18,3
"S00139812",59,3,8,36,10,1
"S00139813",59,-,21,20,11,10
"S00139814",38,2,12,15,5,1
"S00139815",47,5,4,29,6,-
"S00139816",50,15,2,8,19,10
"S00139817",85,23,29,29,4,-
"S00139818",41,16,20,3,-,2
"S00139819",36,4,21,10,4,1
"S00139820",73,-,14,42,13,4
"S00139821",47,15,13,17,3,-
"S00139822",47,5,29,13,-,-
"S00139823",68,1,37,26,2,-
"S00139824",47,1,13,12,15,4
"S00139825",33,-,2,19,13,2
"S00139826",68,4,38,20,-,-
"S00139827",56,1,15,35,7,2
"S00139828",84,16,17,41,9,-
"S00139829",33,1,9,17,6,-
"S00139830",33,1,4,16,10,4
"S00139831",63,4,40,18,4,-
"S00139832",58,16,20,15,5,2
"S00139833",77,18,48,9,-,2
"S00139834",55,17,26,11,4,-
"S00139835",44,4,19,13,4,2
"S00139836",35,12,16,5,1,-
"S00139837",63,1,13,41,6,-
"S00139838",44,5,13,16,9,2
"S00139839",58,14,22,12,6,-
"S00139840",78,8,45,22,3,-
"S00139841",76,2,34,32,7,1
"S00139842",81,10,50,15,7,2
"S00139843",46,1,31,8,6,-
"S00139844",60,12,18,18,9,2
"S00139845",46,13,27,6,-,1
"S00139846",63,16,33,16,3,-
"S00139847",74,11,56,6,-,1
"S00139848",82,9,45,22,2,-
"S00139849",56,7,20,19,10,1
"S00139850",38,1,8,15,13,2
"S00139851",57,12,34,12,-,-
"S00139852",45,-,29,18,2,-
"S00139853",34,1,6,24,-,-
"S00139854",32,-,4,26,2,-
"S00139855",68,17,38,10,-,3
"S00139856",56,-,11,24,17,4
"S00139857",37,1,4,20,11,3
"S00139858",31,-,6,19,1,1
"S00139859",27,-,15,4,10,1
"S00139860",45,-,9,24,11,-
"S00139861",71,4,11,30,18,8
"S00139862",53,1,17,19,10,5
"S00139863",69,1,16,29,20,3
"S00139864",49,9,12,24,3,1
"S00139865",42,2,4,17,17,3
"S00139866",33,2,10,16,7,-
"S00139867",75,4,17,40,17,3
"S00139868",60,1,13,23,20,3
"S00139869",42,1,4,11,18,10
"S00139870",42,5,9,21,1,5
"S00139871",46,-,12,21,9,4
"S00139872",46,1,19,15,7,4
"S00139873",30,1,11,8,9,2
"S00139874",42,2,10,11,18,4
"S00139875",76,1,28,26,17,4
"S00139876",35,-,3,8,19,11
"S00139877",55,1,12,27,9,7
"S00139878",40,-,23,7,8,2
"S00139879",77,7,28,35,7,3
"S00139880",66,2,19,32,6,5
"S00139881",74,1,10,39,20,6
"S00139882",57,29,7,13,4,3
"S00139883",69,4,13,25,20,8
"S00139884",57,1,5,23,22,6
"S00139885",68,1,19,28,12,8
"S00139886",42,1,18,19,4,4
"S00139887",71,4,31,20,14,-
"S00139888",38,10,8,16,2,4
"S00139889",61,2,18,26,15,4
"S00139890",76,1,34,18,19,1
"S00139891",42,5,8,14,8,4
"S00139892",62,4,21,21,10,1
"S00139893",47,2,7,18,18,2
"S00139894",67,-,6,34,22,7
"S00139895",42,2,10,15,12,3
"S00139896",30,4,11,10,5,-
"S00139897",42,1,8,12,17,4
"S00139898",47,2,6,23,6,7
"S00139899",65,1,16,17,23,8
"S00139900",56,3,17,18,11,7
"S00139901",43,2,14,12,11,4
"S00139902",54,-,9,24,18,3
"S00139903",61,2,18,25,11,5
"S00139904",43,6,19,11,5,2
"S00139905",46,-,11,21,13,-
"S00139906",51,3,8,25,9,4
"S00139907",44,1,13,13,10,10
"S00139908",47,1,12,16,11,7
"S00139909",48,7,14,24,1,1
"S00139910",28,-,6,14,6,1
"S00139911",52,3,22,18,7,2
"S00139912",31,2,5,19,4,-
"S00139913",76,3,23,24,20,3
"S00139914",30,1,10,6,12,4
"S00139915",81,-,20,38,13,10
"S00139916",66,4,28,21,13,-
"S00139917",29,1,13,10,6,-
"S00139918",78,13,13,45,5,2
"S00139919",33,2,9,19,3,-
"S00139920",60,-,28,30,5,1
"S00139921",81,9,69,6,-,-
"S00139922",58,7,7,31,8,-
"S00139923",65,-,5,40,18,1
"S00139924",59,-,4,26,26,-
"S00139925",50,16,19,17,4,1
"S00139926",59,-,1,27,30,1
"S00139927",41,2,9,25,6,-
"S00139928",43,-,9,22,12,-
"S00139929",39,-,12,23,2,2
"S00139930",53,2,30,22,2,-
"S00139931",60,3,17,25,13,1
"S00139932",65,2,14,24,20,4
"S00139933",81,1,5,42,32,1
"S00139934",58,2,18,31,6,2
"S00139935",34,6,9,24,2,-
"S00139936",66,2,33,29,6,-
"S00139937",53,11,12,31,2,-
"S00139938",58,7,34,13,-,-
"S00139939",46,4,17,28,3,-
"S00139940",43,11,13,18,1,-
"S00139941",51,1,5,30,10,6
"S00139942",33,-,5,24,5,-
"S00139943",33,2,8,14,9,2
"S00139944",81,-,6,17,52,6
"S00139945",43,10,7,17,7,2
"S00139946",64,19,17,23,1,-
"S00139947",46,5,41,2,-,-
"S00139948",26,-,4,3,15,4
"S00139949",64,27,19,13,2,3
"S00139950",60,-,18,22,14,5
"S00139951",90,16,19,33,24,-
"S00139952",32,1,9,18,8,-
"S00139953",36,4,16,12,1,-
"S00139954",52,1,4,40,3,3
"S00139955",59,4,17,27,9,7
"S00139956",45,-,24,20,4,-
"S00139957",42,1,12,22,7,1
"S00139958",68,1,23,34,1,-
"S00139959",65,1,29,27,4,4
"S00139960",42,8,28,7,-,-
"S00139961",63,4,29,25,9,1
"S00139962",64,27,27,10,-,-
"S00139963",72,7,26,33,5,1
"S00139964",51,10,18,17,4,-
"S00139965",45,21,19,3,-,-
"S00139966",48,2,25,17,2,-
"S00139967",32,2,13,17,1,-
"S00139968",62,31,11,23,-,1
"S00139969",49,11,25,9,2,-
"S00139970",47,1,18,27,4,2
"S00139971",70,30,22,11,2,-
"S00139972",34,6,9,11,8,-
"S00139973",51,13,31,7,-,-
"S00139974",44,-,17,23,7,-
"S00139975",48,-,12,31,-,1
"S00139976",35,-,18,15,1,-
"S00139977",31,-,8,21,-,2
"S00139978",73,20,25,27,1,-
"S00139979",25,2,13,14,1,1
"S00139980",56,2,22,27,6,-
"S00139981",52,-,24,25,3,-
"S00139982",47,6,22,16,2,-
"S00139983",74,2,26,43,3,-
"S00139984",47,-,2,39,6,-
"S00139985",73,3,61,5,1,-
"S00139986",60,9,30,9,11,1
"S00139987",56,17,24,13,1,1
"S00139988",57,-,13,33,8,3
"S00139989",47,4,11,27,3,3
"S00139990",70,1,43,24,2,-
"S00139991",39,-,19,18,2,-
"S00139992",41,-,2,32,1,2
"S00139993",46,23,14,7,2,-
"S00139994",73,6,44,23,-,-
"S00139995",42,1,21,18,2,-
"S00139996",71,1,5,37,26,4
"S00139997",51,-,16,29,5,-
"S00139998",49,24,21,3,1,-
"S00139999",61,14,25,21,-,-
"S00140000",35,-,8,8,12,2
"S00140001",34,4,14,8,8,-
"S00140002",77,-,10,59,8,-
"S00140003",60,3,34,22,1,-
"S00140004",44,1,19,22,2,-
"S00140005",49,-,17,34,2,-
"S00140006",33,-,13,15,9,1
"S00140007",56,4,12,29,13,1
"S00140008",60,1,9,48,4,2
"S00140009",38,3,29,3,2,1
"S00140010",77,21,20,25,9,-
"S00140011",76,-,17,37,18,4
"S00140012",38,5,14,19,3,1
"S00140013",90,-,19,34,34,-
"S00140014",48,9,31,9,4,-
"S00140015",63,15,36,14,1,-
"S00140016",70,4,13,45,4,4
"S00140017",27,-,7,20,-,-
"S00140018",46,-,14,18,11,3
"S00140019",55,6,13,25,8,3
"S00140020",68,7,38,15,10,-
"S00140021",66,6,20,28,4,-
"S00140022",45,5,11,22,6,-
"S00140023",45,-,1,40,2,-
"S00140024",59,6,40,5,3,1
"S00140025",70,33,21,11,3,-
"S00140026",41,-,10,19,10,3
"S00140027",51,-,18,19,7,5
"S00140028",34,5,18,10,-,2
"S00140029",47,25,10,5,6,1
"S00140030",46,2,20,19,4,-
"S00140031",49,-,4,45,-,-
"S00140032",70,-,25,34,7,6
"S00140033",38,13,19,10,1,-
"S00140034",50,12,12,11,4,1
"S00140035",59,30,10,12,10,-
"S00140036",35,10,12,12,-,-
"S00140037",45,5,19,11,7,2
"S00140038",48,1,12,24,10,1
"S00140039",47,15,9,17,8,2
"S00140040",62,24,26,9,-,-
"S00140041",59,8,26,16,4,8
"S00140042",57,2,18,29,6,1
"S00140043",56,-,14,35,6,1
"S00140044",70,29,26,18,-,-
"S00140045",54,11,23,10,8,2
"S00140046",63,49,1,10,-,-
"S00140047",50,27,16,3,1,1
"S00140048",58,1,27,24,3,-
"S00140049",54,12,21,16,2,2
"S00140050",55,23,12,18,4,-
"S00140051",62,1,14,45,5,-
"S00140052",52,13,30,10,-,-
"S00140053",28,-,18,11,-,-
"S00140054",76,16,42,7,6,-
"S00140055",57,14,22,18,2,1
"S00140056",62,22,27,8,-,2
"S00140057",44,21,9,6,3,4
"S00140058",47,2,29,16,1,-
"S00140059",57,1,37,16,3,-
"S00140060",53,36,3,11,-,1
"S00140061",49,34,13,-,-,-
"S00140062",50,1,30,15,2,-
"S00140063",47,1,8,34,-,-
"S00140064",51,6,12,17,8,3
"S00140065",51,29,10,14,-,-
"S00140066",43,5,14,20,-,-
"S00140067",40,26,7,7,-,-
"S00140068",49,24,20,2,-,-
"S00140069",65,38,14,13,-,-
"S00140070",51,31,9,6,1,-
"S00140071",48,-,34,8,-,-
"S00140072",32,5,11,13,3,2
"S00140073",60,17,24,13,2,2
"S00140074",62,3,20,14,19,7
"S00140075",61,24,25,5,3,4
"S00140076",48,7,18,17,1,2
"S00140077",51,16,26,5,3,1
"S00140078",76,12,48,8,6,1
"S00140079",50,17,21,4,9,2
"S00140080",65,2,28,32,1,2
"S00140081",45,2,28,14,-,1
"S00140082",43,28,8,5,1,-
"S00140083",61,-,43,15,5,-
"S00140084",74,22,28,20,3,2
"S00140085",65,-,38,17,5,6
"S00140086",39,17,14,8,-,-
"S00140087",44,18,8,10,2,2
"S00140088",65,24,14,24,2,-
"S00140089",65,24,21,9,3,5
"S00140090",40,20,9,10,1,-
"S00140091",49,13,10,17,10,2
"S00140092",45,4,14,22,1,-
"S00140093",60,18,29,11,2,-
"S00140094",35,-,18,12,1,-
"S00140095",64,21,15,18,6,-
"S00140096",54,10,26,19,-,-
"S00140097",50,-,8,17,16,9
"S00140098",70,-,24,24,16,5
"S00140099",67,39,15,9,4,-
"S00140100",71,39,20,8,-,1
"S00140101",47,25,13,8,1,-
"S00140102",68,3,16,39,9,-
"S00140103",65,53,8,1,1,-
"S00140104",59,-,11,23,18,6
"S00140105",75,19,38,10,4,-
"S00140106",66,24,30,7,4,1
"S00140107",32,11,9,8,1,1
"S00140108",70,25,33,9,2,2
"S00140109",48,30,9,12,1,-
"S00140110",42,-,3,26,12,1
"S00140111",66,17,38,8,6,1
"S00140112",47,-,10,19,15,4
"S00140113",52,7,24,17,3,1
"S00140114",54,24,9,10,8,1
"S00140115",80,33,26,11,6,4
"S00140116",46,15,23,8,-,-
"S00140117",65,25,22,8,5,1
"S00140118",53,-,13,32,9,1
"S00140119",42,14,16,11,1,-
"S00140120",62,1,8,33,12,5
"S00140121",43,-,14,25,6,-
"S00140122",105,-,25,52,26,-
"S00140123",47,-,10,22,12,3
"S00140124",49,13,15,10,7,4
"S00140125",77,24,25,17,3,4
"S00140126",36,18,6,10,2,-
"S00140127",43,3,17,14,4,1
"S00140128",46,3,10,16,12,6
"S00140129",39,6,7,8,13,2
"S00140130",42,10,16,7,4,6
"S00140131",41,-,9,20,6,5
"S00140132",61,3,11,36,16,2
"S00140133",58,12,26,16,4,-
"S00140134",46,-,19,22,5,1
"S00140135",48,23,14,-,6,3
"S00140136",100,1,33,56,14,1
"S00140137",51,20,20,12,-,1
"S00140138",53,4,12,21,13,5
"S00140139",61,-,1,25,29,6
"S00140140",49,4,28,17,-,-
"S00140141",48,-,12,26,10,-
"S00140142",63,-,13,26,11,13
"S00140143",72,1,6,18,21,36
"S00140144",55,-,6,16,29,8
"S00140145",68,3,9,22,20,9
"S00140146",40,1,9,17,9,6
"S00140147",48,-,6,26,16,-
"S00140148",47,-,8,24,11,4
"S00140149",60,-,3,9,26,21
"S00140150",75,-,15,42,19,3
"S00140151",74,2,15,23,32,3
"S00140152",44,1,9,14,14,6
"S00140153",69,8,26,20,8,5
"S00140154",54,-,15,13,20,6
"S00140155",81,5,28,26,18,3
"S00140156",58,13,13,22,9,3
"S00140157",63,1,15,23,13,4
"S00140158",52,1,3,22,14,8
"S00140159",46,1,8,25,9,3
"S00140160",38,-,10,23,9,3
"S00140161",69,3,19,20,24,6
"S00140162",46,-,14,12,12,10
"S00140163",46,10,17,3,12,3
"S00140164",74,10,31,26,5,-
"S00140165",35,1,7,13,14,4
"S00140166",56,6,16,24,7,3
"S00140167",59,-,19,36,6,2
"S00140168",75,-,11,30,22,10
"S00140169",49,9,21,17,1,2
"S00140170",52,-,17,28,7,-
"S00140171",40,-,4,25,10,1
"S00140172",41,1,8,13,11,11
"S00140173",50,1,10,22,7,10
"S00140174",66,-,14,28,14,9
"S00140175",44,-,1,9,25,13
"S00140176",45,6,25,10,3,1
"S00140177",48,1,8,27,10,2
"S00140178",35,1,6,9,19,2
"S00140179",41,-,6,23,9,1
"S00140180",46,3,11,13,12,3
"S00140181",67,1,16,24,14,10
"S00140182",35,-,7,23,7,-
"S00140183",55,1,21,26,4,1
"S00140184",73,-,11,39,21,1
"S00140185",44,-,1,15,15,17
"S00140186",45,-,2,10,30,6
"S00140187",55,-,11,31,13,-
"S00140188",74,28,6,22,17,4
"S00140189",57,-,2,6,11,35
"S00140190",34,1,12,17,2,1
"S00140191",58,1,3,15,33,6
"S00140192",46,-,9,28,11,1
"S00140193",64,1,16,32,14,5
"S00140194",64,-,7,30,19,4
"S00140195",34,1,4,30,4,-
"S00140196",67,-,19,32,14,2
"S00140197",49,-,-,25,23,3
"S00140198",59,-,-,10,41,8
"S00140199",64,2,6,36,23,1
"S00140200",56,-,4,22,29,2
"S00140201",62,1,14,37,10,-
"S00140202",59,-,7,20,21,8
"S00140203",60,-,9,14,25,12
"S00140204",48,-,7,26,15,-
"S00140205",52,2,13,33,4,-
"S00140206",66,3,11,40,11,1
"S00140207",49,2,21,19,4,1
"S00140208",54,-,19,28,4,3
"S00140209",37,5,15,12,5,1
"S00140210",41,2,7,23,7,-
"S00140211",40,2,3,18,14,3
"S00140212",45,1,4,30,11,2
"S00140213",42,22,13,7,-,-
"S00140214",50,1,13,17,14,6
"S00140215",49,2,21,18,10,4
"S00140216",41,-,5,24,8,6
"S00140217",54,1,21,22,6,8
"S00140218",53,2,29,16,2,-
"S00140219",65,4,18,26,12,6
"S00140220",50,9,19,17,5,-
"S00140221",52,8,26,16,-,2
"S00140222",42,1,20,19,1,-
"S00140223",81,2,38,20,16,2
"S00140224",52,4,13,25,10,4
"S00140225",61,1,21,17,18,6
"S00140226",53,6,10,26,5,4
"S00140227",51,-,3,2,36,10
"S00140228",41,3,14,16,8,-
"S00140229",63,-,41,20,4,1
"S00140230",57,2,13,20,18,4
"S00140231",52,-,4,34,14,-
"S00140232",47,8,10,24,5,2
"S00140233",45,8,9,19,4,1
"S00140234",67,10,20,25,9,5
"S00140235",44,9,16,13,7,-
"S00140236",51,19,18,11,2,1
"S00140237",81,-,16,36,21,5
"S00140238",75,4,33,35,2,2
"S00140239",53,4,13,17,13,3
"S00140240",55,6,12,26,6,4
"S00140241",59,14,24,12,7,1
"S00140242",55,17,34,2,-,2
"S00140243",47,15,21,8,1,-
"S00140244",58,15,12,26,2,3
"S00140245",72,10,37,13,7,1
"S00140246",76,-,13,49,11,2
"S00140247",41,9,14,12,2,4
"S00140248",37,4,8,14,12,-
"S00140249",40,3,34,3,-,-
"S00140250",61,-,4,22,24,6
"S00140251",41,14,12,14,-,-
"S00140252",39,10,23,4,-,-
"S00140253",47,-,10,30,3,4
"S00140254",68,-,22,29,16,1
"S00140255",57,30,15,8,1,3
"S00140256",44,17,17,10,2,1
"S00140257",71,8,30,27,9,-
"S00140258",73,7,35,17,8,2
"S00140259",66,13,24,22,7,-
"S00140260",43,7,22,10,2,-
"S00140261",50,8,23,15,3,2
"S00140262",43,-,19,16,5,4
"S00140263",46,5,31,10,2,-
"S00140264",47,8,31,7,1,-
"S00140265",58,-,-,4,49,2
"S00140266",63,-,24,25,10,2
"S00140267",50,-,6,29,14,4
"S00140268",42,-,26,15,2,-
"S00140269",38,2,24,10,-,2
"S00140270",47,1,40,4,2,-
"S00140271",55,6,30,12,1,-
"S00140272",43,-,28,6,3,-
"S00140273",35,-,19,10,4,1
"S00140274",45,2,36,8,-,-
"S00140275",45,-,26,14,5,-
"S00140276",54,4,19,23,-,1
"S00140277",47,-,18,19,8,-
"S00140278",43,4,16,17,6,-
"S00140279",53,12,28,8,2,2
"S00140280",49,2,23,23,-,1
"S00140281",63,5,11,33,11,3
"S00140282",42,11,21,9,-,-
"S00140283",51,-,39,12,3,-
"S00140284",40,8,21,10,1,-
"S00140285",40,4,15,17,4,-
"S00140286",57,5,11,26,16,2
"S00140287",66,5,41,20,-,-
"S00140288",60,5,3,35,17,-
"S00140289",60,41,9,6,3,2
"S00140290",44,1,4,23,12,2
"S00140291",33,-,1,8,22,3
"S00140292",61,2,4,29,20,7
"S00140293",46,11,17,15,2,1
"S00140294",50,8,30,10,2,-
"S00140295",70,-,1,26,36,11
"S00140296",45,4,11,26,4,-
"S00140297",41,6,17,9,5,-
"S00140298",35,4,10,16,6,4
"S00140299",211,5,186,11,9,-
"S00140300",77,12,29,30,4,2
"S00140301",58,6,16,30,2,1
"S00140302",44,4,22,9,11,2
"S00140303",40,-,9,8,25,-
"S00140304",46,-,10,25,4,3
"S00140305",67,6,48,9,8,-
"S00140306",53,-,24,20,8,4
"S00140307",51,1,18,20,13,2
"S00140308",44,-,1,18,18,7
"S00140309",28,1,10,8,7,4
"S00140310",77,-,12,23,40,5
"S00140311",46,-,-,10,34,2
"S00140312",53,-,3,15,26,9
"S00140313",33,3,7,12,8,4
"S00140314",63,-,20,25,17,2
"S00140315",65,-,9,23,18,15
"S00140316",65,13,25,21,4,-
"S00140317",54,-,10,12,27,2
"S00140318",82,16,42,23,1,-
"S00140319",47,-,18,8,22,2
"S00140320",50,7,22,9,12,-
"S00140321",48,-,10,21,11,4
"S00140322",56,2,26,14,13,2
"S00140323",78,5,9,45,13,5
"S00140324",50,-,20,14,16,-
"S00140325",61,-,-,3,41,20
"S00140326",62,-,9,13,34,9
"S00140327",52,-,-,2,42,8
"S00140328",62,1,12,18,28,5
"S00140329",51,4,20,24,3,1
"S00140330",59,1,11,23,14,1
"S00140331",70,-,-,25,34,4
"S00140332",59,4,22,21,15,-
"S00140333",38,-,-,1,26,11
"S00140334",61,3,18,15,23,5
"S00140335",60,-,11,33,13,2
"S00140336",43,1,4,20,17,1
"S00140337",82,3,29,23,19,7
"S00140338",57,1,16,29,11,1
"S00140339",63,1,2,3,46,9
"S00140340",48,-,21,18,8,-
"S00140341",51,9,20,13,9,-
"S00140342",45,1,19,21,4,-
"S00140343",58,-,33,13,9,1
"S00140344",55,19,15,10,2,3
"S00140345",44,3,19,21,1,-
"S00140346",46,-,12,19,7,4
"S00140347",51,-,22,22,6,1
"S00140348",50,-,5,32,12,1
"S00140349",38,-,27,8,4,2
"S00140350",45,1,14,20,6,6
"S00140351",51,-,12,34,4,-
"S00140352",74,-,8,36,21,9
"S00140353",69,10,29,24,3,2
"S00140354",53,-,26,25,6,-
