Scotland's Census 2022 - National Records of Scotland
Table UV212 - Main language
All people aged 3 and over

,"All people aged 3 and over","English","Scots","Gaelic","Sign Language","Other language"
"S00149322",92,93,1,-,-,-
"S00149323",90,86,3,-,-,1
"S00149324",97,97,-,-,-,-
"S00149325",122,120,-,-,-,2
"S00149326",161,153,1,-,2,2
"S00149327",68,65,-,-,-,4
"S00149328",159,160,-,-,-,2
"S00149329",93,91,2,-,-,1
"S00149330",107,102,-,-,-,5
"S00149331",70,68,2,-,-,1
"S00149332",116,116,-,-,-,-
"S00149333",117,115,2,-,-,-
"S00149334",81,77,4,-,-,-
"S00149335",94,90,-,-,-,4
"S00149336",77,75,-,-,-,2
"S00149337",70,70,-,-,-,-
"S00149338",138,136,-,-,-,2
"S00149339",101,101,-,-,-,-
"S00149340",145,145,-,-,-,-
"S00149341",119,119,-,-,-,-
"S00149342",62,59,-,-,-,4
"S00149343",99,98,1,-,-,-
"S00149344",119,119,-,-,-,-
"S00149345",94,93,-,-,-,1
"S00149346",94,94,-,-,-,-
"S00149347",88,88,-,-,-,-
"S00149348",132,132,-,-,-,-
"S00149349",129,121,1,-,-,8
"S00149350",97,96,1,-,-,-
"S00149351",125,123,-,-,-,1
"S00149352",89,91,2,-,-,-
"S00149353",89,88,-,-,-,1
"S00149354",114,113,-,-,-,-
"S00149355",137,137,-,-,-,-
"S00149356",137,129,1,-,-,7
"S00149357",103,101,-,-,-,-
"S00149358",102,102,-,-,-,-
"S00149359",175,171,-,-,-,4
"S00149360",141,140,-,-,1,-
"S00149361",141,141,-,-,-,-
"S00149362",150,149,1,-,-,-
"S00149363",104,95,5,-,-,3
"S00149364",147,145,-,-,-,2
"S00149365",118,114,-,-,-,4
"S00149366",87,84,2,-,-,1
"S00149367",116,116,-,-,-,-
"S00149368",126,125,1,-,-,-
"S00149369",115,114,-,-,-,1
"S00149370",128,126,-,-,-,2
"S00149371",122,122,-,-,-,-
"S00149372",73,73,-,-,-,-
"S00149373",79,79,-,-,-,-
"S00149374",106,105,-,-,-,-
"S00149375",107,106,-,-,-,2
"S00149376",166,166,-,-,-,-
"S00149377",74,72,-,-,-,2
"S00149378",125,123,-,-,-,3
"S00149379",89,88,1,-,-,-
"S00149380",109,109,-,-,-,-
"S00149381",82,79,-,-,-,3
"S00149382",87,86,-,-,-,1
"S00149383",102,102,-,-,-,-
"S00149384",165,157,3,-,-,2
"S00149385",141,137,-,-,-,4
"S00149386",104,104,-,-,-,-
"S00149387",61,60,-,-,-,1
"S00149388",92,92,-,-,-,-
"S00149389",95,92,4,-,-,-
"S00149390",119,119,-,-,-,-
"S00149391",76,78,-,-,-,1
"S00149392",131,129,-,-,-,2
"S00149393",82,80,1,-,-,1
"S00149394",138,132,3,-,-,-
"S00149395",180,178,-,-,-,2
"S00149396",95,95,-,-,-,-
"S00149397",113,112,-,-,-,1
"S00149398",109,101,11,-,-,-
"S00149399",111,111,-,-,-,-
"S00149400",101,101,-,-,-,-
"S00149401",111,110,-,-,-,1
"S00149402",74,74,-,-,-,-
"S00149403",82,76,3,-,-,3
"S00149404",104,103,1,-,-,-
"S00149405",89,89,-,-,-,-
"S00149406",93,90,5,-,-,-
"S00149407",83,83,-,-,-,-
"S00149408",89,89,-,-,-,-
"S00149409",66,66,-,-,-,-
"S00149410",169,165,-,-,-,1
"S00149411",109,109,-,-,-,-
"S00149412",116,116,-,-,-,-
"S00149413",133,133,-,-,-,-
"S00149414",107,106,-,-,-,2
"S00149415",89,89,-,-,-,-
"S00149416",131,133,1,-,-,-
"S00149417",74,70,-,-,-,4
"S00149418",96,92,-,-,1,2
"S00149419",105,102,-,-,-,-
"S00149420",149,144,-,-,-,5
"S00149421",58,57,2,-,-,-
"S00149422",133,128,-,-,-,2
"S00149423",91,84,1,-,-,6
"S00149424",88,87,1,-,-,-
"S00149425",149,146,2,-,-,1
"S00149426",61,61,-,-,-,-
"S00149427",99,99,-,-,-,-
"S00149428",76,76,-,-,-,-
"S00149429",106,106,-,-,-,-
"S00149430",86,86,-,-,-,-
"S00149431",136,134,2,-,-,-
"S00149432",164,163,2,-,-,-
"S00149433",90,90,-,-,-,-
"S00149434",168,168,-,-,-,-
"S00149435",104,101,4,-,-,-
"S00149436",101,102,-,-,-,5
"S00149437",91,91,-,-,-,-
"S00149438",73,72,1,-,-,4
"S00149439",84,84,-,-,-,-
"S00149440",75,75,1,-,-,-
"S00149441",120,120,-,-,-,-
"S00149442",106,106,-,-,-,-
"S00149443",69,68,-,-,-,1
"S00149444",117,110,5,-,-,2
"S00149445",112,112,-,-,-,-
"S00149446",88,88,-,-,-,-
"S00149447",99,99,-,-,-,-
"S00149448",129,123,-,-,-,6
"S00149449",102,102,-,-,-,-
"S00149450",139,138,-,-,-,2
"S00149451",115,113,-,-,-,-
"S00149452",98,98,-,-,-,-
"S00149453",170,170,-,-,-,-
"S00149454",83,83,-,-,-,-
"S00149455",138,137,-,1,-,-
"S00149456",96,96,-,-,-,-
"S00149457",138,138,-,-,-,-
"S00149458",96,98,-,-,-,-
"S00149459",143,143,-,-,-,-
"S00149460",98,98,-,-,-,-
"S00149461",140,132,3,-,1,1
"S00149462",223,216,6,-,-,2
"S00149463",96,96,-,-,-,-
"S00149464",66,65,-,-,-,1
"S00149465",79,78,2,-,-,-
"S00149466",199,193,-,-,-,6
"S00149467",198,193,-,-,-,1
"S00149468",123,120,-,-,-,3
"S00149469",138,129,-,-,-,5
"S00149470",121,119,-,-,-,2
"S00149471",182,179,-,-,-,2
"S00149472",123,122,1,-,-,-
"S00149473",84,82,-,-,-,-
"S00149474",111,106,-,-,-,5
"S00149475",143,141,-,-,-,2
"S00149476",151,151,-,-,-,-
"S00149477",119,110,-,-,1,6
"S00149478",66,66,-,-,-,-
"S00149479",72,69,3,-,-,-
"S00149480",85,85,-,-,-,-
"S00149481",112,112,-,-,-,-
"S00149482",95,95,-,-,-,-
"S00149483",161,157,-,-,-,4
"S00149484",140,137,-,-,1,1
"S00149485",128,120,-,-,2,4
"S00149486",71,70,1,-,-,-
"S00149487",87,81,-,-,-,6
"S00149488",152,152,-,-,-,-
"S00149489",104,98,3,-,-,-
"S00149490",81,81,-,-,-,-
"S00149491",156,151,4,-,-,4
"S00149492",119,119,-,-,-,-
"S00149493",100,99,-,-,-,2
"S00149494",163,163,-,-,-,-
"S00149495",132,132,-,-,-,-
"S00149496",103,103,-,-,-,-
"S00149497",107,106,1,-,-,1
"S00149498",99,95,1,-,1,-
"S00149499",103,103,-,-,-,-
"S00149500",131,119,-,-,-,10
"S00149501",59,56,2,-,2,-
"S00149502",123,121,-,-,-,3
"S00149503",95,95,-,-,-,-
"S00149504",113,108,-,-,-,1
"S00149505",82,81,1,-,-,-
"S00149506",93,93,-,-,-,-
"S00149507",98,93,2,-,-,1
"S00149508",131,123,3,-,-,2
"S00149509",126,126,-,-,-,-
"S00149510",130,127,1,-,-,2
"S00149511",88,88,-,-,-,-
"S00149512",99,98,-,-,-,2
"S00149513",74,74,-,-,-,-
"S00149514",124,122,1,-,-,-
"S00149515",78,79,-,-,-,1
"S00149516",109,105,3,-,-,1
"S00149517",83,83,-,-,-,-
"S00149518",112,112,-,-,-,-
"S00149519",81,76,-,-,-,5
"S00149520",66,66,-,-,-,-
"S00149521",93,93,-,-,-,-
"S00149522",68,68,-,-,-,-
"S00149523",134,131,1,-,-,-
"S00149524",84,84,-,-,-,-
"S00149525",118,114,-,-,-,4
"S00149526",107,107,-,-,-,-
"S00149527",136,135,-,-,-,1
"S00149528",216,216,-,-,-,-
"S00149529",99,99,-,-,-,-
"S00149530",136,135,-,-,-,1
"S00149531",108,107,-,-,-,1
"S00149532",123,123,-,-,-,-
"S00149533",101,101,-,-,-,-
"S00149534",115,113,-,-,-,2
"S00149535",121,117,2,-,-,-
"S00149536",67,67,-,-,-,-
"S00149537",183,181,-,-,-,4
"S00149538",159,146,4,-,-,6
"S00149539",97,97,-,-,-,-
"S00149540",95,93,1,-,-,1
"S00149541",147,143,-,-,-,3
"S00149542",114,113,-,-,-,1
"S00149543",126,128,-,-,-,2
"S00149544",120,112,1,-,-,3
"S00149545",89,88,-,-,-,1
"S00149546",163,161,-,1,2,-
"S00149547",137,137,-,-,-,-
"S00149548",119,119,-,-,-,-
"S00149549",93,93,-,-,-,-
"S00149550",116,114,-,-,-,2
"S00149551",74,72,-,-,-,3
"S00149552",82,82,-,-,-,-
"S00149553",86,86,-,-,-,-
"S00149554",142,141,-,-,1,-
"S00149555",77,77,-,-,-,-
"S00149556",64,61,2,-,-,1
"S00149557",155,153,-,-,-,-
"S00149558",126,125,1,-,-,-
"S00149559",100,99,5,-,-,-
"S00149560",119,120,1,-,-,1
"S00149561",129,129,-,-,-,-
"S00149562",136,136,-,-,-,-
"S00149563",145,144,1,-,-,-
"S00149564",232,229,2,-,1,-
"S00149565",84,83,2,-,-,-
"S00149566",101,101,-,-,-,-
"S00149567",167,164,3,-,-,-
"S00149568",96,95,1,-,-,-
"S00149569",125,125,4,-,-,-
"S00149570",108,108,-,-,-,-
"S00149571",104,104,-,-,-,-
"S00149572",102,102,-,-,-,-
"S00149573",95,92,-,-,-,1
"S00149574",141,141,-,-,-,-
"S00149575",109,109,-,-,-,-
"S00149576",95,95,-,-,-,-
"S00149577",94,94,-,-,-,-
"S00149578",85,85,-,-,-,-
"S00149579",108,105,-,-,-,5
"S00149580",169,169,-,-,-,-
"S00149581",100,100,-,-,-,-
"S00149582",127,127,-,-,-,-
"S00149583",192,191,-,-,-,-
"S00149584",65,65,-,-,-,-
"S00149585",106,98,-,-,1,4
"S00149586",164,165,-,-,-,1
"S00149587",150,150,-,-,-,-
"S00149588",89,89,-,-,-,-
"S00149589",142,141,-,-,-,1
"S00149590",193,191,-,-,-,2
"S00149591",98,98,-,-,-,-
"S00149592",77,77,-,-,-,-
"S00149593",85,85,-,-,-,-
"S00149594",93,93,-,-,-,-
"S00149595",138,137,2,-,-,-
"S00149596",93,93,-,-,-,-
"S00149597",114,107,-,-,1,2
"S00149598",96,96,-,-,-,-
"S00149599",108,108,-,-,-,-
"S00149600",112,112,-,-,-,-
"S00149601",143,143,-,-,-,-
"S00149602",78,76,1,-,-,1
"S00149603",93,93,-,-,-,-
"S00149604",146,142,4,-,2,1
"S00149605",75,74,-,-,-,1
"S00149606",64,64,-,-,-,-
"S00149607",74,74,-,-,-,-
"S00149608",63,60,-,-,-,1
"S00149609",72,71,-,-,1,-
"S00149610",86,86,-,-,-,-
"S00149611",120,115,4,-,-,1
"S00149612",128,116,4,-,-,8
"S00149613",102,101,1,-,-,-
"S00149614",100,99,-,-,-,2
"S00149615",119,121,3,-,-,-
"S00149616",149,149,-,-,-,-
"S00149617",118,107,15,-,-,-
"S00149618",95,95,-,-,-,-
"S00149619",91,89,-,-,-,2
"S00149620",84,81,-,2,-,1
"S00149621",100,100,-,-,-,-
"S00149622",82,82,-,-,-,-
"S00149623",111,110,3,-,-,-
"S00149624",80,80,-,-,-,-
"S00149625",71,62,-,4,-,3
"S00149626",113,111,-,-,-,2
"S00149627",63,61,2,-,-,-
"S00149628",188,184,2,-,-,-
"S00149629",81,79,-,-,-,1
"S00149630",161,159,1,-,-,1
"S00149631",93,93,-,-,-,-
"S00149632",101,99,-,-,-,2
"S00149633",106,106,-,-,-,-
"S00149634",159,153,2,-,-,-
"S00149635",244,236,4,-,-,3
"S00149636",106,105,1,-,-,-
"S00149637",187,187,-,-,-,-
"S00149638",156,156,-,-,-,-
"S00149639",87,87,-,-,-,-
"S00149640",102,102,-,-,-,-
"S00149641",111,111,-,-,-,-
"S00149642",78,76,-,-,-,2
"S00149643",132,132,-,-,-,-
"S00149644",62,61,1,-,-,-
"S00149645",83,83,-,-,-,-
"S00149646",115,114,-,-,-,-
"S00149647",118,118,-,-,-,-
"S00149648",143,139,2,-,-,-
"S00149649",93,88,1,-,-,-
"S00149650",91,89,2,-,-,-
"S00149651",155,137,19,-,-,2
"S00149652",174,174,-,-,-,-
"S00149653",94,94,-,-,-,-
"S00149654",109,106,-,-,1,1
"S00149655",166,168,-,-,-,2
"S00149656",134,131,3,-,-,-
"S00149657",98,96,1,1,-,-
"S00149658",129,126,-,2,1,-
"S00149659",79,78,1,-,-,1
"S00149660",127,126,1,-,-,-
"S00149661",147,145,1,-,-,1
"S00149662",75,74,1,-,-,-
"S00149663",111,105,4,-,-,-
"S00149664",180,178,1,-,-,1
"S00149665",89,85,3,-,-,-
"S00149666",75,75,-,-,-,-
"S00149667",105,104,-,-,-,1
"S00149668",180,172,-,2,-,7
"S00149669",115,115,-,-,-,-
"S00149670",183,180,-,-,-,3
"S00149671",183,177,-,-,-,6
"S00149672",126,126,-,-,-,-
"S00149673",153,152,-,-,-,1
"S00149674",200,200,-,-,-,-
"S00149675",95,91,3,-,-,1
"S00149676",289,281,-,1,1,4
"S00149677",104,97,1,-,-,6
"S00149678",133,128,-,-,-,6
"S00149679",103,104,-,-,-,-
"S00149680",97,95,1,-,-,2
"S00149681",83,82,1,-,-,-
"S00149682",65,63,-,-,-,4
"S00149683",155,155,-,-,-,-
"S00149684",93,90,1,-,-,2
"S00149685",153,153,-,-,-,-
"S00149686",91,88,-,-,2,2
"S00149687",122,120,-,-,-,2
"S00149688",145,146,-,-,-,3
"S00149689",136,136,-,-,-,-
"S00149690",133,132,1,-,-,-
"S00149691",89,89,-,-,-,-
"S00149692",144,144,-,-,-,-
"S00149693",161,161,-,-,-,-
"S00149694",140,133,-,-,-,5
"S00149695",66,60,-,-,-,-
"S00149696",144,144,-,-,-,-
"S00149697",76,75,-,-,1,-
"S00149698",178,173,-,-,-,-
"S00149699",140,138,-,-,-,1
"S00149700",110,101,-,-,-,9
"S00149701",96,95,-,-,-,1
"S00149702",117,116,-,-,-,1
"S00149703",130,129,-,-,-,-
"S00149704",171,171,-,-,-,-
"S00149705",88,88,-,-,-,-
"S00149706",71,71,-,-,-,-
"S00149707",91,91,-,-,-,-
"S00149708",89,85,-,-,1,-
"S00149709",141,141,-,-,-,-
"S00149710",147,145,2,-,-,1
"S00149711",104,104,-,-,-,-
"S00149712",83,83,-,-,-,-
"S00149713",130,125,-,-,1,-
"S00149714",113,108,-,-,-,5
"S00149715",85,84,-,-,-,1
"S00149716",97,95,-,-,2,1
"S00149717",128,128,-,-,-,-
"S00149718",113,111,-,-,1,1
"S00149719",107,107,-,-,-,-
"S00149720",73,73,-,-,-,-
"S00149721",143,143,-,-,-,-
"S00149722",141,141,-,-,-,-
"S00149723",96,96,-,-,-,-
"S00149724",116,108,2,-,-,7
"S00149725",123,122,-,-,-,-
"S00149726",111,111,-,-,-,-
"S00149727",92,92,-,-,-,-
"S00149728",90,89,-,-,-,1
"S00149729",97,97,-,-,-,-
"S00149730",94,94,-,-,-,-
"S00149731",130,129,-,-,-,-
"S00149732",90,90,-,-,-,-
"S00149733",62,62,-,-,-,-
"S00149734",72,72,-,-,-,-
"S00149735",126,126,-,-,-,-
"S00149736",151,151,-,-,-,-
"S00149737",101,101,-,-,-,-
"S00149738",183,182,-,-,-,1
"S00149739",81,81,-,-,-,-
"S00149740",163,163,-,-,-,-
"S00149741",240,236,-,-,-,4
"S00149742",147,147,-,-,-,-
"S00149743",88,83,1,-,1,2
"S00149744",129,129,-,-,-,-
"S00149745",153,151,-,-,-,2
"S00149746",80,78,-,-,1,1
"S00149747",139,139,-,-,-,3
"S00149748",140,127,-,-,-,13
"S00149749",120,120,-,-,-,-
"S00149750",121,118,-,-,-,4
"S00149751",117,116,-,-,-,2
"S00149752",119,116,-,-,-,5
"S00149753",98,95,-,-,-,1
"S00149754",129,128,-,-,-,1
"S00149755",119,116,-,-,-,3
"S00149756",148,138,-,-,-,7
"S00149757",138,137,-,-,-,1
"S00149758",248,241,-,-,-,7
"S00149759",112,111,-,-,-,2
"S00149760",159,161,-,1,-,1
"S00149761",65,60,-,-,-,3
"S00149762",69,69,-,-,-,-
"S00149763",131,127,-,-,-,1
"S00149764",75,75,-,-,-,-
"S00149765",175,169,-,-,-,4
"S00149766",206,204,-,-,-,-
"S00149767",109,98,-,-,-,11
"S00149768",60,60,-,-,-,-
"S00149769",116,113,-,-,-,-
"S00149770",145,141,-,-,-,4
"S00149771",85,85,-,-,-,-
"S00149772",171,167,-,-,-,3
"S00149773",97,93,-,-,2,3
"S00149774",79,75,-,-,-,2
"S00149775",64,60,-,-,-,2
"S00149776",68,64,-,-,-,3
"S00149777",96,96,-,-,-,-
"S00149778",129,126,-,-,-,4
"S00149779",117,114,2,-,-,2
"S00149780",82,82,-,-,-,-
"S00149781",126,125,-,-,-,4
"S00149782",103,102,-,-,-,1
"S00149783",102,100,-,-,-,2
"S00149784",119,111,-,-,-,6
"S00149785",120,118,-,-,-,2
"S00149786",95,95,-,-,-,-
"S00149787",106,106,-,-,-,-
"S00149788",161,158,-,-,-,4
"S00149789",146,144,-,-,-,2
"S00149790",161,157,-,-,-,4
"S00149791",125,122,-,-,-,2
"S00149792",89,86,-,-,1,-
"S00149793",112,105,-,-,1,6
"S00149794",101,100,-,-,-,1
"S00149795",103,102,-,-,-,1
"S00149796",141,141,-,-,-,-
"S00149797",116,109,-,-,-,7
"S00149798",163,160,-,-,-,2
"S00149799",104,101,-,-,-,3
"S00149800",132,132,-,-,-,-
"S00149801",61,54,3,-,-,6
"S00149802",94,91,-,-,-,-
"S00149803",67,67,-,-,-,-
"S00149804",195,183,-,-,-,9
"S00149805",83,83,-,-,-,-
"S00149806",108,108,-,-,-,-
"S00149807",60,60,-,-,-,-
"S00149808",101,101,-,-,-,-
"S00149809",147,144,-,-,-,3
"S00149810",152,151,-,-,-,-
"S00149811",108,104,-,-,-,4
"S00149812",122,122,-,-,-,-
"S00149813",141,139,-,-,-,2
"S00149814",159,155,-,-,-,4
"S00149815",72,72,-,-,-,-
"S00149816",111,111,-,-,-,-
"S00149817",97,92,-,-,-,5
"S00149818",91,89,-,-,-,2
"S00149819",69,72,1,-,-,-
"S00149820",147,142,-,-,-,2
"S00149821",121,121,-,-,-,-
"S00149822",99,97,-,-,-,2
"S00149823",118,118,-,-,-,-
"S00149824",119,119,-,-,-,-
"S00149825",66,66,-,-,-,-
"S00149826",93,90,1,-,-,-
"S00149827",109,107,2,-,-,1
"S00149828",145,142,5,-,-,-
"S00149829",128,128,-,-,-,-
"S00149830",137,135,1,-,-,1
"S00149831",101,98,-,-,-,7
"S00149832",119,112,1,-,-,2
"S00149833",90,90,-,-,-,-
"S00149834",113,113,-,-,-,-
"S00149835",160,157,-,-,-,1
"S00149836",90,90,-,-,-,-
"S00149837",88,86,-,-,-,4
"S00149838",95,94,-,-,-,1
"S00149839",107,106,-,-,-,1
"S00149840",86,86,-,-,-,-
"S00149841",108,105,-,1,-,2
"S00149842",201,197,-,-,-,1
"S00149843",142,141,-,-,-,1
"S00149844",85,83,-,-,-,2
"S00149845",85,84,-,-,-,-
"S00149846",61,61,-,-,-,-
"S00149847",119,118,-,-,-,1
"S00149848",70,70,-,-,-,-
"S00149849",61,61,-,-,-,-
"S00149850",97,96,-,-,-,2
"S00149851",201,199,-,-,-,4
"S00149852",93,91,-,-,-,-
"S00149853",134,132,-,-,-,2
"S00149854",78,77,-,-,-,-
"S00149855",85,84,-,-,-,1
"S00149856",130,119,-,-,-,5
"S00149857",118,112,-,-,-,8
"S00149858",140,140,-,-,-,-
"S00149859",76,76,-,-,-,-
"S00149860",93,92,-,-,-,1
"S00149861",145,145,-,-,-,-
"S00149862",97,97,-,-,-,-
"S00149863",133,134,-,-,-,1
"S00149864",138,138,-,-,-,-
"S00149865",93,92,-,-,-,2
"S00149866",105,104,-,-,-,1
"S00149867",58,55,-,-,-,3
"S00149868",104,102,-,-,-,4
"S00149869",156,155,-,-,-,2
"S00149870",135,135,-,-,-,-
"S00149871",103,103,-,-,-,-
"S00149872",92,92,-,-,-,-
"S00149873",112,112,-,-,-,-
"S00149874",130,130,-,-,-,-
"S00149875",151,151,-,-,-,1
"S00149876",170,170,-,-,-,-
"S00149877",62,62,-,-,-,-
"S00149878",76,75,-,-,-,-
"S00149879",120,119,-,-,2,-
"S00149880",70,70,-,-,-,-
"S00149881",78,75,-,-,-,3
"S00149882",100,96,-,-,-,4
"S00149883",128,126,-,-,-,2
"S00149884",84,83,-,-,-,2
"S00149885",100,95,-,-,-,2
"S00149886",117,115,2,-,1,-
"S00149887",128,127,-,-,1,1
"S00149888",97,96,-,-,-,1
"S00149889",126,126,-,-,-,-
"S00149890",72,70,-,-,-,1
"S00149891",117,115,-,-,-,2
"S00149892",74,76,-,-,-,2
"S00149893",147,146,-,-,-,-
"S00149894",115,115,-,-,-,-
"S00149895",78,73,-,-,-,1
"S00149896",61,61,-,-,-,-
"S00149897",119,119,-,-,-,-
"S00149898",70,70,-,-,-,-
"S00149899",73,69,-,-,-,-
"S00149900",174,168,-,-,-,6
"S00149901",83,82,-,-,-,-
"S00149902",96,94,1,-,-,1
"S00149903",83,78,-,-,-,5
"S00149904",58,57,-,-,-,1
"S00149905",99,92,1,1,1,-
"S00149906",140,136,-,-,-,-
"S00149907",67,67,-,-,-,-
"S00149908",79,78,-,-,-,1
"S00149909",159,154,-,-,-,5
"S00149910",108,107,-,-,-,-
"S00149911",84,82,-,-,-,2
"S00149912",104,104,-,-,-,-
"S00149913",87,87,-,-,-,-
"S00149914",113,105,-,-,-,8
"S00149915",82,82,-,-,-,-
"S00149916",87,85,-,-,-,4
"S00149917",141,143,-,-,-,2
"S00149918",167,165,-,-,-,2
"S00149919",102,97,-,-,-,3
"S00149920",111,109,-,-,-,2
"S00149921",71,68,2,-,-,1
"S00149922",156,148,-,-,-,6
"S00149923",139,138,-,2,-,-
"S00149924",128,120,2,-,-,4
"S00149925",95,95,-,-,-,-
"S00149926",67,55,-,-,-,8
"S00149927",103,98,-,-,-,5
"S00149928",153,150,-,-,4,1
"S00149929",150,148,-,-,-,2
"S00149930",124,123,-,-,-,1
"S00149931",118,112,-,-,-,2
"S00149932",153,143,2,-,-,6
"S00149933",106,106,-,-,-,-
"S00149934",120,116,-,-,-,4
"S00149935",145,136,-,-,-,12
"S00149936",110,110,-,-,-,-
"S00149937",107,103,-,-,-,6
"S00149938",224,209,-,-,-,12
"S00149939",130,127,-,-,-,3
"S00149940",127,123,-,-,-,4
"S00149941",135,133,-,-,-,2
"S00149942",146,137,-,-,-,9
"S00149943",169,167,-,-,-,4
"S00149944",83,78,-,-,-,5
"S00149945",162,158,-,-,-,4
"S00149946",153,153,-,-,-,-
"S00149947",153,152,-,-,-,-
"S00149948",84,84,-,-,-,-
"S00149949",96,96,-,-,-,-
"S00149950",113,113,-,-,-,-
"S00149951",99,92,-,-,-,2
"S00149952",165,164,-,-,-,1
"S00149953",230,221,-,-,-,9
"S00149954",93,87,-,-,-,6
"S00149955",100,92,-,-,-,8
"S00149956",147,147,-,-,-,-
"S00149957",118,118,-,-,-,-
"S00149958",99,92,-,-,-,7
"S00149959",144,144,-,-,-,-
"S00149960",74,71,-,-,1,3
"S00149961",68,68,-,-,-,-
"S00149962",82,82,-,-,-,-
"S00149963",101,101,-,-,-,-
"S00149964",97,97,-,-,-,-
"S00149965",99,89,-,-,-,7
"S00149966",121,117,-,-,-,2
"S00149967",93,91,-,2,-,-
"S00149968",88,85,-,-,-,3
"S00149969",120,120,-,-,-,-
"S00149970",120,118,-,-,-,-
"S00149971",118,118,-,-,-,-
"S00149972",85,84,-,-,-,2
"S00149973",94,93,-,-,-,1
"S00149974",81,81,-,-,-,-
"S00149975",114,114,-,-,-,-
"S00149976",68,67,-,-,-,-
"S00149977",134,133,2,-,-,-
"S00149978",97,97,-,-,-,-
"S00149979",132,128,-,-,-,4
"S00149980",84,74,-,-,-,10
"S00149981",170,167,1,-,-,2
"S00149982",105,105,-,-,-,-
"S00149983",118,116,-,-,-,2
"S00149984",73,71,-,-,-,2
"S00149985",135,134,-,-,-,2
"S00149986",82,80,-,-,-,-
"S00149987",85,80,1,-,1,1
"S00149988",152,151,-,-,-,1
"S00149989",85,84,-,1,-,-
"S00149990",115,104,3,-,3,5
"S00149991",172,156,-,-,-,16
"S00149992",121,113,-,-,-,12
"S00149993",170,170,-,-,-,-
"S00149994",122,120,-,-,-,2
"S00149995",93,93,-,-,-,-
"S00149996",121,118,2,-,-,1
"S00149997",113,113,-,-,-,-
"S00149998",87,86,1,-,-,2
"S00149999",212,208,-,-,-,4
"S00150000",91,87,-,-,-,1
"S00150001",127,127,-,-,-,-
"S00150002",105,98,-,-,-,7
"S00150003",70,66,1,-,-,4
"S00150004",82,82,-,-,-,-
"S00150005",171,170,-,-,-,-
"S00150006",110,109,-,-,-,2
"S00150007",139,139,-,-,-,-
"S00150008",73,73,-,-,-,4
"S00150009",132,131,-,-,-,-
"S00150010",125,123,-,-,-,1
"S00150011",60,58,1,-,-,1
"S00150012",87,86,-,-,-,-
"S00150013",88,88,-,-,-,-
"S00150014",159,154,-,-,-,5
"S00150015",97,95,-,-,-,2
"S00150016",121,121,-,-,-,-
"S00150017",118,115,-,-,-,3
"S00150018",147,147,-,-,-,-
"S00150019",66,63,-,-,-,3
"S00150020",103,100,-,-,-,3
"S00150021",154,151,-,-,-,5
"S00150022",167,166,-,-,-,2
"S00150023",160,158,-,-,-,2
"S00150024",178,179,-,-,-,3
"S00150025",73,70,-,-,-,2
"S00150026",103,103,-,-,-,-
"S00150027",117,115,-,1,-,-
"S00150028",90,85,1,-,-,6
"S00150029",132,130,-,-,-,2
"S00150030",108,108,-,-,-,-
"S00150031",82,80,-,-,-,3
"S00150032",111,107,-,-,-,3
"S00150033",197,194,-,-,-,1
"S00150034",58,57,-,-,-,-
"S00150035",159,161,-,-,-,-
"S00150036",112,112,-,-,-,1
"S00150037",89,87,-,-,-,2
"S00150038",151,151,-,-,-,-
"S00150039",64,61,-,-,-,3
"S00150040",102,97,-,-,-,5
"S00150041",59,57,-,-,-,2
"S00150042",100,100,-,-,-,-
"S00150043",71,67,-,-,-,4
"S00150044",93,93,-,-,-,-
"S00150045",126,126,-,-,-,-
"S00150046",71,71,-,-,-,3
"S00150047",90,88,-,-,-,6
"S00150048",280,281,-,-,-,1
"S00150049",103,99,-,-,-,3
"S00150050",85,76,-,-,-,7
"S00150051",156,155,-,-,-,2
"S00150052",74,72,2,-,-,-
"S00150053",67,67,-,-,-,-
"S00150054",246,240,-,-,-,6
"S00150055",139,139,-,-,-,-
"S00150056",69,66,-,-,-,3
"S00150057",81,81,-,-,-,-
"S00150058",107,107,-,-,-,-
"S00150059",120,120,-,-,-,-
"S00150060",115,110,-,-,1,3
"S00150061",77,75,-,-,-,2
"S00150062",70,70,-,-,-,-
"S00150063",97,93,1,-,-,3
"S00150064",189,185,1,-,-,3
"S00150065",144,136,-,-,-,9
"S00150066",111,110,-,-,-,2
"S00150067",121,119,-,-,-,3
"S00150068",146,143,-,-,-,3
"S00150069",87,86,-,-,-,2
"S00150070",59,58,1,-,-,-
"S00150071",145,143,-,-,-,2
"S00150072",136,135,-,-,-,2
"S00150073",111,110,-,-,-,2
"S00150074",111,106,-,-,-,6
"S00150075",103,102,1,-,-,3
"S00150076",84,78,-,-,-,8
"S00150077",84,84,-,-,-,-
"S00150078",227,218,-,-,-,10
"S00150079",165,153,-,-,-,12
"S00150080",74,71,1,-,-,4
"S00150081",116,115,-,-,-,1
"S00150082",182,182,-,-,-,-
"S00150083",116,112,-,-,-,5
"S00150084",111,112,-,-,-,2
"S00150085",74,73,-,-,-,1
"S00150086",160,156,1,-,-,3
"S00150087",104,97,-,-,-,10
"S00150088",132,132,-,-,-,-
"S00150089",102,99,-,-,-,3
"S00150090",197,189,-,-,-,8
"S00150091",97,94,-,-,-,2
"S00150092",154,154,-,-,-,-
"S00150093",102,98,-,-,-,-
"S00150094",105,105,-,-,-,-
